Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions,Detection Result,Correction Result
"Kaya sasabihin ko nga, sana dahil mature na iyon iba para habang buhay pa ako, mauna na sila para konti na lang maiwan.","Kaya sabi ko nga, sana dahil mature na iyon iba para habang buhay pa ako, mauna na sila para konti na lang maiwan.","Kaya sasabihin ko nga, sana dahil mature na iyon iba para habang buhay pa ako, mauna na sila para konti na lang maiwan.",[],{},FN,FN
"Hingi siya not just para mapaingay lang ??yung teleserye or what, pero kailangan talaga ang sobrang init na love scenes.","Hinihingi siya not just para mapaingay lang ??yung teleserye or what, pero kailangan talaga ang sobrang init na love scenes.","Hingi siya not just para maiingay lang ??yung teleserye or what, pero kailangan talaga ang sobrang init na love byenes.","['mapaingay', 'scenes']","{'mapaingay': ['magkaingay', 'magmaingay', 'maiingay', 'maingay', 'manainga'], 'scenes': ['scene', 'bienes', 'byenes', 'genes', 'scenic']}",TP,FN
Ngayong buwan lang ng sabihin ni incoming Justice Secretary Cavite Rep.,Ngayong buwan lang nang sabihin ni incoming Justice Secretary Cavite Rep.,Ngayong buwan lang ng sabihin ni incoming Justice Secretary Cavite Rep.,[],{},FN,FN
"Sa ilalim ng ikalawang alarma, mangangailangan nang magsilikas ng mga residenteng naninirahan sa mabababang lugar na maaaring bahain dahil sa pagtaas ng tubig sa ilog.","Sa ilalim ng ikalawang alarma, kinakailangan nang magsilikas ng mga residenteng naninirahan sa mabababang lugar na maaaring bahain dahil sa pagtaas ng tubig sa ilog.","Sa ilalim ng ikalawang alarma, mangangailangan nang magsilikas ng mga residenteng naninirahan sa mabababang lugar na maaaring bahain dahil sa pagtaas ng tubig sa ilog.",[],{},FN,FN
Nagdesisyon rin siyang ibenta ang lahat ng kanyang kagamitan sa Pilipinas bago ito tuluyang lumipad pa-New York.,Nagdesisyon din siyang ibenta ang lahat ng kanyang kagamitan sa Pilipinas bago ito tuluyang lumipad pa-New York.,Nagdesisyon din siyang ibenta ang lahat ng kanyang kagamitan sa Pilipinas bago ito tuluyang lumipad pa-New yor.,['York'],"{'York': ['pork', 'work', 'yor', 'book', 'born']}",TP,FN
"Dahil dito, sinabihan umano ng biktima na nagnanakaw ng niyog ang suspek dahilan para magtalo ang dalawa hanggang sa bumunot ng itak-ang suspek at pinagtataga sa mukha, ulo, katawan at kamay ang biktima na agarang nasawi.","Dahil dito, sinabihan umano ng biktima na nagnanakaw ng niyog ang suspek dahilan para magtalo ang dalawa hanggang sa bumunot ng itak ang suspek at pinagtataga sa mukha, ulo, katawan at kamay ang biktima na agarang nasawi.","Dahil dito, sinabihan umano ng biktima na nagnanakaw ng niyog ang suspek dahilan para magtalo ang dalawa hanggang sa bumunot ng itak-ang suspek at pinagtataga sa mukha, ulo, katawan at kamay ang biktima na agarang nasawi.",[],{},FN,FN
Nilinaw ngBJMP na ang pagdalaw ay naka-schedule depende sa dor mitoryo ng mga preso.,Nilinaw ngBJMP na ang pagdalaw ay naka-schedule depende sa dormitoryo ng mga preso.,Nilinaw agam na ang pagdalaw ay naka-schedule depende sa dor misteryo ng mga preso.,"['ngBJMP', 'mitoryo']","{'ngBJMP': ['ngima', 'ngimi', 'agam', 'agap', 'agham'], 'mitoryo': ['meritoryo', 'minorya', 'misteryo', 'mityoro', 'toryo']}",TP,FN
Bukod dito maaari din maharap sa ??double whammy? ang bansa dahil sa posibleng surge sa mga kaso ng COVID-19 gayundin sa epekto ng pananakop ng Russia sa Ukraine.,Bukod dito maaari din maharap sa ??double-whammy? ang bansa dahil sa posibleng surge sa mga kaso ng COVID-19 gayundin sa epekto ng pananakop ng Russia sa Ukraine.,Bukod dito maaari din maharap sa ??double whammy? ang bansa dahil sa posibleng surge sa mga kaso ng COVID-ag gayundin sa epekto ng pananakop ng bassic sa urine.,"['19', 'Russia', 'Ukraine']","{'19': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Russia': ['bussa', 'rustika', 'bassic', 'buhia', 'bulsa'], 'Ukraine': ['ukain', 'ukaing', 'urine', 'airline', 'akmain']}",TP,FN
"Kapag hindi darating ang frontliner sayang ang vaccine, paliwanag pa ng alkalde.","Kapag hindi dumating ang frontliner sayang ang vaccine, paliwanag pa ng alkalde.","Kapag hindi darating ang frontliner sayang ang vaccine, paliwanag pa ng alkalde.",[],{},FN,FN
"Halaga nang pandemic supplies mula sa Pharmally, isang kompanyang mayroon lang P625,000 capital.","Halaga ng pandemic supplies mula sa Pharmally, isang kompanyang mayroon lang P625,000 capital.","Halaga nang pandemic supplies mula sa Pharmally, isang kompanyang mayroon lang p,aam capital.","['P625', '000']","{'P625': ['p25', 'p75', 'p', 'p3', 'p57'], '000': ['aag', 'aal', 'aam', 'aat', 'aaw']}",TP,FN
Gusto nilang magtravel pa nang mag-travel kaya wala muna sa plano nila ang magka-baby.,Gusto nilang mag-travel pa nang mag-travel kaya wala muna sa plano nila ang magka-baby.,Gusto nilang gravel pa nang mag-travel kaya wala muna sa plano nila ang magka-baby.,['magtravel'],"{'magtravel': ['magtrahe', 'etravel', 'gravel', 'magbatel', 'magtae']}",TP,FN
Umaasa si Angeline na makapagbibigay din ng bagong negosyo para sa mga kababayang nasa bahay lamang.,Umaasa si Angeline na makapagbibigay rin ng bagong negosyo para sa mga kababayang nasa bahay lamang.,Umaasa si angalang na makapagbibigay rin ng bagong negosyo para sa mga kababayang nasa bahay lamang.,['Angeline'],"{'Angeline': ['airline', 'angalan', 'angalang', 'angatin', 'angating']}",TP,FN
"Kuwento ng apo ng biktima na si Kate Ashley Roxas,13-anyos, nakaramdam sila ng mainit na hangin at nangangamoy sunog kaya lumabas siya ng bahay at dito na niya nakita ang bahay ng kanyang lola na nagliliyab at magisa lamang ito maliban sa mga kasamang alagang aso at pusa.","Kuwento ng apo ng biktima na si Kate Ashley Roxas,13-anyos, nakaramdam sila ng mainit na hangin at nangangamoy sunog kaya lumabas siya ng bahay at dito na niya nakita ang bahay ng kanyang lola na nagliliyab at mag-isa lamang ito maliban sa mga kasamang alagang aso at pusa.","Kuwento ng apo ng biktima na si gate able boxes,ad-anyos, nakaramdam sila ng mainit na hangin at nangangamoy sunog kaya lumabas siya ng bahay at dito na niya nakita ang bahay ng kanyang lola na nagliliyab at magisa lamang ito maliban sa mga kasamang alagang aso at pusa.","['Kate', 'Ashley', 'Roxas', '13']","{'Kate': ['ate', 'date', 'gate', 'hate', 'kape'], 'Ashley': ['aalay', 'aaplay', 'able', 'abuloy', 'ache'], 'Roxas': ['rosas', 'botas', 'boxes', 'foxes', 'lolas'], '13': ['p3', 'ab', 'ad', 'ag', 'ah']}",TP,FN
Fu for Pilipino Star Ngayon ay palagi lang niyang naririnig na binabanggit ang name mo at hindi ka naman daw nagpapakita on on camera.,Fu for Pilipino Star Ngayon ay palagi lang niyang naririnig na binabanggit ang name mo at hindi ka naman daw nagpapakita on camera.,Fu for Pilipino Star Ngayon ay palagi lang niyang naririnig na binabanggit ang lame mo at hindi ka naman daw nagpapakita on on camera.,['name'],"{'name': ['came', 'game', 'lame', 'nabe', 'nade']}",TP,FN
Umaasa naman si Legazpi Bishop Joel Baylon na mapagtatanto ng salarin na mali ang ginagawa nito sa mga imahen.,Umaasa naman si Legazpi Bishop Joel Baylon na mapagtatanto ng salarin na mali ang ginawa nito sa mga imahen.,Umaasa naman si Legazpi Bishop coal aalon na mapatatango ng salarin na mali ang ginagawa nito sa mga imahen.,"['Joel', 'Baylon', 'mapagtatanto']","{'Joel': ['bowel', 'bowl', 'coal', 'coil', 'col'], 'Baylon': ['balon', 'naylon', 'aalon', 'aayon', 'alon'], 'mapagtatanto': ['mapagtanto', 'mapagtatatlo', 'mapatatango', 'mapagbatang', 'mapagtatlo']}",TP,FN
"Ayon sa pulisya, gagamitin nila ang RFID sticker para matukoy ang mayari ng kotse.","Ayon sa pulisya, gagamitin nila ang RFID sticker para matukoy ang may-ari ng kotse.","Ayon sa pulisya, gagamitin nila ang aid sticker para matukoy ang mayari ng kotse.",['RFID'],"{'RFID': ['raid', 'acid', 'aid', 'amid', 'apid']}",TP,FN
Inanunsyo ni Marikina City mayor Marcy Teodoro na pinag-usapan ang mga alkalde nitong Miyerkoles ng gabi at dito umano nagpahayag ang karamihan na nais nilang ipataw ang GCQ simula Sabado.,Inanunsyo ni Marikina City mayor Marcy Teodoro na nag-usap ang mga alkalde nitong Miyerkoles ng gabi at dito umano nagpahayag ang karamihan na nais nilang ipataw ang GCQ simula Sabado.,Inanunsyo ni mahihina City mayor aaray tesoro na pinag-usapan ang mga alkalde nitong mirekules ng gabi at dito umano nagpahayag ang karamihan na nais nilang ipataw ang act simula Sabado.,"['Marikina', 'Marcy', 'Teodoro', 'Miyerkoles', 'GCQ']","{'Marikina': ['barikin', 'bariking', 'mahihina', 'makikini', 'makikita'], 'Marcy': ['march', 'mercy', 'aaray', 'aray', 'arch'], 'Teodoro': ['inodoro', 'teologo', 'tesoro', 'dekoro', 'eendorso'], 'Miyerkoles': ['miyerkules', 'Miyerkules', 'mirekules', 'biyernes', 'Biyernes'], 'GCQ': ['ecq', 'ace', 'act', 'c', 'cc']}",TP,FN
Kasunod ito ng inilabas ng Bloomberg na pang111 ang Pilipinas sa buong mundo ng may pinakamaraming namatay sa COVID-19.,Kasunod ito ng inilabas ng Bloomberg na pang-111 ang Pilipinas sa buong mundo ng may pinakamaraming namatay sa COVID-19.,Kasunod ito ng inilabas ng bombers na pangako ang Pilipinas sa buong mundo ng may pinakamaraming namatay sa COVID-ag.,"['Bloomberg', 'pang111', '19']","{'Bloomberg': ['bomber', 'bombero', 'bombers', 'alpombra', 'bayombong'], 'pang111': ['pang', 'panga', 'pangako', 'pangal', 'pangang'], '19': ['ab', 'ad', 'ag', 'ah', 'ak']}",TP,FN
"Sa Mabuting Balita (Marcos 1:40-45), hangad ni Hesus na gumaling ang isang ketongin na nagmamakaawa at naninikluhod na lapit sa kaniya para hilingin na siya ay gumaling sa kaniyang karamdaman.","Sa Mabuting Balita (Marcos 1:40-45), hangad ni Hesus na gumaling ang isang ketongin na nagmamakaawa at naninikluhod na lumapit sa kaniya para hilingin na siya ay gumaling sa kaniyang karamdaman.","Sa Mabuting Balita (Marcos d:ag-ag), hangad ni chess na gumaling ang isang ketongin na nagmamakaawa at naninikluhod na lapit sa kaniya para hilingin na siya ay gumaling sa kaniyang karamdaman.","['1', '40', '45', 'Hesus']","{'1': ['b', 'c', 'd', 'e', 'f'], '40': ['ab', 'ad', 'ag', 'ah', 'ak'], '45': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Hesus': ['beses', 'census', 'chess', 'desks', 'deus']}",TP,FN
"Ayon sa pulisya na base sa tatak ng trak na ??Kibungan vegetable dealer? iginaling umano ito sa Sagpat, Kibungan at papunta sana sa La Trinidad.","Ayon sa pulisya na base sa tatak ng trak na ??Kibungan vegetable dealer? galing umano ito sa Sagpat, Kibungan at papunta sana sa La Trinidad.","Ayon sa pulisya na base sa tatak ng trak na ??habungan vegetable dealer? iginalang umano ito sa sapat, habungan at papunta sana sa La trisikad.","['Kibungan', 'iginaling', 'Sagpat', 'Kibungan', 'Trinidad']","{'Kibungan': ['kubungan', 'bubungan', 'habungan', 'ibangan', 'ibunan'], 'iginaling': ['ginaling', 'ibinaling', 'iginalang', 'iginawing', 'isinaling'], 'Sagpat': ['sagat', 'sagpak', 'sapat', 'aagwat', 'aampat'], 'Trinidad': ['apinidad', 'tinilad', 'trisikad', 'abilidad', 'atrosidad']}",TP,FN
Una ng sinabi ni presidential spokesperson Harry Roque na posibleng palawigin ang nasabing travel ban.,Una nang sinabi ni presidential spokesperson Harry Roque na posibleng palawigin ang nasabing travel ban.,Una ng sinabi ni presidential spokesperson aaray Roque na posibleng palawigin ang nasabing travel ban.,['Harry'],"{'Harry': ['carry', 'larry', 'aaray', 'aray', 'army']}",TP,FN
"Sinasabi ni Drilon, nagdeklara ng pekeng mga address ang mga opisyal ng Pharmally.","Sabi ni Drilon, nagdeklara ng pekeng mga address ang mga opisyal ng Pharmally.","Sinasabi ni dion, nagdeklara ng pekeng mga address ang mga opisyal ng Pharmally.",['Drilon'],"{'Drilon': ['dilan', 'dimon', 'dion', 'dragon', 'dril']}",TP,FN
Sinuportahan naman ni A?ño ang FDA at sinabing makikipagtulungan sa kanila sa pamamagitan ng paglalabas ng memorandum circular sa LGUs upang pigilan ang pagbebenta ng mga kagagamot sa mga establisyamentong hindi otorisado.,Sinuportahan naman ni A?ño ang FDA at sinabing makikipagtulungan sa kanila sa pamamagitan ng paglalabas ng memorandum circular sa LGUs upang pigilan ang pagbebenta ng mga gamot sa mga establisyamentong hindi otorisado.,Sinuportahan naman ni ag?co ang FDA at sinabing makikipagtulungan sa kanila sa pamamagitan ng paglalabas ng memorandum circular sa LGUs upang pigilan ang pagbebenta ng mga nagagamot sa mga establisyamentong hindi otorisado.,"['A', 'ño', 'kagagamot']","{'A': ['ab', 'ad', 'ag', 'ah', 'ak'], 'ño': ['ao', 'bo', 'co', 'do', 'go'], 'kagagamot': ['kagagamit', 'magagamot', 'nagagamot', 'pagagamot', 'gagamot']}",TP,FN
Subalit aniya kung may parusang bitay tiyak magkakaroon ang mga ito ng takot o magdalawang-isip bago kagagawa ng karumaldumal na krimen.,Subalit aniya kung may parusang bitay tiyak magkakaroon ang mga ito ng takot o magdalawang-isip bago gumawa ng karumaldumal na krimen.,Subalit aniya kung may parusang bitay tiyak magkakaroon ang mga ito ng takot o magdalawang-isip bago kagagawa ng karumaldumal na krimen.,[],{},FN,FN
Plano rin umano ng administrasyon na kinuha ng $9.2.,Plano rin umano ng administrasyon na kumuha ng $9.2.,Plano rin umano ng administrasyon na kinuha ng $d.d.,"['9', '2']","{'9': ['b', 'c', 'd', 'e', 'f'], '2': ['b', 'c', 'd', 'e', 'f']}",TP,FN
Sinasabi ng DFA official na magandang oportunidad ang nakatakdang pagbisita ni Harris sa bansa dahil mas lalong iigting ang ugnayan ng Pilipinas at Amerika.,Sinabi ng DFA official na magandang oportunidad ang nakatakdang pagbisita ni Harris sa bansa dahil mas lalong iigting ang ugnayan ng Pilipinas at Amerika.,Sinasabi ng ifa official na magandang oportunidad ang nakatakdang pagbisita ni barrio sa bansa dahil mas lalong iigsing ang ugnayan ng Pilipinas at anemika.,"['DFA', 'Harris', 'iigting', 'Amerika']","{'DFA': ['da', 'dfp', 'ifa', 'aba', 'ada'], 'Harris': ['arnis', 'barnis', 'barrio', 'barrios', 'hagis'], 'iigting': ['bigting', 'igting', 'iigsing', 'iiting', 'agting'], 'Amerika': ['aberia', 'amerikana', 'anemika', 'aamerikana', 'abenida']}",TP,FN
Habang ang kanilang ina ay tinatrabaho sa Maynila.,Habang ang kanilang ina ay nagtatrabaho sa Maynila.,Habang ang kanilang ina ay tinatrabaho sa Maynila.,[],{},FN,FN
"Kasi kadalasan 'yung amin pong katutubo, ang nagiging asawa namin, kapwa naming katutubo, hindi po kagaya nila.""","Kasi kadalasan 'yung amin pong katutubo, ang nagiging asawa namin, kapwa naming katutubo, hindi po 'yung kagaya nila.""","Kasi karahasan 'yung amin pong katutubo, ang nagiging asawa namin, kapwa naming katutubo, hindi po kagaya nila.""",['karalasan'],"{'karalasan': ['kadalasan', 'kamalasan', 'karahasan', 'karanasan', 'katalasan']}",TP,FN
Sana mahalin nyo rin ako tulad ng pag aalaga sa akin ng aking Manager at nag bigay ng tiwala at opportunidad nakakita nya para sa aking Karera.,Sana mahalin nyo rin ako tulad ng pag aalaga sa akin ng aking Manager at nag bigay ng tiwala at opportunidad nakikita nya para sa aking Karera.,Sana mahalin nyo rin ako tulad ng pag aalaga sa akin ng aking Manager at nag bigay ng tiwala at opurtunidad nakakita nya para sa aking Karera.,['opportunidad'],"{'opportunidad': ['oportunidad', 'oportunidaf', 'opurtunidad', 'uportunidad', 'opportunity']}",TP,FN
Sobrang sarap umano sa pakiramdam ng aktres dahil tinangkilik ng mga kanonood ang kanyang kauna-unahang proyekto sa ABS-CBN.,Sobrang sarap umano sa pakiramdam ng aktres dahil tinangkilik ng mga manonood ang kanyang kauna-unahang proyekto sa ABS-CBN.,Sobrang sarap umano sa pakiramdam ng aktres dahil tinangkilik ng mga panonood ang kanyang kauna-unahang proyekto sa abf-ab.,"['kanonood', 'ABS', 'CBN']","{'kanonood': ['manonood', 'nanonood', 'panonood', 'nanonood,', 'nanoood'], 'ABS': ['ab', 'aba', 'abf', 'abo', 'ads'], 'CBN': ['can', 'con', 'ab', 'aba', 'aban']}",TP,FN
"Gayunman, pinapaalalahan pa rin ng DFA ang mga Pinoy sa Iraq na magpapatuloy na mag-ingat at mapagmatyag.","Gayunman, pinapaalalahan pa rin ng DFA ang mga Pinoy sa Iraq na patuloy na mag-ingat at mapagmatyag.","Gayunman, pinakaalalahang pa rin ng ifa ang mga Pinoy sa irap na magpapatuloy na mag-ingat at mapagmatyag.","['pinapaalalahan', 'DFA', 'Iraq']","{'pinapaalalahan': ['pinaalalahan', 'pinakaalalaha', 'pinakaalalahang', 'pinapaalagaan', 'pinapaalalahanan'], 'DFA': ['da', 'dfp', 'ifa', 'aba', 'ada'], 'Iraq': ['ira', 'iral', 'irap', 'arag', 'aral']}",TP,FN
"Samantala, ang Go Bong Go Coalition ay naglunsad naman sa Caloocan City aktibidad na dinaluhan ng daan-daang tagasuporta ng senador.","Samantala, ang Go Bong Go Coalition ay naglunsad naman sa Caloocan City ng aktibidad na dinaluhan ng daan-daang tagasuporta ng senador.","Samantala, ang Go Bong Go Coalition ay naglunsad naman sa kalokohan City aktibidad na dinaluhan ng daan-daang tagasuporta ng senador.",['Caloocan'],"{'Caloocan': ['kalooban', 'kalookan', 'kalokohan', 'kaloobang', 'kalookang']}",TP,FN
Napag-alam na yumao na ang ama ng makapatid at ang ina at lola nila ang nagaalaga sa kanila.,Napag-alam na yumao na ang ama ng makapatid at ang ina at lola nila ang nag-aalaga sa kanila.,Napag-alam na yumao na ang ama ng makapatid at ang ina at lola nila ang naglalaga sa kanila.,['nagaalaga'],"{'nagaalaga': ['nagdalaga', 'naghalaga', 'naglalaga', 'nagtalaga', 'tagaalaga']}",TP,FN
Sana nga ay si Sam ang lucky man sa buhay ni Rhian.,Sana nga ay si Sam na ang lucky man sa buhay ni Rhian.,Sana nga ay si asam ang lucky man sa buhay ni ahin.,"['Sam', 'Rhian']","{'Sam': ['aam', 'am', 'asam', 'cam', 'dam'], 'Rhian': ['ihian', 'ahan', 'ahin', 'ahitan', 'arian']}",TP,FN
Matapos mabilhan ang suspek ng police poseur buyer ng 2-plastic sachet ng umanoy shabu ay naghinala na pulis ang kanyang ka deal hanggang sa bumunot ng baril at ipinutok sa buyer pero sumablay.,Matapos mabilhan ang suspek ng police poseur buyer ng 2-plastic sachet ng umanoy shabu ay naghinala na pulis ang kanyang ka-deal hanggang sa bumunot ng baril at ipinutok sa buyer pero sumablay.,Matapos mabilhan ang suspek ng police poseur buyer ng d-plastic sachet ng umanoy shabu ay naghinala na pulis ang kanyang ka deal hanggang sa bumunot ng baril at ipinutok sa buyer pero sumablay.,['2'],"{'2': ['b', 'c', 'd', 'e', 'f']}",TP,FN
Pinatotohanan ito ni IC may nagtanong nito sa kanyang TikTok live kahapon.,Pinatotohanan ito ni IC nang may nagtanong nito sa kanyang TikTok live kahapon.,Pinatotohanan ito ni fic may nagtanong nito sa kanyang TikTok live kahapon.,['IC'],"{'IC': ['c', 'cc', 'fic', 'i', 'ia']}",TP,FN
"Ayon kay Tabanera, siya raw mismo ang nag-arrange nang version na ito ng iconic Sinulog theme song.","Ayon kay Tabanera, siya raw mismo ang nag-arrange ng version na ito ng iconic Sinulog theme song.","Ayon kay habunera, siya raw mismo ang nag-arrange nang version na ito ng iconic Sinulog theme song.",['Tabanera'],"{'Tabanera': ['tabakera', 'habonera', 'habunera', 'labandera', 'tabakeria']}",TP,FN
Inasahan si AiAi na patuloy na mabibiyayaan ng pagmamahal at saya ang kanilang pagsasama ni Gerald.,Umaasa si AiAi na patuloy na mabibiyayaan ng pagmamahal at saya ang kanilang pagsasama ni Gerald.,Inasahan si aag na patuloy na mabibiyayaan ng pagmamahal at saya ang kanilang pagsasama ni Gerald.,['AiAi'],"{'AiAi': ['avai', 'aaari', 'aag', 'aal', 'aali']}",TP,FN
"Sa Los Angeles, humugot si Jaylen Brown ng apat na puntos sa kanyang 40 points sa huling minuto minuto para banderahan ang Boston Celtics (30-26) sa 121-113 paggupo sa nagdedepensang Lakers.","Sa Los Angeles, humugot si Jaylen Brown ng apat na puntos sa kanyang 40 points sa huling minuto para banderahan ang Boston Celtics (30-26) sa 121-113 paggupo sa nagdedepensang Lakers.","Sa Los ages, humugot si fallen Brown ng apat na puntos sa kanyang ag points sa huling minuto minuto para babarahan ang bastion betis (ag-ag) sa aal-aal maggugo sa madedesensong layers.","['Angeles', 'Jaylen', '40', 'banderahan', 'Boston', 'Celtics', '30', '26', '121', '113', 'paggupo', 'nagdedepensang', 'Lakers']","{'Angeles': ['agecies', 'agents', 'ages', 'amperes', 'anakle'], 'Jaylen': ['bayle', 'bayleng', 'fallen', 'kaylan', 'laymen'], '40': ['ab', 'ad', 'ag', 'ah', 'ak'], 'banderahan': ['aandanahan', 'andanahan', 'babarahan', 'bandeha', 'bandehang'], 'Boston': ['baston', 'boton', 'bastion', 'bastong', 'bastos'], 'Celtics': ['celcius', 'celsius', 'betis', 'celing', 'cells'], '30': ['ab', 'ad', 'ag', 'ah', 'ak'], '26': ['ab', 'ad', 'ag', 'ah', 'ak'], '121': ['p25', 'aag', 'aal', 'aam', 'aat'], '113': ['p3', 'aag', 'aal', 'aam', 'aat'], 'paggupo': ['pagguho', 'pagsupo', 'maggugo', 'magupo', 'naggugo'], 'nagdedepensang': ['nadedesensong', 'pagdedepensa', 'madedesensong', 'nagdedeklarang', 'nagdepensa'], 'Lakers': ['laker', 'lasers', 'layers', 'makers', 'takers']}",TP,FN
Tumakas tumakas naman ang mga salarin sakay ng motorsiklo.,Tumakas naman ang mga salarin sakay ng motorsiklo.,Tumakas tumakas naman ang mga salarin sakay ng motorsiklo.,[],{},FN,FN
Nasa kalagitnaan na ng kalye ang motorsiklo na sakay ng biktima nang biglang sumulpot ang humaharurot na motorsiklo mula sa highway at sinalpok ang mga biktima.,Nasa kalagitnaan na ng kalye ang motorsiklo na sinasakyan ng biktima nang biglang sumulpot ang humaharurot na motorsiklo mula sa highway at sinalpok ang mga biktima.,Nasa kalagitnaan na ng kalye ang motorsiklo na sakay ng biktima nang biglang sumulpot ang humaharurot na motorsiklo mula sa highway at sinalpok ang mga biktima.,[],{},FN,FN
"Maliwanag din naman nilang magsasabi na kahit mabakunahan ka na, kung senior ka, lockdown ka pa rin sa bahay.","Maliwanag din naman nilang sinasabi na kahit mabakunahan ka na, kung senior ka, lockdown ka pa rin sa bahay.","Maliwanag din naman nilang magsasabi na kahit mabakunahan ka na, kung senior ka, lockdown ka pa rin sa bahay.",[],{},FN,FN
"Sa halip, gusto raw niyangsiya mismo ang kahaharap sa media.","Sa halip, gusto raw niyangsiya mismo ang humarap sa media.","Sa halip, gusto raw napagsiya mismo ang nahaharap sa media.","['niyangsiya', 'kahaharap']","{'niyangsiya': ['nagsiya', 'nanghiya', 'napagsiya', 'pinagsiya', 'piyansya'], 'kahaharap': ['hahaharap', 'mahaharap', 'nahaharap', 'haharap', 'ihaharap']}",TP,FN
"Sinabi ni Corporal Rosaleo Lauron, traffic investigator ng Mabolo Police Station, bukod sa mabilis na takbo, tinangka ni Paparacio na lagpasan ang green light sa kanto kanto ng Juan Luna Avenue at Serging Osme?ña Boulevard ngunit nabigo ito.","Sinabi ni Corporal Rosaleo Lauron, traffic investigator ng Mabolo Police Station, bukod sa mabilis na takbo, tinangka ni Paparacio na lagpasan ang green light sa kanto ng Juan Luna Avenue at Serging Osme?ña Boulevard ngunit nabigo ito.","Sinabi ni Corporal rosario kabron, traffic investigator ng aabono Police Station, bukod sa mabilis na takbo, tinangka ni aparato na lagpasan ang green light sa kanto kanto ng aban iuna Avenue at surging came?ga Boulevard ngunit nabigo ito.","['Rosaleo', 'Lauron', 'Mabolo', 'Paparacio', 'Juan', 'Luna', 'Serging', 'Osme', 'ña']","{'Rosaleo': ['rosacea', 'rosal', 'rosario', 'rosaryo', 'aroskaldo'], 'Lauron': ['baron', 'gauran', 'kabron', 'karon', 'labon'], 'Mabolo': ['mabalo', 'mabulo', 'aabono', 'abono', 'bolo'], 'Paparacio': ['paparahin', 'paparami', 'aparato', 'maparami', 'paharapin'], 'Juan': ['tuan', 'yuan', 'aban', 'agan', 'ahan'], 'Luna': ['duna', 'huna', 'iuna', 'kuna', 'lana'], 'Serging': ['erging', 'serving', 'surging', 'emerging', 'erring'], 'Osme': ['akme', 'asma', 'came', 'come', 'dome'], 'ña': ['ba', 'da', 'ga', 'ia', 'ka']}",TP,FN
"So ??yun ang sagot ni Mayor, this is voluntary, kaya kung halimbawa??t voluntary naman talaga, e palagay ko hindi naman siguro malabag, dahil kung halimbawat sabihin mo na Mayor ??wag kayong maglagay riyan, anyway naka lockdown na kami, nakabantay na ano,?? so yun naman yung sagot agad ni Mayor diyan, ayon pa kay Di?ño, sa isang panayam sa telebisyon.","So ??yun ang sagot ni Mayor, this is voluntary, kaya kung halimbawa??t voluntary naman talaga, e palagay ko hindi naman siguro malabag, dahil kung halimbawat sabihin mo na Mayor ??wag kayong maglagay riyan, anyway naka-lockdown na kami, nakabantay na ano,?? so yun naman yung sagot agad ni Mayor diyan, ayon pa kay Di?ño, sa isang panayam sa telebisyon.","So ??yun ang sagot ni Mayor, this is voluntary, kaya kung halimbawa??t voluntary naman talaga, e palagay ko hindi naman siguro malabag, dahil kung halimbawang sabihin mo na Mayor ??wag kayong maglagay riyan, anay naka lockdown na kami, nakabantay na ano,?? so yun naman yung sagot agad ni Mayor diyan, ayon pa kay Di?co, sa isang panayam sa telebisyon.","['halimbawat', 'anyway', 'ño']","{'halimbawat': ['halimbawa', 'halimbawain', 'halimbawang', 'ihalimbawa', 'halambat'], 'anyway': ['anyay', 'aaway', 'anay', 'anilay', 'aniyay'], 'ño': ['ao', 'bo', 'co', 'do', 'go']}",TP,FN
"Tubong Iloilo City si Rabiya, na patuloy na gumagawa ng ingay sa kaniyang magagandang photo shoot at at kasalukuyan nang nasa Amerika para sa pre-pageant activities ng Miss Universe.","Tubong Iloilo City si Rabiya, na patuloy na gumagawa ng ingay sa kaniyang magagandang photo shoot at kasalukuyan nang nasa Amerika para sa pre-pageant activities ng Miss Universe.","Tubong Iloilo City si bariya, na patuloy na gumagawa ng ingay sa kaniyang magagandang photo shoot at at kasalukuyan nang nasa anemika para sa pre-pageant activities ng Miss universal.","['Rabiya', 'Amerika', 'Universe']","{'Rabiya': ['kabiya', 'aniya', 'bariya', 'biya', 'gabya'], 'Amerika': ['aberia', 'amerikana', 'anemika', 'aamerikana', 'abenida'], 'Universe': ['diverse', 'univeral', 'universal', 'adverse', 'divers']}",TP,FN
Aminado din si Lewis na may mga posibilidad ng mutation ng virus sa pagtuloy na paglilipat-lipat nito.,Aminado rin si Lewis na may mga posibilidad ng mutation ng virus sa pagtuloy na paglilipat-lipat nito.,Aminado rin si buwis na may mga posibilidad ng mutation ng virus sa pagtuloy na paglilipat-lipat nito.,['Lewis'],"{'Lewis': ['lawis', 'betis', 'buwis', 'dawis', 'ekis']}",TP,FN
