Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions,Detection Result,Correction Result
Kasunod ito ng kautusang inilabas ng MalacaÃ±ang noong nakaraang linggo na boluntaryo na lamang ang pagsusuot ng face mask sa indoor at outdoor spaces.,Kasunod ito nang kautusang inilabas ng MalacaÃ±ang noong nakaraang linggo na boluntaryo na lamang ang pagsusuot ng face mask sa indoor at outdoor spaces.,Kasunod ito ng kautusang inilabas ng malaban±ang noong nakaraang linggo na boluntaryo na lamang ang pagsusuot ng face mask sa indoor at outdoor spaces.,['MalacaÃ'],"{'MalacaÃ': ['malaan', 'malabag', 'malaban', 'malabay', 'malaga']}",TP,FN
"Lumilitaw sa ulat na dakong alas-11:30 ng umaga ng Setyembre 14, 2022 ay sakay ng jeepney ang ilang pasahero ng pagsapit sa E. Rodriguez Sr.","Lumilitaw sa ulat na dakong alas-11:30 ng umaga ng Setyembre 14, 2022 ay sakay ng jeepney ang ilang pasahero nang pagsapit sa E. Rodriguez Sr.","Lumilitaw sa ulat na dakong alas-ag:ag ng umaga ng Setyembre ag, aag ay sakay ng jeepney ang ilang pasahero ng pagsapit sa E. Rodriguez jr.","['11', '30', '14', '2022', 'Sr']","{'11': ['ab', 'ad', 'ag', 'ah', 'ak'], '30': ['ab', 'ad', 'ag', 'ah', 'ak'], '14': ['ab', 'ad', 'ag', 'ah', 'ak'], '2022': ['p25', 'aaba', 'aag', 'aako', 'aal'], 'Sr': ['ar', 'hr', 'jr', 'or', 'pr']}",TP,FN
May nanay din kayo âdi ba?,May nanay rin kayo âdi ba?,May nanay rin kayo ddi ba?,['â'],"{'â': ['b', 'c', 'd', 'e', 'f']}",TP,FN
"Si Chairperson Liza, naikuwentong may event ang FDCP tomorrow (May 5) para sa background actors or yung mga tawag na ekstra, ito yung Bubog at Karga Acting Showcase.","Si Chairperson Liza, naikuwentong may event ang FDCP tomorrow (May 5) para sa background actors or yung mga tinatawag na ekstra, ito yung Bubog at Karga Acting Showcase.","Si Chairperson liga, ikuwentong may event ang dip tomorrow (May d) para sa background actors or yung mga tawag na ekstra, ito yung Bubog at Karga Acting Showcase.","['Liza', 'naikuwentong', 'FDCP', '5']","{'Liza': ['lia', 'lida', 'liga', 'liha', 'lila'], 'naikuwentong': ['nagkuwentong', 'naikwentong', 'ikuwentong', 'magkuwentong', 'nagkuwentang'], 'FDCP': ['dep', 'dfp', 'dip', 'face', 'fact'], '5': ['b', 'c', 'd', 'e', 'f']}",TP,FN
"Kapag nagdesisyon siyang magkaroon na ng social media account, pangako ni Ted Failon, ay siya mismo ang nagsabi sa kanyang programa sa Radyo 5.","Kapag nagdesisyon siyang magkaroon na ng social media account, pangako ni Ted Failon, ay siya mismo ang magsasabi sa kanyang programa sa Radyo 5.","Kapag nagdesisyon siyang magkaroon na ng social media account, pangako ni Ted balon, ay siya mismo ang nagsabi sa kanyang programa sa Radyo d.","['Failon', '5']","{'Failon': ['aalon', 'alon', 'balon', 'fail', 'failed'], '5': ['b', 'c', 'd', 'e', 'f']}",TP,FN
"Aabutin na sa halos 80 katao ang mga pasaherong nagpositibo sa libreng random COVID-19 antigen testing sa tatlong mayor na linya ng tren sa Pilipinas, ayon sa pinakahuling tala ng Department of Transportation.","Aabot na sa halos 80 katao ang mga pasaherong nagpositibo sa libreng random COVID-19 antigen testing sa tatlong mayor na linya ng tren sa Pilipinas, ayon sa pinakahuling tala ng Department of Transportation.","Aabutin na sa halos ag katao ang mga pasaherong nagpositibo sa libreng random COVID-ag antigen testing sa tatlong mayor na linya ng tren sa Pilipinas, ayon sa pinakahuling tala ng Department of Transportation.","['80', '19']","{'80': ['ab', 'ad', 'ag', 'ah', 'ak'], '19': ['ab', 'ad', 'ag', 'ah', 'ak']}",TP,FN
Sapagkat dito nasusulat ang pangalan ng mga taong karapat-dapat kapapasok sa Kaharian ng Diyos.,Sapagkat dito nasusulat ang pangalan ng mga taong karapat-dapat pumasok sa Kaharian ng Diyos.,Sapagkat dito nasusulat ang pangalan ng mga taong karapat-dapat kapapasok sa Kaharian ng diyosa.,['Diyos'],"{'Diyos': ['diyas', 'diyes', 'diyosa', 'diyus', 'aayos']}",TP,FN
"Kaugnay nito, ipinasisilip na daw ni Interior Secretary Eduardo AÃ±o kung nagkaroon ng mga paglabag sa vaccination protocols na itinakda ng pamahalaan.","Kaugnay nito, ipinasisilip na raw ni Interior Secretary Eduardo AÃ±o kung nagkaroon ng mga paglabag sa vaccination protocols na itinakda ng pamahalaan.","Kaugnay nito, ipinasisilip na raw ni Interior Secretary Eduardo ag±o kung nagkaroon ng mga paglabag sa vaccination protocols na itinakda ng pamahalaan.",['AÃ'],"{'AÃ': ['ab', 'ad', 'ag', 'ah', 'ak']}",TP,FN
"Siyempre makikita natin riyan magka-cameo ulit yung mga dating naging guest na natin, dating nakasama na natin, paliwanag ni Michael.--.","Siyempre makikita natin diyan magka-cameo ulit yung mga dating naging guest na natin, dating nakasama na natin, paliwanag ni Michael.--.","Siyempre makikita natin riyan magka-aamen ulit yung mga dating naging guest na natin, dating nakasama na natin, paliwanag ni Michael.--.",['cameo'],"{'cameo': ['came', 'kameo', 'aamen', 'aamo', 'amen']}",TP,FN
Ang pinakamaganda sigurong dapat gawin ngayon nang mga artista ay huwag nang panghimasukan pa ang ginagawang paglipat ng network ng kanilang mga kasamahan sa Dos.,Ang pinakamaganda sigurong dapat gawin ngayon ng mga artista ay huwag nang panghimasukan pa ang ginagawang paglipat ng network ng kanilang mga kasamahan sa Dos.,Ang pinakamaganda sigurong dapat gawin ngayon nang mga artista ay huwag nang panghimasukan pa ang ginagawang paglipat ng network ng kanilang mga kasamahan sa Dos.,[],{},FN,FN
"Kaya nga pati ang malalaking local companies, Korean stars na din ang priority para maging endorser.","Kaya nga pati ang malalaking local companies, Korean stars na rin ang priority para maging endorser.","Kaya nga pati ang malalaking local companies, Korean stars na rin ang priority para maging endorser.",[],{},TP,TP
Ako po si General Eleazar at hingi ko po ang inyong pagtitiwala.,Ako po si General Eleazar at hinihingi ko po ang inyong pagtitiwala.,Ako po si General Eleazar at hingi ko po ang inyong pagtitiwala.,[],{},FN,FN
Sinabi ni Bagatsing na ang dalawang nasawing Pinoy ay mga katatrabaho sa managerial level subalit tumangging magbigay pa ng dagdag na detalye.,Sinabi ni Bagatsing na ang dalawang nasawing Pinoy ay mga nagtatrabaho sa managerial level subalit tumangging magbigay pa ng dagdag na detalye.,Sinabi ni babating na ang dalawang nasawing Pinoy ay mga katrabaho sa managerial level subalit tumangging magbigay pa ng dagdag na detalye.,"['Bagatsing', 'katatrabaho']","{'Bagatsing': ['babathing', 'babatiing', 'babating', 'bagasong', 'bagtasing'], 'katatrabaho': ['matatrabaho', 'natatrabaho', 'katrabaho', 'magtatrabaho', 'makatrabaho']}",TP,FN
Hindi din daw napag-uusapan sa bahay ng aktor ang tungkol sa trabaho.,Hindi rin daw napag-uusapan sa bahay ng aktor ang tungkol sa trabaho.,Hindi rin daw napag-uusapan sa bahay ng aktor ang tungkol sa trabaho.,[],{},TP,TP
Nais i-donate ni Manila City Mayor Isko Moreno ang kaniyang cornea sa oras pumanaw siya na layong hikayatin din ang publiko na suportahan ang âcornea at eye donationsâ sa bansa.,Nais i-donate ni Manila City Mayor Isko Moreno ang kaniyang cornea sa oras na pumanaw siya na layong hikayatin din ang publiko na suportahan ang âcornea at eye donationsâ sa bansa.,Nais i-donate ni Manila City Mayor iko forego ang kaniyang corner sa oras pumanaw siya na layong hikayatin din ang publiko na suportahan ang dcorner at eye locations sa bansa.,"['Isko', 'Moreno', 'cornea', 'â', 'cornea', 'donationsâ']","{'Isko': ['disko', 'iako', 'iko', 'isako', 'iskor'], 'Moreno': ['morena', 'eoseno', 'forego', 'ipreno', 'koreo'], 'cornea': ['corneas', 'corned', 'corner', 'borne', 'borned'], 'â': ['b', 'c', 'd', 'e', 'f'], 'donationsâ': ['donations', 'donation', 'locations', 'nations', 'rotations']}",TP,FN
Sobrang saya ko po kasi hindi ko po inexpect na tinanggap ng GMA yung awit namin.,Sobrang saya ko po kasi hindi ko po inexpect na tatanggapin ng GMA yung awit namin.,Sobrang saya ko po kasi hindi ko po expert na tinanggap ng gia yung awit namin.,"['inexpect', 'GMA']","{'inexpect': ['expect', 'inspect', 'expert', 'iexport', 'indirect'], 'GMA': ['ama', 'ga', 'gia', 'goma', 'gra']}",TP,FN
"Ganoon rin sina David, dapat din ba silang parusahan dahil kinain nila ang haing tinapay para sa Diyos dahil wala rin silang makain?","Ganoon din sina David, dapat din ba silang parusahan dahil kinain nila ang haing tinapay para sa Diyos dahil wala rin silang makain?","Ganoon din sina aid, dapat din ba silang parusahan dahil kinain nila ang haing tinapay para sa diyosa dahil wala rin silang makain?","['David', 'Diyos']","{'David': ['avid', 'acid', 'aid', 'amid', 'apid'], 'Diyos': ['diyas', 'diyes', 'diyosa', 'diyus', 'aayos']}",TP,FN
Inalam pa ng mga pulis kung ang batang si Jimmy ang aksidenteng nakasaksak sa tatay nito o may iba pang nakisali sa gulo.,Inaalam pa ng mga pulis kung ang batang si Jimmy ang aksidenteng nakasaksak sa tatay nito o may iba pang nakisali sa gulo.,Inalam pa ng mga pulis kung ang batang si himay ang aksidenteng nakasaksak sa tatay nito o may iba pang nakisali sa gulo.,['Jimmy'],"{'Jimmy': ['dummy', 'gummy', 'himay', 'kimay', 'limay']}",TP,FN
"Sabi ni Tan, makakatulong rin ito sa mga mamimili sa pag-monitor ng kanilang diyeta o pagtugon sa kanilang chronic diseases tulad ng sakit sa puso at diabetes.","Sabi ni Tan, makakatulong din ito sa mga mamimili sa pag-monitor ng kanilang diyeta o pagtugon sa kanilang chronic diseases tulad ng sakit sa puso at diabetes.","Sabi ni Tan, makakatulong din ito sa mga mamimili sa pag-monitor ng kanilang diyeta o pagtugon sa kanilang chronic diseases tulad ng sakit sa puso at diabetes.",[],{},TP,TP
Pero okay naman raw silang lahat at magkakasundo sila sa taping.,Pero okay naman daw silang lahat at magkakasundo sila sa taping.,Pero okay naman daw silang lahat at magkakasundo sila sa taping.,[],{},TP,TP
"Eventually magiging okay din lahat eh, unti-unti,â paliwanag ng aktor.","Eventually magiging okay rin lahat eh, unti-unti,â paliwanag ng aktor.","virtually magiging okay rin lahat eh, unti-unti,d paliwanag ng aktor.","['Eventually', 'â']","{'Eventually': ['eventual', 'mentally', 'virtually', 'actually', 'annually'], 'â': ['b', 'c', 'd', 'e', 'f']}",TP,FN
Hindi muna nilaro ang laban ng Adelaide 36ers at Perth Wildcats kahapon habang ipinagpaliban rin muna ang laro ng 36ers at South East Melbourne Phoenix sa Enero 2.,Hindi muna nilaro ang laban ng Adelaide 36ers at Perth Wildcats kahapon habang ipinagpaliban din muna ang laro ng 36ers at South East Melbourne Phoenix sa Enero 2.,Hindi muna nilaro ang laban ng alklade ders at depth bilas kahapon habang ipinagpaliban din muna ang laro ng ders at South East borne phones sa Enero d.,"['Adelaide', '36ers', 'Perth', 'Wildcats', '36ers', 'Melbourne', 'Phoenix', '2']","{'Adelaide': ['adelanto', 'alkaide', 'alklade', 'apelyido', 'abenida'], '36ers': ['cers', 'chers', 'ders', 'gers', 'goers'], 'Perth': ['birth', 'death', 'depth', 'earth', 'heath'], 'Wildcats': ['waldas', 'allocate', 'bilas', 'bloats', 'childcare'], 'Melbourne': ['seaborne', 'airborne', 'borne', 'debone', 'measure'], 'Phoenix': ['helix', 'phone', 'phones', 'poesia', 'poonin'], '2': ['b', 'c', 'd', 'e', 'f']}",TP,FN
"Sinabi ng pastor na tinawagan ko lang po yung misis ko sa ospital o kaya ibi-video call, kuwento ng groom.","Sinabi ng pastor na tatawagan ko lang po yung misis ko sa ospital o kaya ibi-video call, kuwento ng groom.","Sinabi ng pastor na tinawagan ko lang po yung misis ko sa ospital o kaya ibi-video call, kuwento ng groom.",[],{},FN,FN
Nagpalabas din ang US State Department nang travel advisory sa Mexico at sa ibang pang nasyon na nasa listahan ng CDC na nagsasaad ng Level 4: Do Not Travel.,Nagpalabas din ang US State Department ng travel advisory sa Mexico at sa ibang pang nasyon na nasa listahan ng CDC na nagsasaad ng Level 4: Do Not Travel.,Nagpalabas din ang US State Department nang travel advisory sa medics at sa ibang pang nasyon na nasa listahan ng ad na nagsasaad ng Level d: Do Not Travel.,"['Mexico', 'CDC', '4']","{'Mexico': ['medico', 'medic', 'medics', 'mediko', 'merito'], 'CDC': ['cc', 'csc', 'ad', 'ada', 'add'], '4': ['b', 'c', 'd', 'e', 'f']}",TP,FN
"Napapansin ko kasi na tinatayuan yung balahibo ko, aniya.","Napapansin ko kasi na tumatayo yung balahibo ko, aniya.","Napapansin ko kasi na tinatayuan yung balahibo ko, aniya.",[],{},FN,FN
Kaaasa ngayon gn DOJ na mabibigyan ng pansamantalang kalayaan sa pamamagitan ng piyansa ang maraming PDLs.,Inaasahan ngayon gn DOJ na mabibigyan ng pansamantalang kalayaan sa pamamagitan ng piyansa ang maraming PDLs.,kawasa ngayon gn DOJ na mabibigyan ng pansamantalang kalayaan sa pamamagitan ng piyansa ang maraming dis.,"['Kaaasa', 'PDLs']","{'Kaaasa': ['kaalsa', 'kakasa', 'kawasa', 'aalsa', 'aasa'], 'PDLs': ['ads', 'als', 'dis', 'dos', 'idle']}",TP,FN
"Sa katunayan, talaga daw napaiyak siya nang isukat na ang kanyang Darna costume.","Sa katunayan, talaga raw napaiyak siya nang isukat na ang kanyang Darna costume.","Sa katunayan, talaga raw napaiyak siya nang isukat na ang kanyang area costume.",['Darna'],"{'Darna': ['dara', 'derna', 'area', 'arena', 'aria']}",TP,FN
Excited na din daw siyang bumalik sa All-Out Sundays na baka kasama na siya sa susunod na taping.,Excited na rin daw siyang bumalik sa All-Out Sundays na baka kasama na siya sa susunod na taping.,Excited na rin daw siyang bumalik sa All-Out sandals na baka kasama na siya sa susunod na taping.,['Sundays'],"{'Sundays': ['kunday', 'lunday', 'sandals', 'subways', 'sunda']}",TP,FN
"Kabilang sa mga ulat ay ang pagpapabakuna na ng nasa 100,000 Tsino na tinrabaho sa mga Philippine Offshore Gaming Operators (POGO) at maging ang mga tauhan ng Presidential Security Group.","Kabilang sa mga ulat ay ang pagpapabakuna na ng nasa 100,000 Tsino na nagtatrabaho sa mga Philippine Offshore Gaming Operators (POGO) at maging ang mga tauhan ng Presidential Security Group.","Kabilang sa mga ulat ay ang pagpapabakuna na ng nasa aam,aam tsiko na trinabaho sa mga Philippine Offshore Gaming Operators (polo) at maging ang mga tauhan ng Presidential Security Group.","['100', '000', 'Tsino', 'tinrabaho', 'POGO']","{'100': ['aag', 'aal', 'aam', 'aat', 'aaw'], '000': ['aag', 'aal', 'aam', 'aat', 'aaw'], 'Tsino': ['sino', 'tino', 'tsiko', 'tsina', 'tusino'], 'tinrabaho': ['tinatrabaho', 'trabaho', 'trinabaho', 'binabago', 'binabaha'], 'POGO': ['logo', 'pago', 'polo', 'poso', 'poto']}",TP,FN
Noong Martes upang talakayin ang mga prayoridad sa lehislatura ng kapapasok na administrasyon at paghahanda na rin para sa gagawing State of the Nation Address (SONA) nito sa July.,Noong Martes upang talakayin ang mga prayoridad sa lehislatura ng papasok na administrasyon at paghahanda na rin para sa gagawing State of the Nation Address (SONA) nito sa July.,Noong Martes upang talakayin ang mga prayoridad sa lehislatura ng kapapasok na administrasyon at paghahanda na rin para sa gagawing State of the Nation Address (SONA) nito sa ally.,['July'],"{'July': ['duly', 'jury', 'ally', 'bily', 'buay']}",TP,FN
"Panfilo Lacson at dating Senate President Vicente ""Tito"" Sotto III na lumiban sa isang presidential at VP debates ng Comelec dahil madalas namang nilibanan ang ibang kandidato.","Panfilo Lacson at dating Senate President Vicente ""Tito"" Sotto III na lumiban sa isang presidential at VP debates ng Comelec dahil madalas namang lumiliban ang ibang kandidato.","manilo ason at dating Senate President accents ""Tito"" boto igi na lumiban sa isang presidential at VP debates ng Comelec dahil mamalas namang nilibanan ang ibang kandidato.","['Panfilo', 'Lacson', 'Vicente', 'Sotto', 'III', 'maralas']","{'Panfilo': ['danilo', 'mangilo', 'manilo', 'nangilo', 'nanilo'], 'Lacson': ['lason', 'arson', 'ason', 'kalson', 'labon'], 'Vicente': ['disente', 'license', 'accents', 'ahente', 'bente'], 'Sotto': ['lotto', 'motto', 'boto', 'bottom', 'ditto'], 'III': ['ibi', 'idi', 'igi', 'ihi', 'ii'], 'maralas': ['madalas', 'makalas', 'mamalas', 'marahas', 'maranas']}",TP,FN
Nag-ugat ang pag-aresto Yagi sa reklamong inihain ng isang fruit vendor sa Brgy.,Nag-ugat ang pag-aresto kay Yagi sa reklamong inihain ng isang fruit vendor sa Brgy.,Nag-ugat ang pag-aresto nagi sa reklamong inihain ng isang fruit vendor sa Brgy.,['Yagi'],"{'Yagi': ['lagi', 'magi', 'nagi', 'pagi', 'sagi']}",TP,FN
Nagpapatingin ng pulisya ang kaso ni Dayor bilang robbery at homicide.,Tinitingnan ng pulisya ang kaso ni Dayor bilang robbery at homicide.,Nagpapatingin ng pulisya ang kaso ni aayo bilang robbery at homicide.,['Dayor'],"{'Dayor': ['dayo', 'mayor', 'aayo', 'aayon', 'aayop']}",TP,FN
Posibleng gagamitin din umano ang mga private planes sa drug trafficking o pagpapasok ng bultu-bultong mga illegal na droga sa bansa.,Posibleng ginagamit din umano ang mga private planes sa drug trafficking o pagpapasok ng bultu-bultong mga illegal na droga sa bansa.,Posibleng gagamitin din umano ang mga private planes sa drug trafficking o pagpapasok ng bultu-bultong mga illegal na droga sa bansa.,[],{},FN,FN
"Sa matinding pagkakabangga ng mag-asawa ay nagtamo ng malalang sugat sa ulo ang lalaki kung saan kapwa isinugod sa Divine Grace Medical Center,subalit namatay habang gumagamot sa ospital.","Sa matinding pagkakabangga ng mag-asawa ay nagtamo ng malalang sugat sa ulo ang lalaki kung saan kapwa isinugod sa Divine Grace Medical Center,subalit namatay habang ginagamot sa ospital.","Sa matinding pagkakabangga ng mag-asawa ay nagtamo ng malalang sugat sa ulo ang lalaki kung saan kapwa isinugod sa diving Grace Medical Center,subalit namatay habang gumagamot sa ospital.",['Divine'],"{'Divine': ['divice', 'divide', 'diving', 'detine', 'device']}",TP,FN
Ang pagbili ng carbocisteine ay nilimitahan rin sa parehong bilang.,Ang pagbili ng carbocisteine ay nilimitahan din sa parehong bilang.,Ang pagbili ng carbonated ay nilimitahan din sa parehong bilang.,['carbocisteine'],"{'carbocisteine': ['carbine', 'carbonate', 'carbonated', 'christening', 'coastline']}",TP,FN
"Itong huling vlog nilang dalawa na may pamagat na Ito Na ang TotooAng Totoong Nangyari, na may haba na 35 minutes at 51 seconds, emosyonal si Donita na inilahad ang hirap niya sa kanilang vlog at wala daw naitulong si Tekla kundi sumali lang na hindi naman buo ang kooperasyon nito.","Itong huling vlog nilang dalawa na may pamagat na Ito Na ang TotooAng Totoong Nangyari, na may haba na 35 minutes at 51 seconds, emosyonal si Donita na inilahad ang hirap niya sa kanilang vlog at wala raw naitulong si Tekla kundi sumali lang na hindi naman buo ang kooperasyon nito.","Itong huling vlog nilang dalawa na may pamagat na Ito Na ang itotokang Totoong Nangyari, na may haba na ag minutes at ag seconds, emosyonal si bunita na inilahad ang hirap niya sa kanilang vlog at wala raw naitulong si Tekla kundi sumali lang na hindi naman buo ang kooperasyon nito.","['TotooAng', '35', '51', 'Donita']","{'TotooAng': ['totoong', 'botohang', 'itotokang', 'tatoong', 'tonohang'], '35': ['ab', 'ad', 'ag', 'ah', 'ak'], '51': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Donita': ['bonita', 'bonito', 'bunita', 'dalita', 'dinata']}",TP,FN
Ito yung The Big Bet na kinunan ang 50 percent nang mga eksena rito sa Pilipinas.,Ito yung The Big Bet na kinunan ang 50 percent ng mga eksena rito sa Pilipinas.,Ito yung The Big Bet na kinunan ang ag percent nang mga eksena rito sa Pilipinas.,['50'],"{'50': ['ab', 'ad', 'ag', 'ah', 'ak']}",TP,FN
Nakakasawa na rin raw kasi ang ginagawa ni Alex dahil paulit-ulit lang daw ang paggawa nito ng sablay at kasalanan sa kanyang kapwa.,Nakakasawa na rin daw kasi ang ginagawa ni Alex dahil paulit-ulit lang daw ang paggawa nito ng sablay at kasalanan sa kanyang kapwa.,Nakakasawa na rin daw kasi ang ginagawa ni Alex dahil paulit-ulit lang daw ang paggawa nito ng sablay at kasalanan sa kanyang kapwa.,[],{},TP,TP
"Subalit, kinikilala natin na ito ay isang absolute na discretion ng ating Kongreso kung ipagpapaliban o tuloy ang darating na halalan na SK and barangay election, ayon kay Garcia.","Subalit, kinikilala natin na ito ay isang absolute na discretion ng ating Kongreso kung ipagpapaliban o itutuloy ang darating na halalan na SK and barangay election, ayon kay Garcia.","Subalit, kinikilala natin na ito ay isang absolute na discretion ng ating Kongreso kung ipagpapaliban o tuloy ang darating na halalan na ik and barangay election, ayon kay garapa.","['SK', 'Garcia']","{'SK': ['ak', 'ask', 'ik', 'k', 'ok'], 'Garcia': ['aria', 'gara', 'garapa', 'garil', 'garsa']}",TP,FN
"Nakasaad sa manifesto na kung mananalong pangulo ng bansa si Marcos sa dating na halalan, tinitiyak nila ang pagkakaisa at pag-unlad ng bansa.","Nakasaad sa manifesto na kung mananalong pangulo ng bansa si Marcos sa darating na halalan, tinitiyak nila ang pagkakaisa at pag-unlad ng bansa.","Nakasaad sa manifesto na kung mananalong pangulo ng bansa si Marcos sa dating na halalan, tinitiyak nila ang pagkakaisa at pag-unlad ng bansa.",[],{},FN,FN
"Dahil nga pinapasok nang mga imported, aniya ni Jose Real, isang magsasaka sa Bulacan.","Dahil nga pinapasok ng mga imported, aniya ni Jose Real, isang magsasaka sa Bulacan.","Dahil nga pinapasok nang mga imported, aniya ni joke Real, isang magsasaka sa Bulacan.",['Jose'],"{'Jose': ['dose', 'hose', 'joke', 'lose', 'nose']}",TP,FN
Binuhos na ng Creamline Cool Smashers ang buong lakas nito upang maitarak ang upset win laban sa Thailand sa paglarga ng quarterfinals ng 2022 AVC Cup for Women ngayong araw sa Philsports Arena sa Pasig City.,Ibubuhos na ng Creamline Cool Smashers ang buong lakas nito upang maitarak ang upset win laban sa Thailand sa paglarga ng quarterfinals ng 2022 AVC Cup for Women ngayong araw sa Philsports Arena sa Pasig City.,ibinuhos na ng creaminess Cool cashiers ang buong lakas nito upang magtapak ang onset win laban sa hadlang sa paglarga ng quarterfinals ng aag aam Cup for Women ngayong araw sa phosporus Arena sa Pasig City.,"['Binuhos', 'Creamline', 'Smashers', 'maitarak', 'upset', 'Thailand', '2022', 'AVC', 'Philsports']","{'Binuhos': ['binuhol', 'binulos', 'ibinuhos', 'binubo', 'binudol'], 'Creamline': ['streamline', 'creamang', 'creaminess', 'creating', 'creatinine'], 'Smashers': ['masters', 'slasher', 'cashiers', 'chasers', 'crasher'], 'maitarak': ['maitatak', 'itarak', 'magtapak', 'magtatak', 'magtatrak'], 'upset': ['asset', 'naset', 'onset', 'pet', 'puppet'], 'Thailand': ['garland', 'hablang', 'hadlang', 'hailing', 'hainan'], '2022': ['p25', 'aaba', 'aag', 'aako', 'aal'], 'AVC': ['aag', 'aal', 'aam', 'aat', 'aaw'], 'Philsports': ['isports', 'passports', 'phosporus', 'airports', 'hotspots']}",TP,FN
"Alam mo ba, Salve, parang ang saya ng gising natin noong Bagong Taon.","Alam mo ba, Salve, na parang ang saya ng gising natin noong Bagong Taon.","Alam mo ba, salvo, parang ang saya ng gising natin noong Bagong Taon.",['Salve'],"{'Salve': ['sale', 'salfe', 'salvo', 'solve', 'valve']}",TP,FN
"Sa report, tutulugan ang mga biktima nang bigla na lang gumuho ang lupa at matabunan ang kanilang bahay at nadamay pa ang pitong kabahayan na nasira.","Sa report, natutulog ang mga biktima nang bigla na lang gumuho ang lupa at matabunan ang kanilang bahay at nadamay pa ang pitong kabahayan na nasira.","Sa report, tutulugan ang mga biktima nang bigla na lang gumuho ang lupa at matabunan ang kanilang bahay at naramay pa ang pitong kabahayan na nasira.",[],{},TP,FN
"Kung ano yung tenacity namin, ganon rin yung sa practice like in-game, ani Cabiltes.","Kung ano yung tenacity namin, ganon din yung sa practice like in-game, ani Cabiltes.","Kung ano yung entity namin, ganon din yung sa practice like in-game, ani babies.","['tenacity', 'Cabiltes']","{'tenacity': ['capacity', 'density', 'entity', 'ethnicity', 'finality'], 'Cabiltes': ['cables', 'abilities', 'babies', 'bariles', 'cabinet']}",TP,FN
"Pinuntahan po namin kayo para magkaisa na TAPUSIN NA ang dog meat trade at ipakulong ang mga kumakatay, naghahain, nagbebenta at kumakain parin ng aso.","Pupuntahan po namin kayo para magkaisa na TAPUSIN NA ang dog meat trade at ipakulong ang mga kumakatay, naghahain, nagbebenta at kumakain parin ng aso.","Pinuntahan po namin kayo para magkaisa na TAPUSIN NA ang dog meat trade at ipakulong ang mga kumakatay, naghahain, nagbebenta at kumakain parin ng aso.",[],{},FN,FN
Nangamba naman si Ribby nang makita niya na naglitawan ang mga patsi-patsi sa katawan ng kaniyang mga anak na tila senyales rin ng neurofibromatosis.,Nangamba naman si Ribby nang makita niya na naglitawan ang mga patsi-patsi sa katawan ng kaniyang mga anak na tila senyales din ng neurofibromatosis.,Nangamba naman si ibay nang makita niya na naglitawan ang mga pagsi-pagsi sa katawan ng kaniyang mga anak na tila senyales din ng neuropsychiatric.,"['Ribby', 'patsi', 'patsi', 'neurofibromatosis']","{'Ribby': ['gibay', 'hibay', 'ibay', 'ibbm', 'libay'], 'patsi': ['ipatsi', 'natsi', 'pagsi', 'pati', 'patse'], 'neurofibromatosis': ['nagririmatse', 'neuritis', 'neuropsychiatric', 'aerobatic', 'cerficates']}",TP,FN
"Patuloy ang isinasagawang imbestigasyon ng PNPLBG, GMA News.","Nagpapatuloy ang isinasagawang imbestigasyon ng PNPLBG, GMA News.","Patuloy ang isinasagawang imbestigasyon ng anbg, gia News.","['PNPLBG', 'GMA']","{'PNPLBG': ['unplug', 'analog', 'anbg', 'inalog', 'inilig'], 'GMA': ['ama', 'ga', 'gia', 'goma', 'gra']}",TP,FN
"Ang ibinibigay na dahilan ng kanyang kampo ay mag-isa lang naman raw kasi siyang nakatira dun, kumakalog siya sa laki, bibili na lang daw ng condo unit ang female personality.","Ang ibinibigay na dahilan ng kanyang kampo ay mag-isa lang naman daw kasi siyang nakatira dun, kumakalog siya sa laki, bibili na lang daw ng condo unit ang female personality.","Ang ibinibigay na dahilan ng kanyang kampo ay mag-isa lang naman daw kasi siyang nakatira dun, kumakalog siya sa laki, bibili na lang daw ng condo unit ang female personality.",[],{},TP,TP
"Nang matumba siya, inakala raw ni Floralde na bababa ang driver mula sa sinakyan upang tingnan kung ano ang nangyari.","Nang matumba siya, inakala raw ni Floralde na bababa ang driver mula sa sasakyan upang tingnan kung ano ang nangyari.","Nang matumba siya, inakala raw ni alkalde na bababa ang driver mula sa sinakyan upang tingnan kung ano ang nangyari.",['Floralde'],"{'Floralde': ['floral', 'floranda', 'alkalde', 'flora', 'morale']}",TP,FN
Tapos tatawagan ng friend na nasa North area tulad ni Yen Santos para makausap.,Tapos tumawag ng friend na nasa North area tulad ni Yen Santos para makausap.,Tapos tatawagan ng friend na nasa North area tulad ni Yen tantos para makausap.,['Santos'],"{'Santos': ['santo', 'santol', 'tantos', 'aantok', 'aantot']}",TP,FN
