Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions,Detection Result,Correction Result
"Kung maipapasa bilang batas ang SBN 427, isang buwanang allowance ang ibibigay sa lahat ng mga barangay health worker at sila ay karapat-dapat din sa se curity of tenure at iba pang benepisyo at pribilehiyo.","Kung maipapasa bilang batas ang SBN 427, isang buwanang allowance ang ibibigay sa lahat ng mga barangay health worker at sila ay karapat-dapat din sa security of tenure at iba pang benepisyo at pribilehiyo.","Kung maipapasa bilang batas ang sin aag, isang buwanang allowance ang ibibigay sa lahat ng mga barangay health worker at sila ay karapat-dapat din sa se burit of tenure at iba pang benepisyo at pribilehiyo.","['SBN', '427', 'curity']","{'SBN': ['san', 'sen', 'sin', 'son', 'sun'], '427': ['p25', 'p57', 'aag', 'aal', 'aam'], 'curity': ['acuity', 'brity', 'burit', 'cavity', 'charity']}",TP,FN
"Dagdag ni Arcena, ilang mga pedopilya ang nag-aalok ng mga regalo para makuha ang kanilang gusto, at alam nila ang kahinaan ng isang bata.","Dagdag ni Arcena, ilang mga pedopilya ang nag-aalok ng mga regalo para makuha ang kanilang gusto, at alam nila ang kahinaan ng isang bata.","Dagdag ni area, ilang mga polilya ang nag-aalok ng mga regalo para makuha ang kanilang gusto, at alam nila ang kahinaan ng isang bata.","['Arcena', 'pedopilya']","{'Arcena': ['arena', 'antena', 'area', 'arenas', 'arina'], 'pedopilya': ['pedophile', 'plotilya', 'polilya', 'atropiya', 'awtopisya']}",FP,FP
"Sa kanilang pag-aaral, nagawa raw ng “dancing molecules” na i-reverse ang paralysis sa bubuwit at nagamot nito ang severe spinal cord injuries.","Sa kanilang pag-aaral, nagawa raw ng “dancing molecules” na i-reverse ang paralysis sa bubuwit at nagamot nito ang severe spinal cord injuries.","Sa kanilang pag-aaral, nagawa raw ng “dancing molecules” na i-reverse ang paralysis sa bubuwit at nagamot nito ang severe spinal cord injuries.",[],{},TN,TN
"Samantala, sa isang follow-up report sinabing nakalikom na ng aabot sa P1.2-milyong.","Samantala, sa isang follow-up report sinabing nakalikom na ng aabot sa P1.2-milyong.","Samantala, sa isang follow-up report sinabing nakalikom na ng aabot sa pa.d-milyong.","['P1', '2']","{'P1': ['p', 'p3', 'pa', 'pg', 'ph'], '2': ['b', 'c', 'd', 'e', 'f']}",FP,FP
Ayon kay Angping kanilang ikinonsidera ang Quirino Grandstand subalit mayroon pa umanong COVID-19 field hospital sa lugar.,Ayon kay Angping kanilang ikinonsidera ang Quirino Grandstand subalit mayroon pa umanong COVID-19 field hospital sa lugar.,Ayon kay angking kanilang ikinonsidera ang biring Grandstand subalit mayroon pa umanong COVID-ag field hospital sa lugar.,"['Angping', 'Quirino', '19']","{'Angping': ['angging', 'anging', 'angking', 'aagpang', 'aangking'], 'Quirino': ['aquilino', 'birina', 'biring', 'builing', 'bukirin'], '19': ['ab', 'ad', 'ag', 'ah', 'ak']}",FP,FP
Sinabi ni Usana sa naturang bilang nasa 425 namang PNP personnel ang mga naitalang aktibong kaso ng COVID-19.,Sinabi ni Usana sa naturang bilang nasa 425 namang PNP personnel ang mga naitalang aktibong kaso ng COVID-19.,Sinabi ni tsana sa naturang bilang nasa aag namang pdp personnel ang mga naitalang aktibong kaso ng COVID-ag.,"['Usana', '425', 'PNP', '19']","{'Usana': ['asana', 'sana', 'tsana', 'usang', 'usapa'], '425': ['p25', 'p75', 'aag', 'aal', 'aam'], 'PNP': ['lpnp', 'pap', 'pdp', 'pep', 'png'], '19': ['ab', 'ad', 'ag', 'ah', 'ak']}",FP,FP
"Katulad na lamang ng mga pasyente na may COVID-19 na nagda-dialysis pa araw-araw, mga pasyente na bumaba ang hemoglobin at mga platelets.","Katulad na lamang ng mga pasyente na may COVID-19 na nagda-dialysis pa araw-araw, mga pasyente na bumaba ang hemoglobin at mga platelets.","Katulad na lamang ng mga pasyente na may COVID-ag na nagda-dialysis pa araw-araw, mga pasyente na bumaba ang hemoglobin at mga platelets.",['19'],"{'19': ['ab', 'ad', 'ag', 'ah', 'ak']}",FP,FP
Hanggang maaari ay hihindian na lamang umano pinapatulan ng aktres ang mga ito sa social media.,Hanggang maaari ay hindi na lamang umano pinapatulan ng aktres ang mga ito sa social media.,Hanggang maaari ay hihinawan na lamang umano pinapatulan ng aktres ang mga ito sa social media.,['hihindian'],"{'hihindian': ['hihingian', 'hihinaan', 'hihinawan', 'hihinayan', 'hihingan']}",TP,FN
Binigyang diin ni Belmonte na kailangan ding paglaanan na ng bakuna ang mga kabataan para maingatan din ang mga ito sa hawaan ng virus.,Binigyang diin ni Belmonte na kailangan ding paglaanan na ng bakuna ang mga kabataan para maingatan din ang mga ito sa hawaan ng virus.,Binigyang diin ni bente na kailangan ding paglaanan na ng bakuna ang mga kabataan para maingatan din ang mga ito sa hawaan ng virus.,['Belmonte'],"{'Belmonte': ['beinte', 'belong', 'bente', 'bolante', 'bulante']}",FP,FP
"Matapos kasi ang ilang taon, hindi pa rin binabayaran ng Marcoses ang mga buwis dahilan para bigyan na ng BIR ng written demand ang kanilang pamilya patungkol dito.","Matapos kasi ang ilang taon, hindi pa rin binabayaran ng Marcoses ang mga buwis dahilan para bigyan na ng BIR ng written demand ang kanilang pamilya patungkol dito.","Matapos kasi ang ilang taon, hindi pa rin binabayaran ng barcode ang mga buwis dahilan para bigyan na ng ber ng written demand ang kanilang pamilya patungkol dito.","['Marcoses', 'BIR']","{'Marcoses': ['marcos', 'arcades', 'barcode', 'carcasses', 'cargoes'], 'BIR': ['air', 'bar', 'ber', 'bi', 'bia']}",FP,FP
"Sa 2020 report ng PCGG, sinabi ng komisyon na nakabawi na ito ng P174.23.","Sa 2020 report ng PCGG, sinabi ng komisyon na nakabawi na ito ng P174.23.","Sa aag report ng ngg, sinabi ng komisyon na nakabawi na ito ng p.ad.","['2020', 'PCGG', 'P174', '23']","{'2020': ['p25', 'aaba', 'aag', 'aako', 'aal'], 'PCGG': ['egg', 'mcg', 'ngg', 'paag', 'pag'], 'P174': ['p57', 'p75', 'p', 'p25', 'p3'], '23': ['p3', 'ab', 'ad', 'ag', 'ah']}",FP,FP
Sinabi niyang sa susunod na taon na ulit siya babalik sa social media.,Sinabi niyang sa susunod na taon na ulit siya babalik sa social media.,Sinabi niyang sa susunod na taon na ulit siya babalik sa social media.,[],{},TN,TN
"Kaya sasabihin ko nga, sana dahil mature na iyon iba para habang buhay pa ako, mauna na sila para konti na lang maiwan.","Kaya sabi ko nga, sana dahil mature na iyon iba para habang buhay pa ako, mauna na sila para konti na lang maiwan.","Kaya sasabihin ko nga, sana dahil mature na iyon iba para habang buhay pa ako, mauna na sila para konti na lang maiwan.",[],{},FN,FN
Sabi nga ng ilang observers mukhang naguubos lang ng pera ang ganda-gandahang producer na obvious din naman na ang ginagamit na puhunan sa paggawa ng pelikula ay galing sa âgraft and corruptionâ.,Sabi nga ng ilang observers mukhang nag-uubos lang ng pera ang ganda-gandahang producer na obvious din naman na ang ginagamit na puhunan sa paggawa ng pelikula ay galing sa âgraft and corruptionâ.,Sabi nga ng ilang observers mukhang nagbubo lang ng pera ang ganda-gandahang producer na obvious din naman na ang ginagamit na puhunan sa paggawa ng pelikula ay galing sa dgraft and correction.,"['naguubos', 'â', 'corruptionâ']","{'naguubos': ['nauubos', 'mauubos', 'nagbubo', 'nagbubus', 'nagbuhos'], 'â': ['b', 'c', 'd', 'e', 'f'], 'corruptionâ': ['corruption', 'corrupting', 'correction', 'corrections', 'combustion']}",TP,FN
Pero meron pa ring hindi naniniwalang makukuha nang Ilonggang beauty queen ang korona.,Pero meron pa ring hindi naniniwalang makukuha ng Ilonggang beauty queen ang korona.,Pero meron pa ring hindi naniniwalang makukuha nang ilungang beauty queen ang korona.,['Ilonggang'],"{'Ilonggang': ['ibanggang', 'ilanglang', 'ilungang', 'lunggang', 'alangaang']}",TP,FN
"Ngunit dahil sa pagsisikap, unti-unting naibabalik ni Cruz-Behag ang solidong porma nito.","Ngunit dahil sa pagsisikap, unti-unting naibabalik ni Cruz-Behag ang solidong porma nito.","Ngunit dahil sa pagsisikap, unti-unting naibabalik ni Cruz-behang ang solidong porma nito.",['Behag'],"{'Behag': ['bahag', 'beha', 'behang', 'bihag', 'buhag']}",FP,FP
Nagsasabi lang siya ng katotohanan dahil sa kabila ng kanyang timbang ay napakaganda niya naman talaga.,Nagsasabi lang siya ng katotohanan dahil sa kabila ng kanyang timbang ay napakaganda niya naman talaga.,Nagsasabi lang siya ng katotohanan dahil sa kabila ng kanyang timbang ay napakaganda niya naman talaga.,[],{},TN,TN
Ang insidente ay natiyempuhan ng mga rumorondang pulis ng Quezon City police district 16 kayat mabilis na nadakip ang mga suspek.,Ang insidente ay natiyempuhan ng mga rumorondang pulis ng Quezon City police district 16 kayat mabilis na nadakip ang mga suspek.,Ang insidente ay natiyempuhan ng mga rumorondang pulis ng Quezon City police district ag kayat mabilis na dinarakip ang mga suspek.,"['16', 'narakip']","{'16': ['ab', 'ad', 'ag', 'ah', 'ak'], 'narakip': ['nadakip', 'dadakip', 'dinarakip', 'kalakip', 'madakip']}",FP,FP
"May gustong magkaroon bagong bahay, tutulungan niyang bumili.","May gustong magkaroon ng bagong bahay, tutulungan niyang bumili.","May gustong magkaroon bagong bahay, tutulungan niyang bumili.",[],{},FN,FN
"Marami ang nagsasabing dahil-nga sa pagkakasara ng mga sinehan nang mahigit isang taon na, at maaaring magtagal pa, tiyak na may problema na rin ang kanilang equipment.","Marami ang nagsasabing dahil nga sa pagkakasara ng mga sinehan nang mahigit isang taon na, at maaaring magtagal pa, tiyak na may problema na rin ang kanilang equipment.","Marami ang nagsasabing dahil-nga sa pagkakasara ng mga sinehan nang mahigit isang taon na, at maaaring magtagal pa, tiyak na may problema na rin ang kanilang equipment.",[],{},FN,FN
"Kaya nga ang ating mahal na Labor Secretary Silvestre Bello III nagannounce na kamakailan na i-extend 'yung mga natapos na kontrata sa Korea kasi 'di sila makakaalis at makakauwi dahil sa closure, paliwanag ni Olalia.","Kaya nga ang ating mahal na Labor Secretary Silvestre Bello III nag-announce na kamakailan na i-extend 'yung mga natapos na kontrata sa Korea kasi 'di sila makakaalis at makakauwi dahil sa closure, paliwanag ni Olalia.","Kaya nga ang ating mahal na Labor Secretary balustre belo igi denounce na kamakailan na i-extend 'yung mga natapos na kontrata sa Korea kasi 'di sila makakaalis at makakauwi dahil sa closure, paliwanag ni ilalin.","['Silvestre', 'Bello', 'III', 'nagannounce', 'Olalia']","{'Silvestre': ['semestre', 'silver', 'balustre', 'bilyete', 'divest'], 'Bello': ['bell', 'belly', 'belo', 'ball', 'ballot'], 'III': ['ibi', 'idi', 'igi', 'ihi', 'ii'], 'nagannounce': ['announce', 'unannounced', 'denounce', 'maganyong', 'naaanong'], 'Olalia': ['alala', 'ilalim', 'ilalin', 'lala', 'lalik']}",TP,FN
"Jesus Ventura, hepe ng Bayombong Police, nakatanggap sila ng impormasyon kaugnay sa ginagawang pambubugaw umano ng mga suspek sa ilang kababaihan na nagdala sa isang boarding house na ginagawang sex den motel.","Jesus Ventura, hepe ng Bayombong Police, nakatanggap sila ng impormasyon kaugnay sa ginagawang pambubugaw umano ng mga suspek sa ilang kababaihan na dinadala sa isang boarding house na ginagawang sex den motel.","desks century, hepe ng Bayombong Police, nakatanggap sila ng impormasyon kaugnay sa ginagawang pambubusal umano ng mga suspek sa ilang kababaihan na nagdala sa isang boarding house na ginagawang sex den motel.","['Jesus', 'Ventura', 'pambubugaw']","{'Jesus': ['beses', 'census', 'desks', 'deus', 'fetus'], 'Ventura': ['venture', 'abentura', 'century', 'denture', 'eentra'], 'pambubugaw': ['pagbubuga', 'pambubulag', 'pambubusal', 'pambugaw', 'bubugaw']}",TP,FN
Sa tataybnus na pinalaki syang matino at may takot sa Diyos.,Sa tataybnus na pinalaki syang matino at may takot sa Diyos.,Sa tatalbos na pinalaki syang matino at may takot sa diyosa.,"['tataybnus', 'Diyos']","{'tataybnus': ['tatabas', 'tatakbu', 'tatalbos', 'tatayan', 'tatayang'], 'Diyos': ['diyas', 'diyes', 'diyosa', 'diyus', 'aayos']}",FP,FP
"Hindi raw ito dapat haluin habang hinihintay na bumula ang kape, pero hindi rin dapat umabot sa pagkulo ang tubig..","Hindi raw ito dapat haluin habang hinihintay na bumula ang kape, pero hindi rin dapat umabot sa pagkulo ang tubig..","Hindi raw ito dapat haluin habang hinihintay na bumula ang kape, pero hindi rin dapat umabot sa pagkulo ang tubig..",[],{},TN,TN
"Kapag may masakit sa akin, sinasabi ko sa anak ko, sinabi ko kay Tikang na alalay ko, wala akong itinatago sa kanila na pinakamalapit sa akin.","Kapag may masakit sa akin, sinasabi ko sa anak ko, sinasabi ko kay Tikang na alalay ko, wala akong itinatago sa kanila na pinakamalapit sa akin.","Kapag may masakit sa akin, sinasabi ko sa anak ko, sinabi ko kay Tikang na alalay ko, wala akong itinatago sa kanila na pinakamalapit sa akin.",[],{},FN,FN
Nililipad na pa-New York City si Vice President Leni Robredo kasama ang kanyang mga anak upang dumalo sa graduation ng kanyang bunso na si Jillian at gugulin ang oras kasama ang kanyang pamilya.,Lumipad na pa-New York City si Vice President Leni Robredo kasama ang kanyang mga anak upang dumalo sa graduation ng kanyang bunso na si Jillian at gugulin ang oras kasama ang kanyang pamilya.,Nililipad na pa-New yor City si Vice President aani Robredo kasama ang kanyang mga anak upang dumalo sa graduation ng kanyang bunso na si iiklian at gugulin ang oras kasama ang kanyang pamilya.,"['York', 'Leni', 'Jillian']","{'York': ['pork', 'work', 'yor', 'book', 'born'], 'Leni': ['lend', 'lens', 'aani', 'aleng', 'ani'], 'Jillian': ['billion', 'hilian', 'iiklian', 'iklian', 'illan']}",TP,FN
"Bukod kina Cristel, may napulot din raw na ngipin ng kidlat ang 70-anyos na si Vicente Secuya.","Bukod kina Cristel, may napulot din daw na ngipin ng kidlat ang 70-anyos na si Vicente Secuya.","Bukod kina kristal, may napulot din daw na ngipin ng kidlat ang ag-anyos na si accents selula.","['Cristel', '70', 'Vicente', 'Secuya']","{'Cristel': ['crises', 'crystal', 'kristal', 'asiste', 'bistek'], '70': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Vicente': ['disente', 'license', 'accents', 'ahente', 'bente'], 'Secuya': ['secure', 'sedula', 'selula', 'suya', 'buya']}",TP,FN
Aba eh kung hindi siya magbo-bold wa la na siyang pag-asa.,Aba eh kung hindi siya magbo-bold wala na siyang pag-asa.,Aba eh kung hindi siya magbo-bold wa la na siyang pag-asa.,[],{},FN,FN
"Olongapo CITY MANILA, Philippines ?? Pormal nang inilunsad sa lungsod na ito ang 911 emergency number kasabay ng pagdiriwang ng 55th cityhood anniversary, alinsunod na rin sa direktiba ng national government.","Olongapo CITY MANILA, Philippines ?? Pormal nang inilunsad sa lungsod na ito ang 911 emergency number kasabay ng pagdiriwang ng 55th cityhood anniversary, alinsunod na rin sa direktiba ng national government.","Olongapo CITY MANILA, Philippines ?? Pormal nang inilunsad sa lungsod na ito ang aam emergency number kasabay ng pagdiriwang ng meth livehood anniversary, alinsunod na rin sa direktiba ng national government.","['911', '55th', 'cityhood']","{'911': ['aag', 'aal', 'aam', 'aat', 'aaw'], '55th': ['both', 'math', 'meth', 'myth', 'oath'], 'cityhood': ['childhood', 'cityhall', 'livehood', 'withhold', 'choon']}",FP,FP
"At totoo din yung sinabi niya na ang love hindi naman hinahanap, dumarating lang sa tamang panahon.","At totoo rin yung sinabi niya na ang love hindi naman hinahanap, dumarating lang sa tamang panahon.","At totoo rin yung sinabi niya na ang love hindi naman hinahanap, dumarating lang sa tamang panahon.",[],{},TP,TP
Sumemplang ang motorsiklo ng patakas na gunman habang hina habol siya ng mga residente.,Sumemplang ang motorsiklo ng patakas na gunman habang hinahabol siya ng mga residente.,Sumemplang ang motorsiklo ng patakas na gunman habang hina habol siya ng mga residente.,[],{},FN,FN
"Naging reporter siya sa radyo, nagtrabaho sa TV, pinasok din niya ang teatro, nag-aral ng ballet at nag-aerobics para lumabas sa tv.","Naging reporter siya sa radyo, nagtrabaho sa TV, at pinasok din niya ang teatro, nag-aral ng ballet at nag-aerobics para lumabas sa tv.","Naging reporter siya sa radyo, nagtrabaho sa TV, pinasok din niya ang teatro, nag-aral ng bullet at nag-aerobics para lumabas sa tv.",['ballet'],"{'ballet': ['baller', 'ballot', 'bullet', 'mallet', 'pallet']}",TP,FN
Inaasahan ng Comelec na magiging mataas ang bilang ng mga boboto.,Inaasahan ng Comelec na magiging mataas ang bilang ng mga boboto.,Inaasahan ng Comelec na magiging mataas ang bilang ng mga boboto.,[],{},TN,TN
"Dalawang kahihindi pa nakikilalang lalaki na pinaghihinalaang mga karnaper angpatay matapos na makipagbarilan sa mga pulis kahapon ngmadaling araw saNovaliches, Quezon City.","Dalawang hindi pa nakikilalang lalaki na pinaghihinalaang mga karnaper angpatay matapos na makipagbarilan sa mga pulis kahapon ngmadaling araw saNovaliches, Quezon City.","Dalawang hihingi pa nakikilalang lalaki na pinaghihinalaang mga karnaper napatay matapos na makipagbarilan sa mga pulis kahapon madaling araw sapolice, Quezon City.","['kahihindi', 'angpatay', 'ngmadaling', 'saNovaliches']","{'kahihindi': ['mahihingi', 'nahihingi', 'hihingi', 'ihihingi', 'kahigin'], 'angpatay': ['angkatan', 'nagpatay', 'napatay', 'pagpatay', 'aagapay'], 'ngmadaling': ['nagmadaling', 'dumadaling', 'madaling', 'magmadaling', 'nagdadaling'], 'saNovaliches': ['sandwiches', 'avalanches', 'sapolice', 'abolished', 'advances']}",TP,FN
Maaaring ito na talaga-ang nakatadhana dahil nag-e-enjoy lang daw sila sa kanilang relasyon at wala naman daw silang pinaplano o napapag-usapan.,Maaaring ito na talaga ang nakatadhana dahil nag-e-enjoy lang daw sila sa kanilang relasyon at wala naman daw silang pinaplano o napapag-usapan.,Maaaring ito na talaga-ang nakatadhana dahil nag-e-enjoy lang daw sila sa kanilang relasyon at wala naman daw silang pinaplano o napapag-usapan.,[],{},FN,FN
"Samahan si FPJ sa Ang Padrino sa kanyang pagganap bumibilang si Emong, na kinikilalang ??padrino? sa kanyang bayan dahil sa kakayahan nitong ayusin ang anumang gusot.","Samahan si FPJ sa Ang Padrino sa kanyang pagganap bilang si Emong, na kinikilalang ??padrino? sa kanyang bayan dahil sa kakayahan nitong ayusin ang anumang gusot.","Samahan si FPJ sa Ang Padrino sa kanyang pagganap bilang si Emong, na kinikilalang ??padrino? sa kanyang bayan dahil sa kakayahan nitong ayusin ang anumang gusot.",[],{},TP,TP
Pero tumanggi umano ang biktima na ikinagalit ng suspek dahil tila napahiya ito.,Pero tumanggi umano ang biktima na ikinagalit ng suspek dahil tila napahiya ito.,Pero tumanggi umano ang biktima na ikinagalit ng suspek dahil tila napahiya ito.,[],{},TN,TN
Nawa raw ay magsilbing inspirasyon sa mga batang scout ang kanilang ginawa upang sila ay magsikap sa buhay at maging huwarang mamamayan.,Nawa raw ay magsilbing inspirasyon sa mga batang scout ang kanilang ginawa upang sila ay magsikap sa buhay at maging huwarang mamamayan.,Nawa raw ay magsilbing inspirasyon sa mga batang scout ang kanilang ginawa upang sila ay magsikap sa buhay at maging huwarang mamamayan.,[],{},TN,TN
Kinuha ng Celtics ang isang 32-point lead sa third quarter bago nakalapit ang Hawks sa 84-96 sa pagsisimula ng fourth period mula sa inihulog na 32-12 bomba.,Kinuha ng Celtics ang isang 32-point lead sa third quarter bago nakalapit ang Hawks sa 84-96 sa pagsisimula ng fourth period mula sa inihulog na 32-12 bomba.,Kinuha ng betis ang isang ag-point lead sa third quarter bago nakalapit ang hawk sa ag-ag sa pagsisimula ng fourth period mula sa inihulog na ag-ag bomba.,"['Celtics', '32', 'Hawks', '84', '96', '32', '12']","{'Celtics': ['celcius', 'celsius', 'betis', 'celing', 'cells'], '32': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Hawks': ['hacks', 'hawas', 'hawk', 'aawas', 'awas'], '84': ['ab', 'ad', 'ag', 'ah', 'ak'], '96': ['ab', 'ad', 'ag', 'ah', 'ak'], '12': ['ab', 'ad', 'ag', 'ah', 'ak']}",FP,FP
Pinuna rin nito ang sinasabi ni Pascua na kailangan ng P33 bilyon para mabigyan ng laptop ang lahat ng guro.,Pinuna rin nito ang sinasabi ni Pascua na kailangan ng P33 bilyon para mabigyan ng laptop ang lahat ng guro.,Pinuna rin nito ang sinasabi ni pasala na kailangan ng p25 bilyon para mabigyan ng laptop ang lahat ng guro.,"['Pascua', 'P33']","{'Pascua': ['pasa', 'pasada', 'pasala', 'pasama', 'pasara'], 'P33': ['p3', 'p', 'p25', 'p57', 'p75']}",FP,FP
"Ang inflation rate nitong Enero 2023, bagay na naging bagong pinakamabilis na pagtaas ng presyo ng bilihin sa loob ng 14 taon.","Ang inflation rate nitong Enero 2023, bagay na naging bagong pinakamabilis na pagtaas ng presyo ng bilihin sa loob ng 14 taon.","Ang inflation rate nitong Enero aaba, bagay na naging bagong pinakamabilis na pagtaas ng presyo ng bilihin sa loob ng ag taon.","['2023', '14']","{'2023': ['p25', 'p3', 'aaba', 'aag', 'aako'], '14': ['ab', 'ad', 'ag', 'ah', 'ak']}",FP,FP
"Sa kabila nito, nilinaw pa rin ni Go na-maaari itong gawin na hindi nasasaalang-alang ang mga nasa priority list ng gobyerno sa national COVID-19 vaccination program na tumutukoy sa ilang sektor bilang mga dapat na unahin tulad ng frontliners, mga mahihirap at vulnerable sectors.","Sa kabila nito, nilinaw pa rin ni Go na maaari itong gawin na hindi nasasaalang-alang ang mga nasa priority list ng gobyerno sa national COVID-19 vaccination program na tumutukoy sa ilang sektor bilang mga dapat na unahin tulad ng frontliners, mga mahihirap at vulnerable sectors.","Sa kabila nito, nilinaw pa rin ni Go na-maaari itong gawin na hindi nasasaalang-alang ang mga nasa priority list ng gobyerno sa national COVID-ag vaccination program na tumutukoy sa ilang sektor bilang mga dapat na unahin tulad ng frontliners, mga mahihirap at vulnerable sectors.",['19'],"{'19': ['ab', 'ad', 'ag', 'ah', 'ak']}",TP,FN
Siya lamang raw ang magbibigay ng marketing at technology para maisakatuparan ang plano.,Siya lamang daw ang magbibigay ng marketing at technology para maisakatuparan ang plano.,Siya lamang daw ang magbibigay ng marketing at technology para maisakatuparan ang plano.,[],{},TP,TP
"Dahil dito, sinabihan umano ng biktima na nagnanakaw ng niyog ang suspek dahilan para magtalo ang dalawa hanggang sa bumunot ng itak-ang suspek at pinagtataga sa mukha, ulo, katawan at kamay ang biktima na agarang nasawi.","Dahil dito, sinabihan umano ng biktima na nagnanakaw ng niyog ang suspek dahilan para magtalo ang dalawa hanggang sa bumunot ng itak ang suspek at pinagtataga sa mukha, ulo, katawan at kamay ang biktima na agarang nasawi.","Dahil dito, sinabihan umano ng biktima na nagnanakaw ng niyog ang suspek dahilan para magtalo ang dalawa hanggang sa bumunot ng itak-ang suspek at pinagtataga sa mukha, ulo, katawan at kamay ang biktima na agarang nasawi.",[],{},FN,FN
Sinimulan nang mag-monitor ng DOH nitong Disyembre 22.,Sinimulan nang mag-monitor ng DOH nitong Disyembre 22.,Sinimulan nang mag-monitor ng DOH nitong Disyembre ag.,['22'],"{'22': ['ab', 'ad', 'ag', 'ah', 'ak']}",FP,FP
"Inihayag rin ni Marcos na habang ang bawat Pilipino ay nagtatrabaho at nagsasakripisyo para mapakain ang kanilang mga pamilya, makatulong sa kanilang mga komunidad at makapaglingkod sa kanilang bansa, dapat aniyang ipagdiwang ang mga nasabing gawain upang maging buhay ang diwa ng pagiging makabayan.","Inihayag din ni Marcos na habang ang bawat Pilipino ay nagtatrabaho at nagsasakripisyo para mapakain ang kanilang mga pamilya, makatulong sa kanilang mga komunidad at makapaglingkod sa kanilang bansa, dapat aniyang ipagdiwang ang mga nasabing gawain upang maging buhay ang diwa ng pagiging makabayan.","Inihayag din ni Marcos na habang ang bawat Pilipino ay nagtatrabaho at nagsasakripisyo para mapakain ang kanilang mga pamilya, makatulong sa kanilang mga komunidad at makapaglingkod sa kanilang bansa, dapat aniyang ipagdiwang ang mga nasabing gawain upang maging buhay ang diwa ng pagiging makabayan.",[],{},TP,TP
"Pero biglang nahinto ang kapritso ng babae, may nagbawal sa male personality na makita siyang kasama ang girl, makasisira raw kasi yun sa career niya!","Pero biglang nahinto ang kapritso ng babae, may nagbawal sa male personality na makita siyang kasama ang girl, makasisira daw kasi yun sa career niya!","Pero biglang nahinto ang kapritso ng babae, may nagbawal sa male personality na makita siyang kasama ang girl, makasisira daw kasi yun sa career niya!",[],{},TP,TP
Sinabi ng kalihim na dapat na pangunahan ng LGUs ang pagtiyak na tumatalima ang mga mamamayan sa indoor at public transport face mask rule sa kani kanilang nasasakupan.,Sinabi ng kalihim na dapat na pangunahan ng LGUs ang pagtiyak na tumatalima ang mga mamamayan sa indoor at public transport face mask rule sa kani-kanilang nasasakupan.,Sinabi ng kalihim na dapat na pangunahan ng LGUs ang pagtiyak na tumatalima ang mga mamamayan sa indoor at public transport face mask rule sa kani kanilang nasasakupan.,[],{},FN,FN
Nag-isyu ang BRP Malapascua ng âmultiple radio challengesâ laban sa dalawang CCG vessels na may bow numbers 5304 at 5305 sa Sabina Shoal ngunit hindi hindi tumugon ang mga ito.,Nag-isyu ang BRP Malapascua ng âmultiple radio challengesâ laban sa dalawang CCG vessels na may bow numbers 5304 at 5305 sa Sabina Shoal ngunit hindi tumugon ang mga ito.,Nag-isyu ang ap malalaswa ng dmultiple radio challenged laban sa dalawang aag vessels na may bow numbers aag at p75 sa sabing Shoal ngunit hindi hindi tumugon ang mga ito.,"['BRP', 'Malapascua', 'â', 'challengesâ', 'CCG', '5304', '5305', 'Sabina']","{'BRP': ['bra', 'bro', 'ap', 'app', 'ar'], 'Malapascua': ['makapasa', 'makapasada', 'malalaswa', 'mapapasama', 'kalabasa'], 'â': ['b', 'c', 'd', 'e', 'f'], 'challengesâ': ['challenges', 'challenge', 'challenged', 'challenger', 'challange'], 'CCG': ['cc', 'mcg', 'aag', 'ace', 'act'], '5304': ['p3', 'aaba', 'aag', 'aako', 'aal'], '5305': ['p25', 'p3', 'p75', 'aaba', 'aag'], 'Sabina': ['sabila', 'sabin', 'sabing', 'sabini', 'aapina']}",TP,FN
Agad namang humingi ng saklolo sa pulisya ang driver at humingi din siya ng tawad sa pamilya ng biktima dahil hindi raw niya sinasadya ang nangyari.,Agad namang humingi ng saklolo sa pulisya ang driver at humingi rin siya ng tawad sa pamilya ng biktima dahil hindi raw niya sinasadya ang nangyari.,Agad namang humingi ng saklolo sa pulisya ang driver at humingi rin siya ng tawad sa pamilya ng biktima dahil hindi raw niya sinasadya ang nangyari.,[],{},TP,TP
"Pagdating sa mga nakumpirma na ang vaccination status, umaayon ang mga pag-aaral na nakapagbibigay ng proteksyon laban sa nakamamatay na virus ang mga bakuna.","Pagdating sa mga nakumpirma na ang vaccination status, umaayon ang mga pag-aaral na nakapagbibigay ng proteksyon laban sa nakamamatay na virus ang mga bakuna.","Pagdating sa mga nakumpirma na ang vaccination status, umaayon ang mga pag-aaral na nakapagbibigay ng proteksyon laban sa nakamamatay na virus ang mga bakuna.",[],{},TN,TN
"Matapos umamin ni Gerald, naglabas na ng mga picture si Julia na lalong nagpatunay na noon pa ang kanilang relasyon.","Matapos umamin ni Gerald, naglabas na ng mga picture si Julia na lalong nagpatunay na noon pa ang kanilang relasyon.","Matapos umamin ni Gerald, naglabas na ng mga picture si buli na lalong nagpatunay na noon pa ang kanilang relasyon.",['Julia'],"{'Julia': ['buhia', 'bula', 'buli', 'bulid', 'bulig']}",FP,FP
Hangad ng Gilas mens squad na makapasok sa quarterfinals.,Hangad ng Gilas mens squad na makapasok sa quarterfinals.,Hangad ng Gilas mens squad na makapasok sa quarterfinals.,[],{},TN,TN
