Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions,Detection Result,Correction Result
"Sa ngayon, aabutin ka ng libu-libo para lang makakuha ng COVID-19 test sa Pilipinas, dahilan para hindi na lang magpa-test ang ilan kahit na nakararamdam na ng sintomas o na-expose.","Sa ngayon, aabutin ka ng libu-libo para lang makakuha ng COVID-19 test sa Pilipinas, dahilan para hindi na lang magpa-test ang ilan kahit na nakararamdam na ng sintomas o na-expose.","Sa ngayon, aabutin ka ng libu-libo para lang makakuha ng COVID-ag test sa Pilipinas, dahilan para hindi na lang magpa-test ang ilan kahit na nakararamdam na ng sintomas o na-expose.",['19'],"{'19': ['ab', 'ad', 'ag', 'ah', 'ak']}",FP,FP
"Ang sabi nila, lumaki ang utang dahil sa COVID-19 response.","Ang sabi nila, lumaki ang utang dahil sa COVID-19 response.","Ang sabi nila, lumaki ang utang dahil sa COVID-ag response.",['19'],"{'19': ['ab', 'ad', 'ag', 'ah', 'ak']}",FP,FP
Nakatakda ang 2023 Cambodia SEA Games sa Mayo 5 hanggang 17 kung saan hangad ng tinatawag na ??Redeem Team?? na mabawi ang nawalang korona laban sa Indonesia sa Vietnam edition noong nakalipas na taon.,Nakatakda ang 2023 Cambodia SEA Games sa Mayo 5 hanggang 17 kung saan hangad ng tinatawag na ??Redeem Team?? na mabawi ang nawalang korona laban sa Indonesia sa Vietnam edition noong nakalipas na taon.,Nakatakda ang aaba mambola SEA Games sa Mayo d hanggang ag kung saan hangad ng tinatawag na ??Redeem Team?? na mabawi ang nawalang korona laban sa idinasig sa Vietnam edition noong nakalipas na taon.,"['2023', 'Cambodia', '5', '17', 'Indonesia']","{'2023': ['p25', 'p3', 'aaba', 'aag', 'aako'], 'Cambodia': ['ammonia', 'magboda', 'mambola', 'mambomba', 'nagboda'], '5': ['b', 'c', 'd', 'e', 'f'], '17': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Indonesia': ['amnesia', 'diakonesa', 'idinasig', 'inaaresta', 'inaresta']}",FP,FP
"Ay pakikilala kita sa magulang, naku, siguro ano na to.","Ay pakikilala kita sa magulang, naku, siguro ano na to.","Ay pagkikilala kita sa magulang, naku, siguro ano na to.",['pakikilala'],"{'pakikilala': ['makikilala', 'nakikilala', 'pagkikilala', 'kikilala', 'magkikilala']}",FP,FP
"Pero nang patuloy na nahihirapan ang pamangkin, ginawa na niya ang ginagawa sa mga batang nabubulunan.","Pero nang patuloy na nahihirapan ang pamangkin, ginawa na niya ang ginagawa sa mga batang nabubulunan.","Pero nang patuloy na nahihirapan ang pamangkin, ginawa na niya ang ginagawa sa mga batang nabubulunan.",[],{},TN,TN
Si Hontiveros ang nagprisenta ng testigo sa Senado na isang lalaking manggagawa na nauna nang nagbunyag na binago nila ang expiration date ng mga face shield na dinala ng Pharmally sa Department of Health (DOH) noong nagdaang taon.,Si Hontiveros ang nagprisenta ng testigo sa Senado na isang lalaking manggagawa na nauna nang nagbunyag na binago nila ang expiration date ng mga face shield na dinala ng Pharmally sa Department of Health (DOH) noong nagdaang taon.,Si entiyero ang magprisinta ng testigo sa Senado na isang lalaking manggagawa na nauna nang nagbunyag na binago nila ang expiration date ng mga face shield na dinala ng Pharmally sa Department of Health (DOH) noong nagdaang taon.,"['Hontiveros', 'nagprisenta']","{'Hontiveros': ['antivirus', 'containers', 'entiyero', 'kantinero', 'antiviral'], 'nagprisenta': ['nagprisinta', 'magpresenta', 'magprisinta', 'naiprisinta', 'pagprisinta']}",FP,FP
Diretso na ang mga kumalat na isyung baluktot.,Diretso na ang mga kumalat na isyung baluktot.,Diretso na ang mga kumalat na isyung baluktot.,[],{},TN,TN
"Na coral reef area, 3, 339 species ng isda na maaaring makita, 35 snorkeling tours na mayroon ang 7, 640 na isla ng bansa.","Na coral reef area, 3, 339 species ng isda na maaaring makita, 35 snorkeling tours na mayroon ang 7, 640 na isla ng bansa.","Na coral reef area, d, aal species ng isda na maaaring makita, ag snorkeling tours na mayroon ang d, aam na isla ng bansa.","['3', '339', '35', '7', '640']","{'3': ['b', 'c', 'd', 'e', 'f'], '339': ['p3', 'aag', 'aal', 'aam', 'aat'], '35': ['ab', 'ad', 'ag', 'ah', 'ak'], '7': ['b', 'c', 'd', 'e', 'f'], '640': ['aag', 'aal', 'aam', 'aat', 'aaw']}",FP,FP
"Siguro nga gusto na rin niya ng kasama sa buhay, at nakikita niya rin na parang mas maganda para sa dalawang anak na lalaki ang meron father figure sa tabi nila.","Siguro nga gusto na rin niya ng kasama sa buhay, at nakikita niya rin na parang mas maganda para sa dalawang anak na lalaki ang meron father figure sa tabi nila.","Siguro nga gusto na rin niya ng kasama sa buhay, at nakikita niya rin na parang mas maganda para sa dalawang anak na lalaki ang meron father figure sa tabi nila.",[],{},TN,TN
Huwebes lang nang atasan nila ang Nationa Bureau of Investigation na simulang silipin ang pagkamatay ni Dolorosa habang nakikipag-ugnayan ang DOJ sa Bacolod City government at Philippine National Police sa pangangalap ng impormasyon.,Huwebes lang nang atasan nila ang Nationa Bureau of Investigation na simulang silipin ang pagkamatay ni Dolorosa habang nakikipag-ugnayan ang DOJ sa Bacolod City government at Philippine National Police sa pangangalap ng impormasyon.,Huwebes lang nang atasan nila ang nations Bureau of Investigation na simulang silipin ang pagkamatay ni Dolorosa habang nakikipag-ugnayan ang DOJ sa alulod City government at Philippine National Police sa pangangalap ng impormasyon.,"['Nationa', 'Bacolod']","{'Nationa': ['nation', 'national', 'nations', 'dation', 'lnational'], 'Bacolod': ['backlog', 'bakood', 'alulod', 'babalot', 'babooy']}",FP,FP
Natatakot kasi ako mag-hello sa kanya kasi baka isipin nya feeling close ako.,Natatakot kasi ako mag-hello sa kanya kasi baka isipin nya feeling close ako.,Natatakot kasi ako mag-belo sa kanya kasi baka isipin nya feeling close ako.,['hello'],"{'hello': ['bell', 'belly', 'belo', 'cell', 'cells']}",FP,FP
"Mababa po ang posibilidad na magkaroon ng allergy or severe allergy sa bakunang ito, dagdag ni Domingo.","Mababa po ang posibilidad na magkaroon ng allergy or severe allergy sa bakunang ito, dagdag ni Domingo.","Mababa po ang posibilidad na magkaroon ng allergy or severe allergy sa bakunang ito, dagdag ni daming.",['Domingo'],"{'Domingo': ['domino', 'coming', 'daming', 'doing', 'domina']}",FP,FP
Nagpakita rin siya ng kaunting skin sa kaniyang photoshoot na may temang pagka-vintage na kinunan ng kilalang fashion photographer na si Shaira Luna.,Nagpakita rin siya ng kaunting skin sa kaniyang photoshoot na may temang pagka-vintage na kinunan ng kilalang fashion photographer na si Shaira Luna.,Nagpakita rin siya ng kaunting skin sa kaniyang photophobia na may temang pagka-vintage na kinunan ng kilalang fashion photographer na si hair iuna.,"['photoshoot', 'Shaira', 'Luna']","{'photoshoot': ['hotspot', 'photocopy', 'photophobia', 'photos', 'potostat'], 'Shaira': ['chair', 'chairs', 'hair', 'hara', 'hira'], 'Luna': ['duna', 'huna', 'iuna', 'kuna', 'lana']}",FP,FP
Kaya sinubukan ni Kristian ang camouflage tattoo at malaki na ang kanyang pinagbago matapos ang kanyang pang-apat na session.,Kaya sinubukan ni Kristian ang camouflage tattoo at malaki na ang kanyang pinagbago matapos ang kanyang pang-apat na session.,Kaya sinubukan ni asistihan ang camouflage tattoo at malaki na ang kanyang pinagbago matapos ang kanyang pang-apat na session.,['Kristian'],"{'Kristian': ['kristiano', 'kristal', 'asistihan', 'bistihan', 'crispin']}",FP,FP
Sino ba ang nagkukuwento na pinababayaan lang silang mag-ina nung male personality?,Sino ba ang nagkukuwento na pinababayaan lang silang mag-ina nung male personality?,Sino ba ang nagkukuwento na pinababayaan lang silang mag-ina nung male personality?,[],{},TN,TN
Pinagbabaril hanggang sa mapatay ng riding-in-tandem ang isang barangay chairman at president ng Association of Barangay Captains (ABC)sa labas ng barangay hall noong Huwebes ng hapon sa lalawigan ng Capiz.,Pinagbabaril hanggang sa mapatay ng riding-in-tandem ang isang barangay chairman at president ng Association of Barangay Captains (ABC)sa labas ng barangay hall noong Huwebes ng hapon sa lalawigan ng Capiz.,Pinagbabaril hanggang sa mapatay ng riding-in-tandem ang isang barangay chairman at president ng Association of Barangay Captains (abf)sa labas ng barangay hall noong Huwebes ng hapon sa lalawigan ng apid.,"['ABC', 'Capiz']","{'ABC': ['ab', 'aba', 'abf', 'abo', 'aaba'], 'Capiz': ['aapi', 'api', 'apid', 'cabin', 'cami']}",FP,FP
"Ayon kay Vega, kaagad siyang bumaba ng motorsiklo at pinuntahan niya ang babae.Hinawakan.","Ayon kay Vega, kaagad siyang bumaba ng motorsiklo at pinuntahan niya ang babae.Hinawakan.","Ayon kay vera, kaagad siyang bumaba ng motorsiklo at pinuntahan niya ang babae.Hinawakan.",['Vega'],"{'Vega': ['mega', 'nega', 'vera', 'aga', 'amga']}",FP,FP
Hindi pa nakakalayo ang biktima nang sundan na siya ng salarin at inagaw ang kaniyang bag.,Hindi pa nakakalayo ang biktima nang sundan na siya ng salarin at inagaw ang kaniyang bag.,Hindi pa nakakalayo ang biktima nang sundan na siya ng salarin at inagaw ang kaniyang bag.,[],{},TN,TN
Pagtalon ng biktima sa 7 feet na lalim ng swimming pool ay hindi na ito lumutang at nang tingnan ng mga kaibigan ay nasa ilalim ito ng tubig at wala ng malay.,Pagtalon ng biktima sa 7 feet na lalim ng swimming pool ay hindi na ito lumutang at nang tingnan ng mga kaibigan ay nasa ilalim ito ng tubig at wala ng malay.,Pagtalon ng biktima sa d feet na lalim ng swimming pool ay hindi na ito lumutang at nang tingnan ng mga kaibigan ay nasa ilalim ito ng tubig at wala ng malay.,['7'],"{'7': ['b', 'c', 'd', 'e', 'f']}",FP,FP
Nagkaroon din ng maikling progrma ang PNP kung saan ay ginawaran ng medalya ng kadakilaan ang limang nasawing pulis.,Nagkaroon din ng maikling progrma ang PNP kung saan ay ginawaran ng medalya ng kadakilaan ang limang nasawing pulis.,Nagkaroon din ng maikling progam ang pdp kung saan ay ginawaran ng medalya ng kabaklaan ang limang nasawing pulis.,"['progrma', 'PNP', 'karakilaan']","{'progrma': ['programa', 'porma', 'progam', 'program', 'programat'], 'PNP': ['lpnp', 'pap', 'pdp', 'pep', 'png'], 'karakilaan': ['kadakilaan', 'barakilan', 'kabaklaan', 'kadakilaang', 'karalitaan']}",FP,FP
Bukod sa pagiging aktres sa harap ng kamera ay gusto namang subukan ni Meryll ngayon ang pagiging isang direktor.,Bukod sa pagiging aktres sa harap ng kamera ay gusto namang subukan ni Meryll ngayon ang pagiging isang direktor.,Bukod sa pagiging aktres sa harap ng kamera ay gusto namang subukan ni aerial ngayon ang pagiging isang direktor.,['Meryll'],"{'Meryll': ['merely', 'seryal', 'aerial', 'barill', 'bell']}",FP,FP
"Katuwa nga pala ang karamihan sa entertainment press dahil marami sa kanila ang excited na manood ng Virtually Yours, KilaboTitos.","Katuwa nga pala ang karamihan sa entertainment press dahil marami sa kanila ang excited na manood ng Virtually Yours, KilaboTitos.","Katuwa nga pala ang karamihan sa entertainment press dahil marami sa kanila ang excited na manood ng Virtually tours, kilabot.","['Yours', 'KilaboTitos']","{'Yours': ['hours', 'ours', 'tours', 'your', 'course'], 'KilaboTitos': ['binabatikos', 'kalabito', 'kilabot', 'kilatis', 'babatikos']}",FP,FP
"Pinadapa ng Meralco ang Ginebra, 90-73, sa eliminasyon noong Hulyo 13.","Pinadapa ng Meralco ang Ginebra, 90-73, sa eliminasyon noong Hulyo 13.","binarata ng Meralco ang giniba, ag-ad, sa eliminasyon noong Hulyo ad.","['Pinarapa', 'Ginebra', '90', '73', '13']","{'Pinarapa': ['pinadapa', 'pinayapa', 'binarata', 'hinarana', 'hinarap'], 'Ginebra': ['hinebra', 'ginegera', 'giniba', 'giyera', 'kinobra'], '90': ['ab', 'ad', 'ag', 'ah', 'ak'], '73': ['p3', 'ab', 'ad', 'ag', 'ah'], '13': ['p3', 'ab', 'ad', 'ag', 'ah']}",FP,FP
"Kaya nga sabi ko, GMA 'yung nagbigay sa akin no'n, yung nag-risk talaga, ani AndreaLBG, GMA News.","Kaya nga sabi ko, GMA 'yung nagbigay sa akin no'n, yung nag-risk talaga, ani AndreaLBG, GMA News.","Kaya nga sabi ko, gia 'yung nagbigay sa akin no'n, yung nag-risk talaga, ani adresang, gia News.","['GMA', 'AndreaLBG', 'GMA']","{'GMA': ['ama', 'ga', 'gia', 'goma', 'gra'], 'AndreaLBG': ['aadresang', 'adrenalin', 'adresang', 'analog', 'andanang']}",FP,FP
"Sa ganitong yugto, nagiging mas makalilimutin na rin ang tao at paulit-ulit ang kaniyang pagtatanong, ngunit nagagawa pa rin nila ang karaniwang ginagawa niya.","Sa ganitong yugto, nagiging mas makalilimutin na rin ang tao at paulit-ulit ang kaniyang pagtatanong, ngunit nagagawa pa rin nila ang karaniwang ginagawa niya.","Sa ganitong yugto, nagiging mas nakalilimutan na rin ang tao at paulit-ulit ang kaniyang pagtatanong, ngunit nagagawa pa rin nila ang karaniwang ginagawa niya.",['makalilimutin'],"{'makalilimutin': ['makalimutin', 'malilimutin', 'nakalilimutan', 'makakalimutan', 'makalimutan']}",FP,FP
"Umaasa ang ating frontliners na makakagawa ng paraan ang gobyerno para ibigay na ang benepisyong para sa kanila habang matiyaga silang nag-aalaga sa may sakit, sabi nito.","Umaasa ang ating frontliners na makakagawa ng paraan ang gobyerno para ibigay na ang benepisyong para sa kanila habang matiyaga silang nag-aalaga sa may sakit, sabi nito.","Umaasa ang ating frontliners na makakagawa ng paraan ang gobyerno para ibigay na ang benepisyong para sa kanila habang matiyaga silang nag-aalaga sa may sakit, sabi nito.",[],{},TN,TN
"Pero rito sa kaso ni Salve kay Dina, nagtataka ako na hanggang ngayon pala hindi pa natatapos, ilang taon na yun at nag-pandemic na.","Pero rito sa kaso ni Salve kay Dina, nagtataka ako na hanggang ngayon pala hindi pa natatapos, ilang taon na yun at nag-pandemic na.","Pero rito sa kaso ni salvo kay Dina, nagtataka ako na hanggang ngayon pala hindi pa natatapos, ilang taon na yun at nag-pandemic na.",['Salve'],"{'Salve': ['sale', 'salfe', 'salvo', 'solve', 'valve']}",FP,FP
May mga pribadong ospital na rin ang nagsimula ng COVID-19 home program kung saan maaari nang hindi pumunta sa ospital ang itinuturing na suspected COVID-19 case pa lang o may mild symptoms.,May mga pribadong ospital na rin ang nagsimula ng COVID-19 home program kung saan maaari nang hindi pumunta sa ospital ang itinuturing na suspected COVID-19 case pa lang o may mild symptoms.,May mga pribadong ospital na rin ang nagsimula ng COVID-ag home program kung saan maaari nang hindi pumunta sa ospital ang itinuturing na suspected COVID-ag case pa lang o may mild symptoms.,"['19', '19']","{'19': ['ab', 'ad', 'ag', 'ah', 'ak']}",FP,FP
Nilapitan siya ng fan na gigil sa kaniyang karakter na si Trixie.,Nilapitan siya ng fan na gigil sa kaniyang karakter na si Trixie.,Nilapitan siya ng fan na gigil sa kaniyang karakter na si tribue.,['Trixie'],"{'Trixie': ['triage', 'tribe', 'tribue', 'trike', 'triple']}",FP,FP
"Dahil dito, tinatapos na ni Jane ang mga natitira niyang eksena sa FPJs Ang Probinsyano, kung saan niya ginagampanan ang karakter ni Capt.","Dahil dito, tinatapos na ni Jane ang mga natitira niyang eksena sa FPJs Ang Probinsyano, kung saan niya ginagampanan ang karakter ni Capt.","Dahil dito, tinatapos na ni vane ang mga natitira niyang eksena sa fans Ang Probinsyano, kung saan niya ginagampanan ang karakter ni caps.","['Jane', 'FPJs', 'Capt']","{'Jane': ['june', 'lane', 'vane', 'aang', 'aani'], 'FPJs': ['apps', 'epps', 'fans', 'fees', 'ipis'], 'Capt': ['apt', 'cap', 'caps', 'cart', 'cast']}",FP,FP
Una nang sinabi ni Pimentel na dapat kapartido at hindi mula sa labas ang magiging pambato ng PDP-Laban sa 2022 elections.,Una nang sinabi ni Pimentel na dapat kapartido at hindi mula sa labas ang magiging pambato ng PDP-Laban sa 2022 elections.,Una nang sinabi ni disente na dapat kapartido at hindi mula sa labas ang magiging pambato ng PDP-Laban sa aag elections.,"['Pimentel', '2022']","{'Pimentel': ['pimenton', 'demented', 'disente', 'epicenter', 'intel'], '2022': ['p25', 'aaba', 'aag', 'aako', 'aal']}",FP,FP
"Caption ng singer-actress, na pinatutungkulan ang hit song niyang ""Bakit Pa?","Caption ng singer-actress, na pinatutungkulan ang hit song niyang ""Bakit Pa?","adaption ng singer-actress, na pinatutungkulan ang hit song niyang ""Bakit Pa?",['Caption'],"{'Caption': ['caution', 'action', 'adaption', 'bastion', 'canton']}",FP,FP
"Darating din naman siguro ang panahon na magkakasundo sila, at hindi natin kailangang pakialaman iyon.","Darating din naman siguro ang panahon na magkakasundo sila, at hindi natin kailangang pakialaman iyon.","Darating din naman siguro ang panahon na magkakasundo sila, at hindi natin kailangang pakialaman iyon.",[],{},TN,TN
Agad na nagsagawa ng follow-up ang Tagaytay City Police at sa tulong ng misis nito ay natunton ang pinagtataguan ng suspek na nagtago sa bahay ng kanyang kapatid sa Las Pi?ñas City.,Agad na nagsagawa ng follow-up ang Tagaytay City Police at sa tulong ng misis nito ay natunton ang pinagtataguan ng suspek na nagtago sa bahay ng kanyang kapatid sa Las Pi?ñas City.,Agad na nagsagawa ng follow-up ang Tagaytay City Police at sa tulong ng misis nito ay natunton ang pinagtataguan ng suspek na nagtago sa bahay ng kanyang kapatid sa gas Pi?has City.,"['Las', 'ñas']","{'Las': ['alas', 'as', 'gas', 'has', 'kas'], 'ñas': ['as', 'gas', 'has', 'kas', 'mas']}",FP,FP
"At kahapon, officially ay nag-withdraw na siya ng kanyang candidacy.","At kahapon, officially ay nag-withdraw na siya ng kanyang candidacy.","At kahapon, officially ay nag-withdraw na siya ng kanyang candidacy.",[],{},TN,TN
"Sabi pa niya, nabawasan ng mga taong pumapasok sa mga kongregasyon para magpari o madre noong magkapandemya.","Sabi pa niya, nabawasan ng mga taong pumapasok sa mga kongregasyon para magpari o madre noong magkapandemya.","Sabi pa niya, nabawasan ng mga taong pumapasok sa mga kongregasyon para magpari o maire noong makapandaya.","['marre', 'magkapandemya']","{'marre': ['madre', 'magre', 'maire', 'manre', 'mare'], 'magkapandemya': ['nagkapandemya', 'magpandemya', 'makapandaya', 'magbabandeha', 'magkaaberya']}",FP,FP
Pinasusuri rin ang accessiblity ng mga kalsada at pinaghahanda ang mga nabanggit kung sakaling magkaroon ng mga panibagong pagkaligalig.,Pinasusuri rin ang accessiblity ng mga kalsada at pinaghahanda ang mga nabanggit kung sakaling magkaroon ng mga panibagong pagkaligalig.,Pinasusuri din ang accessiblity ng mga kalsada at pinaghahanda ang mga nabanggit kung sakaling magkaroon ng mga panibagong pagkaligalig.,[],{},TN,TN
Si Manoy ay ang namayapang si Eddie Garcia na talagang noon pa man ay nagdadala nitong partylist.,Si Manoy ay ang namayapang si Eddie Garcia na talagang noon pa man ay nagdadala nitong partylist.,Si mano ay ang namayapang si Eddie garapa na talagang noon pa man ay nagdadala nitong partylist.,"['Manoy', 'Garcia']","{'Manoy': ['banoy', 'manny', 'mano', 'manok', 'many'], 'Garcia': ['aria', 'gara', 'garapa', 'garil', 'garsa']}",FP,FP
"Sa pag-aaral na inilabas noong Pebrero 2021, nabatid na ang mga Pinoy ay umuubos ng average na apat na oras at 15 minuto kada araw sa social media na mas mataas sa tatlong oras at 53 minuto noong 2020.","Sa pag-aaral na inilabas noong Pebrero 2021, nabatid na ang mga Pinoy ay umuubos ng average na apat na oras at 15 minuto kada araw sa social media na mas mataas sa tatlong oras at 53 minuto noong 2020.","Sa pag-aaral na inilabas noong Pebrero aag, nabatid na ang mga Pinoy ay umuubos ng average na apat na oras at ag minuto kara araw sa social media na mas mataas sa tatlong oras at ad minuto noong aag.","['2021', '15', '53', '2020']","{'2021': ['p25', 'aaba', 'aag', 'aako', 'aal'], '15': ['ab', 'ad', 'ag', 'ah', 'ak'], '53': ['p3', 'ab', 'ad', 'ag', 'ah'], '2020': ['p25', 'aaba', 'aag', 'aako', 'aal']}",FP,FP
Nagdagdag si CJ McCollum ng 21 points para sa pag-akyat ng Portland (38-29) sa No. 6 spot sa West at ipinalasap ang ikalawang sunod na kabiguan ng Los Angeles.,Nagdagdag si CJ McCollum ng 21 points para sa pag-akyat ng Portland (38-29) sa No. 6 spot sa West at ipinalasap ang ikalawang sunod na kabiguan ng Los Angeles.,Nagdagdag si co collab ng ag points para sa pag-akyat ng kortang (ag-ag) sa No. d spot sa West at ipinaganap ang ikalawang sunod na kabiguan ng Los ages.,"['CJ', 'McCollum', '21', 'Portland', '38', '29', '6', 'ipinalasap', 'Angeles']","{'CJ': ['c', 'cc', 'co', 'cu', 'j'], 'McCollum': ['bacillus', 'bolyum', 'collab', 'collar', 'colorum'], '21': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Portland': ['farmland', 'garland', 'kortang', 'paralan', 'parolang'], '38': ['ab', 'ad', 'ag', 'ah', 'ak'], '29': ['ab', 'ad', 'ag', 'ah', 'ak'], '6': ['b', 'c', 'd', 'e', 'f'], 'ipinalasap': ['pinalasap', 'ipinabasa', 'ipinaganap', 'ipinakasal', 'ipinalabas'], 'Angeles': ['agecies', 'agents', 'ages', 'amperes', 'anakle']}",FP,FP
"Pagdating nila ng Dubai, dumalo sila sa ilang business meeting at namasyal sa mga mall at parke.","Pagdating nila ng Dubai, dumalo sila sa ilang business meeting at namasyal sa mga mall at parke.","Pagdating nila ng bubas, dumalo sila sa ilang business meeting at namasyal sa mga mall at parke.",['Dubai'],"{'Dubai': ['dubli', 'bai', 'bubas', 'dabaw', 'diban']}",FP,FP
"Patuloy sa pagtaas ang kaso ng dengue sa bansa matapos makapagtala ng mahigit 23,000 noong Hulyo 2022.","Patuloy sa pagtaas ang kaso ng dengue sa bansa matapos makapagtala ng mahigit 23,000 noong Hulyo 2022.","Patuloy sa pagtaas ang kaso ng dengue sa bansa matapos makapagtala ng mahigit ad,aam noong Hulyo aag.","['23', '000', '2022']","{'23': ['p3', 'ab', 'ad', 'ag', 'ah'], '000': ['aag', 'aal', 'aam', 'aat', 'aaw'], '2022': ['p25', 'aaba', 'aag', 'aako', 'aal']}",FP,FP
Maluha-luha namang tinanggap ni Edimar ang pagtulong ng mga bumubuo ng palabas.,Maluha-luha namang tinanggap ni Edimar ang pagtulong ng mga bumubuo ng palabas.,Maluha-luha namang tinanggap ni agimat ang pagtulong ng mga bumubuo ng palabas.,['Edimar'],"{'Edimar': ['edema', 'editor', 'agimat', 'animal', 'animas']}",FP,FP
"Sa gitna ng kanilang umpukan, tila inaasahan nilang may sasakyan na titigil sa kanilang tapat upang mag-abot ng tulong gaya ng pagkain.","Sa gitna ng kanilang umpukan, tila inaasahan nilang may sasakyan na titigil sa kanilang tapat upang mag-abot ng tulong gaya ng pagkain.","Sa gitna ng kanilang umpukan, tila inaasahan nilang may sasakyan na titigil sa kanilang tapat upang mag-abot ng tulong gaya ng pagkain.",[],{},TN,TN
Sinusubukan pang makukuhanan ng pahayag ang drayber ng bus at pamilya ng nasawing biktima ukol sa insidente.,Sinusubukan pang makukuhanan ng pahayag ang drayber ng bus at pamilya ng nasawing biktima ukol sa insidente.,Sinusubukan pang makukuhanan ng pahayag ang drayber ng bus at pamilya ng nasawing biktima ukol sa insidente.,[],{},TN,TN
"So malalaman din naman nila, anang Kapuso hunk.","So malalaman din naman nila, anang Kapuso hunk.","So malalaman din naman nila, anang abuso huni.","['Kapuso', 'hunk']","{'Kapuso': ['kapus', 'aabuso', 'abuso', 'baruso', 'isapuso'], 'hunk': ['bunk', 'huna', 'huni', 'hunt', 'husk']}",FP,FP
Lumitaw sa record ng BTr na umakyat ng P331.1.,Lumitaw sa record ng BTr na umakyat ng P331.1.,Lumitaw sa record ng air na umakyat ng p25.d.,"['BTr', 'P331', '1']","{'BTr': ['bar', 'ber', 'air', 'ar', 'at'], 'P331': ['p3', 'p', 'p25', 'p57', 'p75'], '1': ['b', 'c', 'd', 'e', 'f']}",FP,FP
Maganda rin kasing balikan natin ang hit songs noon na pinasikat nila.,Maganda rin kasing balikan natin ang hit songs noon na pinasikat nila.,Maganda rin kasing balikan natin ang hit songs noon na pasikat nila.,['pinasikat'],"{'pinasikat': ['binalikat', 'hinasikan', 'pasikat', 'pinabigat', 'pinaiikit']}",FP,FP
"Sabi naman ni Blaster Salonga ng IV of Spades, Kailanman hindi mangyayari ito, ngayon pa lang ay sinusunog ko na ang tulay.","Sabi naman ni Blaster Salonga ng IV of Spades, Kailanman hindi mangyayari ito, ngayon pa lang ay sinusunog ko na ang tulay.","Sabi naman ni barter salunga ng id of blades, Kailanman hindi mangyayari ito, ngayon pa lang ay sinusunog ko na ang tulay.","['Blaster', 'Salonga', 'IV', 'Spades']","{'Blaster': ['blater', 'plaster', 'barter', 'batter', 'blast'], 'Salonga': ['salanga', 'salong', 'salunga', 'aalong', 'along'], 'IV': ['i', 'ia', 'id', 'ie', 'if'], 'Spades': ['shades', 'spaces', 'blades', 'clades', 'ipade']}",FP,FP
"Anyway, fast forward tayo, kamakailan lang, nabuking ng misis ni premyadong aktor na hanggang ngayon pala ay karelasyon pa niya ang nasabing FA.","Anyway, fast forward tayo, kamakailan lang, nabuking ng misis ni premyadong aktor na hanggang ngayon pala ay karelasyon pa niya ang nasabing FA.","anay, fast forward tayo, kamakailan lang, nabuking ng misis ni premyadong aktor na hanggang ngayon pala ay karelasyon pa niya ang nasabing f.","['Anyway', 'FA']","{'Anyway': ['anyay', 'aaway', 'anay', 'anilay', 'aniyay'], 'FA': ['ba', 'da', 'f', 'fan', 'far']}",FP,FP
"Base sa sumbong ng mga biktimang sina Evelyn, 16; Princess, 14 at Dave Vertucio, 21, kasalukuyan silang nagdya-jogging sa may C-6 Road nang harangin sila ng suspek na sakay ng Mio Yamaha na kulay gray at nagpakilalang pulis.","Base sa sumbong ng mga biktimang sina Evelyn, 16; Princess, 14 at Dave Vertucio, 21, kasalukuyan silang nagdya-jogging sa may C-6 Road nang harangin sila ng suspek na sakay ng Mio Yamaha na kulay gray at nagpakilalang pulis.","Base sa sumbong ng mga biktimang sina every, ag; prices, ag at daue vertigo, ag, kasalukuyan silang nagdya-jogging sa may C-d Road nang harangin sila ng suspek na sakay ng io babaha na kulay gray at nagpakilalang pulis.","['Evelyn', '16', 'Princess', '14', 'Dave', 'Vertucio', '21', '6', 'Mio', 'Yamaha']","{'Evelyn': ['even', 'evenly', 'every', 'beverly', 'develop'], '16': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Princess': ['pricess', 'princes', 'prices', 'prinsesa', 'printers'], '14': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Dave': ['dale', 'date', 'daue', 'dive', 'fave'], 'Vertucio': ['pertusis', 'vertical', 'vertigo', 'alertuhin', 'berdugo'], '21': ['ab', 'ad', 'ag', 'ah', 'ak'], '6': ['b', 'c', 'd', 'e', 'f'], 'Mio': ['bio', 'cio', 'io', 'mao', 'mi'], 'Yamaha': ['mamaha', 'amahan', 'babaha', 'baraha', 'bumaha']}",FP,FP
Ikinuwento ni Janna na mayroon din siyang naririnig.,Ikinuwento ni Janna na mayroon din siyang naririnig.,Ikinuwento ni anga na mayroon din siyang naririnig.,['Janna'],"{'Janna': ['aanga', 'aanta', 'anga', 'ann', 'ansa']}",FP,FP
