Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions
"Hindi ??yun pumasa sa panlasa ni Gretchen, muli niyang hinalukay sa baul ng alaala ang pangalan ng isang negosyanteng sinisingil nang bilyon ng BIR pero tinulungan ni Kris na mapababa ang babayaran sa termino ng kanyang kuya, ganu??n daw ba ang may pagmamahal at malasakit sa ating bayan?","Hindi ??yun pumasa sa panlasa ni Gretchen, muli niyang hinalukay sa baul ng alaala ang pangalan ng isang negosyanteng sinisingil nang bilyon ng BIR pero tinulungan ni Kris na mapababa ang babayaran sa termino ng kanyang kuya, ganu??n daw ba ang may pagmamahal at malasakit sa ating bayan?","Hindi ??yun pumasa sa panlasa ni fetched, muli niyang hinalukay sa baul ng alaala ang pangalan ng isang negosyanteng sinisingil nang bilyon ng ber pero tinulungan ni Kris na mapababa ang babayaran sa termino ng kanyang kuya, gana??n daw ba ang may pagmamahal at malasakit sa ating bayan?","['Gretchen', 'BIR', 'ganu']","{'Gretchen': ['breacher', 'breaches', 'fetched', 'glitches', 'green'], 'BIR': ['air', 'bar', 'ber', 'bi', 'bia'], 'ganu': ['anu', 'gan', 'gana', 'gang', 'ganun']}"
Bong pagkatapos niyang mahatid ang kotseng napanalunan ng babaeng taga-Imus.,Bong pagkatapos niyang mahatid ang kotseng napanalunan ng babaeng taga-Imus.,Bong pagkatapos niyang mahati ang kotseng napanalunan ng babaeng taga-Imus.,['mahatid'],"{'mahatid': ['mabatid', 'maghatid', 'mahati', 'maihatid', 'mapatid']}"
"Kaugnay nito, binatikos naman ni Department of the Interior and Local Government Undersecretary (DILG) Jonathan Malaya ang platform at sinabing nakakaalarma ito, kung hindi delikado.","Kaugnay nito, binatikos naman ni Department of the Interior and Local Government Undersecretary (DILG) Jonathan Malaya ang platform at sinabing nakakaalarma ito, kung hindi delikado.","Kaugnay nito, binatikos naman ni Department of the Interior and Local Government Undersecretary (DILG) botahan Malaya ang platform at sinabing nakakaalarma ito, kung hindi delikado.",['Jonathan'],"{'Jonathan': ['banatan', 'binataan', 'botahan', 'dinalhan', 'dinatnan']}"
"Maliban pa rito, wala na siyang ibang ibinigay na detalye sa nangyari o kung may kakasuhan ba siya kaugnay nito.","Maliban pa rito, wala na siyang ibang ibinigay na detalye sa nangyari o kung may kakasuhan ba siya kaugnay nito.","Maliban pa rito, wala na siyang ibang ibinigay na detalye sa nangyari o kung may kakasuhan ba siya kaugnay nito.",[],{}
"Sabi nga ng mga nakakausap namin, ang tingin daw sa mikropono ng tatay ng Maynila ay baril, putok siya nang putok nang walang direksiyon sa kanyang mga litanya.","Sabi nga ng mga nakakausap namin, ang tingin daw sa mikropono ng tatay ng Maynila ay baril, putok siya nang putok nang walang direksiyon sa kanyang mga litanya.","Sabi nga ng mga nakakausap namin, ang tingin daw sa mikropono ng tatay ng Maynila ay baril, putok siya nang putok nang walang direksiyon sa kanyang mga hitana.",['litanya'],"{'litanya': ['litania', 'britanya', 'hitana', 'itanda', 'itaya']}"
"Wow, pati sa anak terno sila dahil dalawa rin ang anak ni Kris na lalaki.","Wow, pati sa anak terno sila dahil dalawa rin ang anak ni Kris na lalaki.","Wow, pati sa anak terno sila dahil dalawa rin ang anak ni Kris na lalaki.",[],{}
"Ulysses Cruz, dakong alas-5 ng hapon nang magsagawa ang mga operatiba ng DDEU ng operasyon sa Riverside St.","Ulysses Cruz, dakong alas-5 ng hapon nang magsagawa ang mga operatiba ng DDEU ng operasyon sa Riverside St.","losses Cruz, dakong alas-d ng hapon nang magsagawa ang mga operatiba ng de ng operasyon sa diverse St.","['Ulysses', '5', 'DDEU', 'Riverside']","{'Ulysses': ['alyases', 'classes', 'losses', 'aliases', 'blessed'], '5': ['b', 'c', 'd', 'e', 'f'], 'DDEU': ['added', 'datu', 'de', 'debu', 'ded'], 'Riverside': ['airside', 'dineside', 'diverse', 'diversion', 'diversity']}"
"Ayon sa manager ng Kapamilya actress na si Ogie Diaz, naniniwala siya na very much together pa rin ang LizQuen at matagal nang magkaibigan ang dalaga at si James.","Ayon sa manager ng Kapamilya actress na si Ogie Diaz, naniniwala siya na very much together pa rin ang LizQuen at matagal nang magkaibigan ang dalaga at si James.","Ayon sa manager ng Kapamilya actress na si agit biak, naniniwala siya na very much together pa rin ang likuan at matagal nang magkaibigan ang dalaga at si James.","['Ogie', 'Diaz', 'LizQuen']","{'Ogie': ['age', 'agik', 'agit', 'agiw', 'die'], 'Diaz': ['dial', 'bia', 'biak', 'bias', 'cial'], 'LizQuen': ['lacquer', 'likmuan', 'likuan', 'linemen', 'linen']}"
Nililinis na lang sa editing ang music na ginamit niyang pampaiyak!,Nililinis na lang sa editing ang music na ginamit niyang pampaiyak!,Nililinis na lang sa editing ang music na ginamit niyang nagpaiyak!,['pampaiyak'],"{'pampaiyak': ['magpaiyak', 'mapaiyak', 'nagpaiyak', 'napaiyak', 'pagpadyak']}"
Inakala umano ng caretaker na si Willie Plasige na bote lang ang laman ng sako.,Inakala umano ng caretaker na si Willie Plasige na bote lang ang laman ng sako.,Inakala umano ng caretaker na si will alige na bote lang ang laman ng sako.,"['Willie', 'Plasige']","{'Willie': ['wildlife', 'wili', 'will', 'willing', 'airline'], 'Plasige': ['pasig', 'aasign', 'alige', 'aside', 'basig']}"
Opisyal nang nagkapirmahan ang dalawa sa mga bigating pangalan sa TV at film industry ?? ang GMA Network at Regal Entertainment ?? para sa mga proyekto sa Kapuso viewers.,Opisyal nang nagkapirmahan ang dalawa sa mga bigating pangalan sa TV at film industry ?? ang GMA Network at Regal Entertainment ?? para sa mga proyekto sa Kapuso viewers.,Opisyal nang nagpirmahan ang dalawa sa mga bigating pangalan sa TV at film industry ?? ang gia Network at regalo Entertainment ?? para sa mga proyekto sa abuso viewers.,"['nagkapirmahan', 'GMA', 'Regal', 'Kapuso']","{'nagkapirmahan': ['magkapirmahan', 'nagpipirmahan', 'nagpirmahan', 'napapirmahan', 'magpipirmahan'], 'GMA': ['ama', 'ga', 'gia', 'goma', 'gra'], 'Regal': ['legal', 'real', 'regalo', 'renal', 'angal'], 'Kapuso': ['kapus', 'aabuso', 'abuso', 'baruso', 'isapuso']}"
Sapagkat mahirap talagang kilatisin kung ano ang orihinal sa peke dahil hindi mo basta-basta mapapansin at mahahalata ang pinagkaiba ng produkto.,Sapagkat mahirap talagang kilatisin kung ano ang orihinal sa peke dahil hindi mo basta-basta mapapansin at mahahalata ang pinagkaiba ng produkto.,Sapagkat mahirap talagang kilatisin kung ano ang orihinal sa peke dahil hindi mo basta-basta mapapansin at mahahalata ang pinagkaiba ng produkto.,[],{}
Limitado lang ang mabibigyan nitong magsasaka ng mais at mga mangingisda samantalang halos lahat ?? lalo na ang mga magsasaka ng palay at gulay ay apektado ng pagtaas ng presyo ng abono at langis.,Limitado lang ang mabibigyan nitong magsasaka ng mais at mga mangingisda samantalang halos lahat ?? lalo na ang mga magsasaka ng palay at gulay ay apektado ng pagtaas ng presyo ng abono at langis.,Limitado lang ang mabibigyan nitong magsasaka ng mais at mga mangingisda samantalang halos lahat ?? lalo na ang mga magsasaka ng palay at gulay ay apektado ng pagtaas ng presyo ng abono at langis.,[],{}
Napag-alaman na ipinagbubuntis pa lang daw si Jane noon ng kaniyang ina nang maghiwalay ang kaniyang mga magulang.,Napag-alaman na ipinagbubuntis pa lang daw si Jane noon ng kaniyang ina nang maghiwalay ang kaniyang mga magulang.,Napag-alaman na ipinagbubuntis pa lang daw si vane noon ng kaniyang ina nang maghiwalay ang kaniyang mga magulang.,['Jane'],"{'Jane': ['june', 'lane', 'vane', 'aang', 'aani']}"
"Weve already concluded the agreement, ??yong supply na lang, we??re threshing out the supply kung kailan nila puwedeng i-deliver itong Moderna, ani Romualdez.","Weve already concluded the agreement, ??yong supply na lang, we??re threshing out the supply kung kailan nila puwedeng i-deliver itong Moderna, ani Romualdez.","were already concluded the agreement, ??yong supply na lang, we??re phishing out the supply kung kailan nila puwedeng i-deliver itong Moderna, ani comrade.","['Weve', 'threshing', 'Romualdez']","{'Weve': ['leve', 'wave', 'were', 'bee', 'beke'], 'threshing': ['arresting', 'dressing', 'phishing', 'pressing', 'resing'], 'Romualdez': ['boulder', 'commander', 'comrade', 'comrades', 'komander']}"
"Kuwento ng aming source, Kailangan nilang harangan ang karisma ng male politician, malakas ang dating niya, ngayon pa lang, e, kita na nilang nakukuha nung male politician ang puso ng masa.","Kuwento ng aming source, Kailangan nilang harangan ang karisma ng male politician, malakas ang dating niya, ngayon pa lang, e, kita na nilang nakukuha nung male politician ang puso ng masa.","Kuwento ng aming source, Kailangan nilang harangan ang arisga ng male politician, malakas ang dating niya, ngayon pa lang, e, kita na nilang nakukuha nung male politician ang puso ng masa.",['karisma'],"{'karisma': ['karima', 'aarisga', 'arisga', 'iarisga', 'kabisa']}"
Napa-comment tuloy ang ilang netizens sa Facebook page ng GMA Drama.,Napa-comment tuloy ang ilang netizens sa Facebook page ng GMA Drama.,Napa-comment tuloy ang ilang netizens sa Facebook page ng gia Drama.,['GMA'],"{'GMA': ['ama', 'ga', 'gia', 'goma', 'gra']}"
Sinabi ni Dingdong na tila mini-reunion ito dahil marami sa cast ang kaniya nang nakatrabaho sa ibang projects.,Sinabi ni Dingdong na tila mini-reunion ito dahil marami sa cast ang kaniya nang nakatrabaho sa ibang projects.,Sinabi ni dihadong na tila mini-reunion ito dahil marami sa cast ang kaniya nang nakatrabaho sa ibang projects.,['Dingdong'],"{'Dingdong': ['dingding', 'digong', 'dihadong', 'dinamong', 'dinayong']}"
"Bukod sa mga kabaong, kabilang din sa mga premyo ay formaldehyde na pang-embalsamo at mga marble urn.","Bukod sa mga kabaong, kabilang din sa mga premyo ay formaldehyde na pang-embalsamo at mga marble urn.","Bukod sa mga kabaong, kabilang din sa mga premyo ay formative na pang-embalsamo at mga marble urn.",['formaldehyde'],"{'formaldehyde': ['formal', 'formalities', 'formative', 'forwarders', 'madehado']}"
"Kaya lang ang option nasa dealer kung ano ang gagawin niya, ayon kay Raquedan.","Kaya lang ang option nasa dealer kung ano ang gagawin niya, ayon kay Raquedan.","Kaya lang ang option nasa dealer kung ano ang gagawin niya, ayon kay masundan.",['Raquedan'],"{'Raquedan': ['kalugdan', 'latundan', 'masundan', 'nasundan', 'aabutan']}"
Tiniyak din ni Duterte na hindi magkakaroon ng jurisdiction sa kanya sina Trillanes.,Tiniyak din ni Duterte na hindi magkakaroon ng jurisdiction sa kanya sina Trillanes.,Tiniyak din ni suwerte na hindi magkakaroon ng jurisdiction sa kanya sina billings.,"['Duterte', 'Trillanes']","{'Duterte': ['butete', 'puwerte', 'suwerte', 'terte', 'bunete'], 'Trillanes': ['villages', 'airlines', 'billings', 'bilyones', 'brigades']}"
Sinabi ng Presidente na kinikilala niya ang ipinakitang pagtutulungan ng gobyerno at pribadong sektor kaya maraming mamamayan ang nakatanggap ng bakuna.,Sinabi ng Presidente na kinikilala niya ang ipinakitang pagtutulungan ng gobyerno at pribadong sektor kaya maraming mamamayan ang nakatanggap ng bakuna.,Sinabi ng Presidente na kinikilala niya ang ipinakitang pagtutulungan ng gobyerno at pribadong sektor kaya maraming mamamayan ang nakatanggap ng bakuna.,[],{}
Tuluyan nang naging bagyo ang low pressure area sa Philippine Sea silangan ng Extreme Luzon at tatawagin nang Tropical Depression Obet ?? ito ilang araw lang matapos makaalis ng Pilipinas ang Typhoon Neneng.,Tuluyan nang naging bagyo ang low pressure area sa Philippine Sea silangan ng Extreme Luzon at tatawagin nang Tropical Depression Obet ?? ito ilang araw lang matapos makaalis ng Pilipinas ang Typhoon Neneng.,Tuluyan nang naging bagyo ang low pressure area sa Philippine Sea silangan ng Extreme lumon at tatawagin nang Tropical Depression abat ?? ito ilang araw lang matapos makaalis ng Pilipinas ang Typhoon benteng.,"['Luzon', 'Obet', 'Neneng']","{'Luzon': ['lugon', 'lulon', 'lumon', 'lupon', 'bubon'], 'Obet': ['bet', 'oben', 'abat', 'abot', 'abut'], 'Neneng': ['akneng', 'benang', 'benteng', 'cineng', 'dedeng']}"
"Iyon naman daw isa pang good looking na newcomer, bakla rin talaga siya kahit na sa school nila.","Iyon naman daw isa pang good looking na newcomer, bakla rin talaga siya kahit na sa school nila.","Iyon naman daw isa pang good looking na encoder, bakla rin talaga siya kahit na sa school nila.",['newcomer'],"{'newcomer': ['newcomers', 'become', 'encoder', 'newsmen', 'recover']}"
Idinagdag ng duktor na kumakain naman ang alkalde at nabawasan na ang nararamdamang pananakit ng katawan.,Idinagdag ng duktor na kumakain naman ang alkalde at nabawasan na ang nararamdamang pananakit ng katawan.,idinadag ng duktor na kumakain naman ang alkalde at nabawasan na ang nararamdamang pananakit ng katawan.,['Irinagdag'],"{'Irinagdag': ['idinagdag', 'dinagdag', 'idinadag', 'alinagnag', 'binagbag']}"
"Ayon kay Department of the Interior and Local Government Undersecretary at Spokesperson Jonathan Malaya, sa ngayon ay hinihintay pa ng DILG ang desisyon ng Comelec hinggil dito.","Ayon kay Department of the Interior and Local Government Undersecretary at Spokesperson Jonathan Malaya, sa ngayon ay hinihintay pa ng DILG ang desisyon ng Comelec hinggil dito.","Ayon kay Department of the Interior and Local Government Undersecretary at Spokesperson botahan Malaya, sa ngayon ay hinihintay pa ng DILG ang desisyon ng Comelec hinggil dito.",['Jonathan'],"{'Jonathan': ['banatan', 'binataan', 'botahan', 'dinalhan', 'dinatnan']}"
Bahagi ito ng pahayag ng prinsipe sa ika-75 anibersaryo ng diplomatikong ugnayan ng Pilipinas at Britain ngayong 2021.,Bahagi ito ng pahayag ng prinsipe sa ika-75 anibersaryo ng diplomatikong ugnayan ng Pilipinas at Britain ngayong 2021.,Bahagi ito ng pahayag ng prinsipe sa ika-ad anibersaryo ng diplomatikong ugnayan ng Pilipinas at Britain ngayong aag.,"['75', '2021']","{'75': ['p75', 'ab', 'ad', 'ag', 'ah'], '2021': ['p25', 'aaba', 'aag', 'aako', 'aal']}"
"Samantala, nalalagay umano sa panganib ang sugar industry ng Negros Occidental, na tinaguriang sugar bowl ng bansa, dahil sa talamak na smuggling.","Samantala, nalalagay umano sa panganib ang sugar industry ng Negros Occidental, na tinaguriang sugar bowl ng bansa, dahil sa talamak na smuggling.","Samantala, nalalagay umano sa panganib ang sugar industry ng Negros oksidental, na tinaguriang sugar bowl ng bansa, dahil sa talamak na smuggling.",['Occidental'],"{'Occidental': ['accidental', 'incidental', 'oksidental', 'accident', 'accidents']}"
"Sabi ko kay Ate Ruby (Rodriguez), ??Bakit ganito?","Sabi ko kay Ate Ruby (Rodriguez), ??Bakit ganito?","Sabi ko kay Ate rubyo (Rodriguez), ??Bakit ganito?",['Ruby'],"{'Ruby': ['rubi', 'rubya', 'rubyo', 'baby', 'buay']}"
Sino naman kaya ang sumulat ng script na ??yun bilang pambubulabog kina Derek at Ellen?,Sino naman kaya ang sumulat ng script na ??yun bilang pambubulabog kina Derek at Ellen?,Sino naman kaya ang sumulat ng script na ??yun bilang pambubugbog kina dark at celled?,"['pambubulabog', 'Derek', 'Ellen']","{'pambubulabog': ['mabubulabog', 'nabubulabog', 'pambubugbog', 'pambubulag', 'bubulabog'], 'Derek': ['direk', 'darak', 'dark', 'deber', 'deck'], 'Ellen': ['alien', 'alyen', 'celled', 'elena', 'eleven']}"
"Palalakasin din nito ang mga local government unit dahil maipatutupad ang mga lokal na patakaran na sumusuporta at nagtataguyod ng paglago at pag-unlad ng digital na teknolohiya, digital na karera, at mga inobasyon sa kanilang mga lugar.","Palalakasin din nito ang mga local government unit dahil maipatutupad ang mga lokal na patakaran na sumusuporta at nagtataguyod ng paglago at pag-unlad ng digital na teknolohiya, digital na karera, at mga inobasyon sa kanilang mga lugar.","Palalakasin din nito ang mga local government unit dahil maipatutupad ang mga lokal na patakaran na sumusuporta at nagtataguyod ng paglago at pag-unlad ng digital na teknolohiya, digital na karera, at mga inobasyon sa kanilang mga lugar.",[],{}
"Naglista naman si Gabby Espinas ng 14 puntos, 10 rebounds, at tatlong assists samantalang nagparamdam si dating UAAP star Mac Mac Cardona na may siyam na puntos, limang rebounds, tatlong assists at isang block.","Naglista naman si Gabby Espinas ng 14 puntos, 10 rebounds, at tatlong assists samantalang nagparamdam si dating UAAP star Mac Mac Cardona na may siyam na puntos, limang rebounds, tatlong assists at isang block.","Naglista naman si aaboy espiga ng ag puntos, ag rebond, at tatlong aasisti samantalang nagparamdam si dating aag star maa maa corona na may siyam na puntos, limang rebond, tatlong aasisti at isang block.","['Gabby', 'Espinas', '14', '10', 'rebounds', 'assists', 'UAAP', 'Mac', 'Mac', 'Cardona', 'rebounds', 'assists']","{'Gabby': ['gabay', 'aabay', 'aaboy', 'abay', 'aboy'], 'Espinas': ['espina', 'eskina', 'espiga', 'espinaka', 'espinang'], '14': ['ab', 'ad', 'ag', 'ah', 'ak'], '10': ['ab', 'ad', 'ag', 'ah', 'ak'], 'rebounds': ['rebound', 'bounds', 'rebond', 'refunds', 'rounds'], 'assists': ['assist', 'aasiste', 'aasisti', 'artists', 'asiste'], 'UAAP': ['ulap', 'usap', 'aag', 'aagap', 'aakap'], 'Mac': ['imac', 'ma', 'maa', 'mae', 'mag'], 'Cardona': ['carbon', 'cardava', 'corona', 'pardon', 'pardong']}"
"Sa panahon ni Almario noong 2013, nagpalabas ng desisyon ng KWF na ""Filipinas"" na baybay ang gamitin sa mga opisyal na komunikasyon.","Sa panahon ni Almario noong 2013, nagpalabas ng desisyon ng KWF na ""Filipinas"" na baybay ang gamitin sa mga opisyal na komunikasyon.","Sa panahon ni aamagin noong aag, nagpalabas ng desisyon ng abf na ""afilipino"" na baybay ang gamitin sa mga opisyal na komunikasyon.","['Almario', '2013', 'KWF', 'Filipinas']","{'Almario': ['aaari', 'aagarin', 'aamagin', 'aamakin', 'aaparin'], '2013': ['p3', 'aaba', 'aag', 'aako', 'aal'], 'KWF': ['kw', 'kwh', 'abf', 'anf', 'aw'], 'Filipinas': ['pilipinas', 'filipino', 'afilipino', 'filings', 'ililikas']}"
Nagkakalibre ng publicity ang Miss Planet International na pinasikat lang ni Wilbert Tolentino.,Nagkakalibre ng publicity ang Miss Planet International na pinasikat lang ni Wilbert Tolentino.,nagkakalambre ng publicity ang Miss Planet International na pasikat lang ni belbet talento.,"['Nagkakalibre', 'pinasikat', 'Wilbert', 'Tolentino']","{'Nagkakalibre': ['nakakalibre', 'makakalibre', 'nagkakalambre', 'nagpapalibre', 'magkakalambre'], 'pinasikat': ['binalikat', 'hinasikan', 'pasikat', 'pinabigat', 'pinaiikit'], 'Wilbert': ['ailment', 'alert', 'belbet', 'bibero', 'billers'], 'Tolentino': ['kolektibo', 'talentado', 'talento', 'talentong', 'biolento']}"
Pwede pa rin gumamit ang mga paaralan ng blended learning modalities sa pagsisimula ng pasukan ngunit kinakailangan ding magtransition sa full capacity in person class simula Nobyembre.,Pwede pa rin gumamit ang mga paaralan ng blended learning modalities sa pagsisimula ng pasukan ngunit kinakailangan ding magtransition sa full capacity in person class simula Nobyembre.,Pwede pa rin gumamit ang mga paaralan ng blended learning modalities sa pagsisimula ng pasukan ngunit kinakailangan ding magtransition sa full capacity in person class simula Nobyembre.,[],{}
"Paliwanag ni Zubiri, walang ibang gustong mamuno sa komite at hiningi ito ni Padilla kaya maaaring para sa kanya talaga ang posisyon.","Paliwanag ni Zubiri, walang ibang gustong mamuno sa komite at hiningi ito ni Padilla kaya maaaring para sa kanya talaga ang posisyon.","Paliwanag ni kumiri, walang ibang gustong mamuno sa komite at hiningi ito ni barilya kaya maaaring para sa kanya talaga ang posisyon.","['Zubiri', 'Parilla']","{'Zubiri': ['biri', 'gumiri', 'kumiri', 'kuriri', 'lubirin'], 'Parilla': ['parilya', 'barill', 'barilya', 'kabilla', 'pabigla']}"
"Taong 2018 nang makunan at hindi matuloy ang ipinagbubuntis ni HeartFRJ, GMA News.","Taong 2018 nang makunan at hindi matuloy ang ipinagbubuntis ni HeartFRJ, GMA News.","Taong aako nang makunan at hindi matuloy ang ipinagbubuntis ni heartworm, gia News.","['2018', 'HeartFRJ', 'GMA']","{'2018': ['aaba', 'aag', 'aako', 'aal', 'aala'], 'HeartFRJ': ['heart', 'heartfelt', 'heartworm', 'artery', 'barter'], 'GMA': ['ama', 'ga', 'gia', 'goma', 'gra']}"
"Malaking tournament po itong Dubai Invitational, talagang mapapalaban ang mga swimmers namin dahil mga Olympians ang talagang sumasali rito, ani Mojdeh.","Malaking tournament po itong Dubai Invitational, talagang mapapalaban ang mga swimmers namin dahil mga Olympians ang talagang sumasali rito, ani Mojdeh.","Malaking tournament po itong bubas Invitational, talagang magpapalabas ang mga swimmers namin dahil mga olimpiks ang talagang sumasali rito, ani modem.","['Dubai', 'mapapalaban', 'Olympians', 'Mojdeh']","{'Dubai': ['dubli', 'bai', 'bubas', 'dabaw', 'diban'], 'mapapalaban': ['magpapalaba', 'magpapalabang', 'magpapalabas', 'magpapaliban', 'maipapalabas'], 'Olympians': ['olympics', 'lumpiang', 'olimpiks', 'aampias', 'ampias'], 'Mojdeh': ['mode', 'model', 'modem', 'modes', 'molde']}"
Bilyon kada araw ang pumupusta sa e-sabong.,Bilyon kada araw ang pumupusta sa e-sabong.,Bilyon kara araw ang pumupusta sa e-sabong.,[],{}
"Tumutulong din sa gastusin ang kapatid ng kaniyang ina na isang factory worker sa ibang bansa, na hindi rin naman kalakihan ang sahod.","Tumutulong din sa gastusin ang kapatid ng kaniyang ina na isang factory worker sa ibang bansa, na hindi rin naman kalakihan ang sahod.","Tumutulong din sa gastusin ang kapatid ng kaniyang ina na isang factory worker sa ibang bansa, na hindi rin naman kalakihan ang sahod.",[],{}
"Hindi ba madalas niyang sabihin na pagod na siya, gusto na niyang iwanan ang puwesto niya, ayaw na niya.","Hindi ba madalas niyang sabihin na pagod na siya, gusto na niyang iwanan ang puwesto niya, ayaw na niya.","Hindi ba mamalas niyang sabihin na pagod na siya, gusto na niyang iwanan ang puwesto niya, ayaw na niya.",['maralas'],"{'maralas': ['madalas', 'makalas', 'mamalas', 'marahas', 'maranas']}"
Hiniling ng transport group naLiga ng Transportasyon at Operators sa Pilipinas(LTOP) na ibalik muna ng pamahalaan ang orihinal na ruta ng mga pampasaherong jeep bago simulan ang pagbabalik ng face-to-face classes sa simula ng pasukan sa susunod na buwan.,Hiniling ng transport group naLiga ng Transportasyon at Operators sa Pilipinas(LTOP) na ibalik muna ng pamahalaan ang orihinal na ruta ng mga pampasaherong jeep bago simulan ang pagbabalik ng face-to-face classes sa simula ng pasukan sa susunod na buwan.,Hiniling ng transport group naiga ng Transportasyon at Operators sa Pilipinas(stop) na ibalik muna ng pamahalaan ang orihinal na ruta ng mga pampasaherong jeep bago simulan ang pagbabalik ng face-to-face classes sa simula ng pasukan sa susunod na buwan.,"['naLiga', 'LTOP']","{'naLiga': ['kaliga', 'nahiga', 'naiga', 'naiiga', 'naligaw'], 'LTOP': ['loop', 'luop', 'stop', 'top', 'atbp']}"
Ang dalawang free throws ni Hollis-Jefferson ang nagbigay sa TNT ng 107-92 abante.,Ang dalawang free throws ni Hollis-Jefferson ang nagbigay sa TNT ng 107-92 abante.,Ang dalawang free taros ni hilis-person ang nagbigay sa TNT ng aal-ag abante.,"['throws', 'Hollis', 'Jefferson', '107', '92']","{'throws': ['throw', 'shows', 'taros', 'throat', 'across'], 'Hollis': ['dolls', 'halls', 'hilis', 'holds', 'holes'], 'Jefferson': ['effusion', 'offers', 'person', 'affection', 'affront'], '107': ['p57', 'aag', 'aal', 'aam', 'aat'], '92': ['ab', 'ad', 'ag', 'ah', 'ak']}"
Minamaneho ng biktima ang kaniyang puting Toyota Fortuner pauwi ng bahay galing sa BOC nang dikitan siya sa bahagi ng drivers side ng isang motorsiklo sakay ang dalawang salarin.,Minamaneho ng biktima ang kaniyang puting Toyota Fortuner pauwi ng bahay galing sa BOC nang dikitan siya sa bahagi ng drivers side ng isang motorsiklo sakay ang dalawang salarin.,Minamaneho ng biktima ang kaniyang puting tooth foreigner pauwi ng bahay galing sa bog nang dikitan siya sa bahagi ng drivers side ng isang motorsiklo sakay ang dalawang salarin.,"['Toyota', 'Fortuner', 'BOC']","{'Toyota': ['ngtoyota', 'tokata', 'tooth', 'toots', 'torta'], 'Fortuner': ['corner', 'costumer', 'foreigner', 'forever', 'former'], 'BOC': ['bloc', 'bo', 'bog', 'bot', 'bow']}"
"Una nang humarap sa matinding batikos mula sa mga estudyante, propesor at komunidad ng UP ginawa ni Lorenzana, sa dahilang nasasagkaan nito ang malayang pamamahayag at talakayan.","Una nang humarap sa matinding batikos mula sa mga estudyante, propesor at komunidad ng UP ginawa ni Lorenzana, sa dahilang nasasagkaan nito ang malayang pamamahayag at talakayan.","Una nang humarap sa matinding batikos mula sa mga estudyante, propesor at komunidad ng UP ginawa ni Lorenzana, sa dahilang nasasagkaan nito ang malayang pamamahayag at talakayan.",[],{}
"Thirty-five years na po ang Constitution, pag-aralan nating mabuti na magiging akma po ito sa present-day situation natin dahil maaaring may mga probisyon sa loob ng constitution, na maaaring hindi na akma sa panahon ngayon, ani Go matapos niyang personal na pangunahan ang pamamahagi ng tulong sa mga naghihirap na residente ng Malabon City.","Thirty-five years na po ang Constitution, pag-aralan nating mabuti na magiging akma po ito sa present-day situation natin dahil maaaring may mga probisyon sa loob ng constitution, na maaaring hindi na akma sa panahon ngayon, ani Go matapos niyang personal na pangunahan ang pamamahagi ng tulong sa mga naghihirap na residente ng Malabon City.","Thirty-five years na po ang Constitution, pag-aralan nating mabuti na magiging akma po ito sa present-day situation natin dahil maaaring may mga probisyon sa loob ng constitution, na maaaring hindi na akma sa panahon ngayon, ani Go matapos niyang personal na pangunahan ang pamamahagi ng tulong sa mga naghihirap na residente ng Malabon City.",[],{}
"Nagpahayag din ng pagdududa si Duterte kung tutulungan ng United Nations ang Pilipinas na maipatupad ang legal claims ng bansa sa WPS, na naipanalo sa Permanent Court of Arbitration.","Nagpahayag din ng pagdududa si Duterte kung tutulungan ng United Nations ang Pilipinas na maipatupad ang legal claims ng bansa sa WPS, na naipanalo sa Permanent Court of Arbitration.","Nagpahayag din ng pagdududa si suwerte kung tutulungan ng United Nations ang Pilipinas na maipatupad ang legal claims ng bansa sa was, na naipanalo sa Permanent Court of Arbitration.","['Duterte', 'WPS']","{'Duterte': ['butete', 'puwerte', 'suwerte', 'terte', 'bunete'], 'WPS': ['ops', 'ups', 'was', 'ads', 'als']}"
"Ito ang inihayag ni Supreme Court Chief Justice Alexander G. Gesmundo, kasunod ng panawagan sa Philippine Bar Association (PBA) na suportahan ang mga reporma na ginagawa ng SC sa ilalim ng Strategic Plan for Judicial Innovations 2022-2027.","Ito ang inihayag ni Supreme Court Chief Justice Alexander G. Gesmundo, kasunod ng panawagan sa Philippine Bar Association (PBA) na suportahan ang mga reporma na ginagawa ng SC sa ilalim ng Strategic Plan for Judicial Innovations 2022-2027.","Ito ang inihayag ni Supreme Court Chief Justice Alexander G. lumundo, kasunod ng panawagan sa Philippine Bar Association (iba) na suportahan ang mga reporma na ginagawa ng csc sa ilalim ng Strategic Plan for Judicial Innovations aag-aaba.","['Gesmundo', 'PBA', 'SC', '2022', '2027']","{'Gesmundo': ['eskudo', 'kasundo', 'lumundo', 'mundo', 'nasundo'], 'PBA': ['aba', 'ba', 'iba', 'pa', 'paa'], 'SC': ['c', 'cc', 'csc', 'oc', 's'], '2022': ['p25', 'aaba', 'aag', 'aako', 'aal'], '2027': ['p25', 'p57', 'aaba', 'aag', 'aako']}"
