Original Sentence,Gold Sentence
Talagang­ nakakahawa niya gaya ng Delta dagdag ni Herbosa,Talagang­ nakakahawa siya gaya ng Delta dagdag ni Herbosa
Madiing pang sabi nang aming kausap,Madiing pang sabi ng aming kausap
Maganda sya at matalino sumagot,Maganda sya at matalino sumagot
Ayon kay Marefe  panang magsimulang magipon ang bata,Ayon kay Marefe  pa nang magsimulang magipon ang bata
Kay Maui ayaw niyang paghiwalayin ang dalawa nilang anak,Ayon kay Maui ayaw niyang paghiwalayin ang dalawa nilang anak
Anong magugustuhan nila,Anong gusto nila
Natutuwa ako sa kaniyakasi yung mga artista na walang,Natutuwa ako sa kaniya kasi yung mga artista na walang
At wala ng nagulat sa balita,At wala nang nagulat sa balita
So nag nagsimula na yung pandemic,So nag nagsimula na yung pandemic
Kaya nga ho SINISIMULAN palang,Kaya nga ho sinisimulan palang
At nagtrend pa ang SharonCunetaDrFosterPH kaya napareact siya  OMG,At nagtrend pa ang SharonCunetaDrFosterPH kaya napareact siya  OMG
Na sinusundan ni Brenda ng Kaya nga paano nga,Na sinundan ni Brenda ng Kaya nga paano nga
Kaso naputol ang biyaya sa buhay ngaktor,Kaso naputol ang biyaya sa buhay ng aktor
Matapos kaya sila ang school project nang hindi nagaaway,Matapos kaya nila ang school project nang hindi nagaaway
Dahil nangyari din sa akin yun pakli ni Sen,Dahil nangyari rin sa akin yun pakli ni Sen
Katatanong daw siya kung gusto niyang icancel ang concert,Tinanong daw siya kung gusto niyang icancel ang concert
Bilyonaryo bilyonaryo ba ang groom,Bilyonaryo ba ang groom
Hirit pa ni ya Saka gusto ko lang,Hirit pa niya Saka gusto ko lang
Namang nanghingi ng paumanhin MRT dahil sa nangyari,Namang nanghingi ng paumanhin ang MRT dahil sa nangyari
Itong ‘unfollow’ na drama talaga nagsisimula ang kuwentong HIWALAYAN,Itong ‘unfollow’ na drama talaga nagsisimula ang kuwentong hiwalayan
Kasasara ang pintuan ng Japan BLeague,Nagsara ang pintuan ng Japan BLeague
Tumatawa nang tawang unang kuwento ng aming impromante,Tawa nang tawang unang kuwento ng aming impromante
At ginawan niya ng pusong Pilipino” paliwanag ni Lovi,At ginawan siya ng pusong Pilipino” paliwanag ni Lovi
Bakit mo ginawa to,Bakit mo ginawa to
Meron ding sumagot sa aking wala pa itong katiyakan,Meron ding sumagot sa aking wala pa itong katiyakan
Huling nagpapasok ang ligang mga fans noong Disyembre ,Huling nagpapasok ang liga ng mga fans noong Disyembre 
narito ang top  causes ng mga pagkakadisgrasya sa ngayon,Narito ang top  causes ng mga pagkakadisgrasya sa ngayon
Sapag kat sa ating pananampalataya nakasalalay ang ating kaligtasan,Sapagkat sa ating pananampalataya nakasalalay ang ating kaligtasan
Bumitaw na rin kaya siya gaya ni Tom,Bumitaw na rin kaya siya gaya ni Tom
“Nakita ko ang mga kailangan pang gawin no,“Nakita ko ang mga kailangan pang gawin no
Ngayon magkakaroon na naman niya ng TV show,Ngayon magkakaroon na naman siya ng TV show
Pero natatakotlang daw itong magtrabaho sa ganitong sitwasyon,Pero natatakot lang daw itong magtrabaho sa ganitong sitwasyon
Hindi ba mas open pa ito ngayon sa intriga,Hindi ba mas open pa ito ngayon sa intriga
Ako lang DIN talaga saka yung partner koMahirap,Ako lang din talaga saka yung partner koMahirap
Ang bait nila napabili pa ko tuloy ng iba,Ang bait nila napabili pa ko tuloy ng iba
At hindi nagtagal pumutok baril,At hindi nagtagal pumutok ang baril
Yung bond ‘yung mga natutunan ko,Yung bond ‘yung mga natutunan ko
Mabait daw maasikaso walang kaereere kahit sikat na siya,Mabait daw maasikaso walang kaereere kahit sikat na siya
Itong suspek ay lumalapit at may tinatanong siyang pangalan,Itong suspek ay lumapit at may tinatanong siyang pangalan
Pebrero  lang ng maitala ang ,Pebrero  lang nang maitala ang 
Sapagkat alam mong hinihindian ka Niya pababayaan,Sapagkat alam mong hindi ka Niya pababayaan
Natural na reaksiyon IYON ng isang tatay,Natural na reaksiyon iyon ng isang tatay
Akala ko po pinalalang po ako,Akala ko po pinala lang po ako
Alam mo pag nanood ko yung,Alam mo pag pinapanood ko yung
Halimbawa sinulat ni Cristy ang tingin sa yo ganito,Halimbawa sinulat ni Cristy ang tingin sa yo ganito ganyan
Meron silang laban ika nga sabi pa Yusingco,Meron silang laban ika nga sabi pa ng Yusingco
Ibinahagi rinniya ang kaniyang taktika kapag sumasabak sa kompetisyon,Ibinahagi rin niya ang kaniyang taktika kapag sumasabak sa kompetisyon
Hu wag naman ganun,Huwag naman ganun
Uumpisahang ipatupad banngayong Abril  at magtatapossa Mayo ,Uumpisahang ipatupad ang banngayong Abril  at magtatapossa Mayo 
Kung nabaligtad ang resulta pihado bitter din KAYO,Kung nabaligtad ang resulta pihado bitter din kayo
Huwag natin sabihing malayo yong Ukraine sa atin ha,Huwag natin sabihing malayo yong Ukraine sa atin ha
Sa naturang bintana rin siya kadadaan sa pagtakas,Sa naturang bintana rin siya dumaan sa pagtakas
Angtawag po nila Sputnik Light,Ang tawag po nila Sputnik Light
Madalas raw mangyari ang mga aksidente sa nasabing lugar,Madalas daw mangyari ang mga aksidente sa nasabing lugar
At pagresponde sa mga kailangan ng tulong,At pagresponde sa mga nangangailangan ng tulong
Ayaw siya raw akong nakikitang umiiyak,Ayaw niya raw akong nakikitang umiiyak
Segundo tuluyan nang sumelyo sa kanilang panalo,Segundo ang tuluyan nang sumelyo sa kanilang panalo
Sa finals binigyan ng  minuto ang bawat kalahok,Sa finals bibigyan ng  minuto ang bawat kalahok
Posiblengitong maisampa bukas araw ng Biyernes o sa Lunes,Posibleng itong maisampa bukas araw ng Biyernes o sa Lunes
Pag sinabing COVID oh,Pag sinabing COVID oh
Samantala aabot na sa P,Samantala umaabot na sa P
Nakadama rin raw ng walong pagyanig sa buong magdamagHindi,Nakadama rin daw ng walong pagyanig sa buong magdamagHindi
Active na rin niya sa gaming,Active na rin siya sa gaming
Hindi daw ito ang unang pagkakataon na nagabroad sila,Hindi raw ito ang unang pagkakataon na nagabroad sila
wala po akong masabi kundi pasensya,Wala po akong masabi kundi pasensya
Malala may mga malala din po talaga,Malala may mga malala rin po talaga
Nagsimula ako magdumpster dive ,Nagsimula ako magdumpster dive 
Tatanggap rin ang St,Tatanggap din ang St
Maski yung nakakita ako ng mayitsura,Maski yung nakakita ako ng may itsura
Pinakamalaki naman ay ang SARO no,Ang pinakamalaki naman ay ang SARO no
Ang sabi ni co ach priority niya ang Gilas,Ang sabi ni coach priority niya ang Gilas
Madalas daw kasing may ka text ang kaniyang asawa,Madalas daw kasing may katext ang kaniyang asawa
Ang ang huling survey ayon kay Dr,Ang huling survey ayon kay Dr
Mas malapit din ang Batangas City KUMPARA sa Laoag,Mas malapit din ang Batangas City kumpara sa Laoag
Sa bilang na yan patay na ANG ,Sa bilang na yan patay na ang 
Walang detalyeng ibinigay sa dahilan nang medical emergency,Walang detalyeng ibinigay sa dahilan ng medical emergency
Sana mahuli itong temailprotectedd gumawa ni to,Sana mahuli itong temailprotectedd gumawa nito
saka ang lamig ngayon sa Europe,Saka ang lamig ngayon sa Europe
NAGPAPASALAMAT sa mga ginagawa niyang kabutihan,Nagpapasalamat sa mga ginagawa niyang kabutihan
Garduño kailangang gamutin sugat ni Elizabeth ng peroxide,Garduño kailangang gamutin ang sugat ni Elizabeth ng peroxide
Work naagad Team Bea puwede pa iyang maayos,Work na agad Team Bea puwede pa iyang maayos
Sa Disyembre  planong petsa ng DonaireGaballo fight,Sa Disyembre  ang planong petsa ng DonaireGaballo fight
Ay patola girl,Ay patola ang girl
Doon din kaya nakastay ngayon si Jinkee,Doon din kaya nakastay ngayon si Jinkee
Kung staff yun kaya nilang palitan at ituloy angtaping,Kung staff yun kaya nilang palitan at ituloy ang taping
Doon pa lang NAGIGIBA na ako,Doon pa lang nagigiba na ako
Hindi na sila mga BATA para maapektuhan ang fans,Hindi na sila mga bata para maapektuhan ang fans
Siyempre ginugusto ko ring magkaanak at pamilya,Siyempre gusto ko ring magkaanak at pamilya
Sa pamilya ni Manang Inday ang aming taospusong pakikiramay,Sa pamilya ni Manang Inday ang aming taospusong pakikiramay
LAHAT ng opinyong ibinigay mo ‘yun talaga siya,Lahat ng opinyong ibinigay mo ‘yun talaga siya
Nakita po natin hindi pa po tapos ang COVID,Ang nakita po natin hindi pa po tapos ang COVID
Wala niya sa tamang timing,Wala siya sa tamang timing
Kami ni papa nagkikita kami sa labas kay Paolo,Kami ni papa nagkikita kami sa labas ayon kay Paolo
Sa kaso ng BA,Sa mga kaso ng BA
Saka kung sino ang mga kaboboto nating mga senador,Saka kung sino ang mga iboboto nating mga senador
Oo nga nakita namin,Oo nga nakita namin
Roon talaga ako napaisip,Doon talaga ako napaisip
Umabot naman umano sa P ang halaga ng napinsala,Aabot naman umano sa P ang halaga ng napinsala
PORSIYENTO ayon sa pagkakasunod,Porsiyento ayon sa pagkakasunod
Ikaw pa kaya e panahon mo ngayon,Ikaw pa kaya e panahon mo ngayon
Maaari paring maganap ang,Maaari pa ring maganap ang
Pero Dragon baby raw ang pinaghahandaan siya kasi,Pero Dragon baby raw ang pinaghahandaan niya kasi
Di ba tagaLeyte rin yung nanay ko,Di ba tagaLeyte rin yung nanay ko
Kasamang kagagamit sa roving vaccination ang HAZMAT Response Vehicle,Kasamang ginagamit sa roving vaccination ang HAZMAT Response Vehicle
Pangalan ni Erwan ang binigay ng K USD,Pangalan ni Erwan ang nagbigay ng K USD
Kinausap niya lang ako kinaumagahan kaninang paguwi ko,Kinausap niya lang ako kinaumagahan kaninang paguwi ko
“hindi naman niya malamig,“Hindi naman siya malamig
Una tinanggap ko ready ready na ako,Una tinanggap ko ready na ako
Hindi natin pipigilin ang pagbabalikan mas maganda yan,Hindi natin pinipigil ang pagbabalikan mas maganda yan
Dapat bongga ang launching nito huh,Dapat bongga ang launching nito huh
Ang magtutulak din sa kanila kung bakit sila nagaarmas,Ang nagtutulak din sa kanila kung bakit sila nagaarmas
sasabay sayo kumain then yayayain kang magCR,Sasabay sayo kumain then yayayain kang magCR
Noon kasi puro magaganda talaga ang naging artista,Noon kasi puro magaganda talaga ang naging artista
Dumalo din sa konsultasyon sina Rep,Dumalo rin sa konsultasyon sina Rep
Mapabilib kaya siya ang mga tagaDOST,Mapabilib kaya niya ang mga tagaDOST
“talagang nakikita ko niya na masaya siya,“Talagang nakikita ko siya na masaya siya
Sa huling vlog niya ay ipinaliwanag ni ya ito,Sa huling vlog niya ay ipinaliwanag niya ito
Ang tagal ng hirap ang lahat,Ang tagal nang hirap ang lahat
Inalam pa ang pagkakakilanlan sa nasawi,Inaalam pa ang pagkakakilanlan sa nasawi
Fu  Ano bang masasabi mo kay Ella Cruz,Fu  Ano bang masasabi mo kay Ella Cruz
Mawawala pang isang taon wow Mr President P,Wala pang isang taon wow Mr President P
Eh marami akong ganap eh tugon raw ni Alex,Eh marami akong ganap eh tugon daw ni Alex
Anong oras ang kain mo,Anong oras ang kain mo
Masarap kat rabaho si Mr,Masarap katrabaho si Mr
Nagbigay siya ng card magaudition raw kami,Nagbigay siya ng card magaudition daw kami
Sagotni Rita,Sagot ni Rita
way back  pangarap ko na pong magparhinoplasty,Way back  pangarap ko na pong magparhinoplasty
nananatili ang Bulkang Mayon sa ilalim ng Alert Level ,Nananatili ang Bulkang Mayon sa ilalim ng Alert Level 
Mabilisan itong sinagot nang aktres ng Secret,Mabilisan itong sinagot ng aktres ng Secret
Wala ka nang ibang nagagawa kapag magkasama kayo,Wala ka nang ibang nagagawa kapag magkasama kayo
Aniya malaki ang naiambag rito ng vaccinations ng Pilipinas,Aniya malaki ang naiambag dito ng vaccinations ng Pilipinas
Kapag papasok niya ang isang bagay ay pinaninindigan niya,Kapag pinasok niya ang isang bagay ay pinaninindigan niya
Lubos angpasasalamat ni Belmonte sa inisyatibong ito ni Robredo,Lubos ang pasasalamat ni Belmonte sa inisyatibong ito ni Robredo
Wow so bongga huh Yun na,Wow so bongga huh Yun na
Eh ano benta mo sa world market kung ganoon,Eh ano ibebenta mo sa world market kung ganoon
Nagsuffer na rin sila di ba,Nagsuffer na rin sila di ba
Per liter habang habang ang diesel ay P,Per liter habang ang diesel ay P
Pumapadyak napala ulit si Gardo Versoza,Pumapadyak na pala ulit si Gardo Versoza
Saka makakakilos nila ng normal at walang tinatago kumbaga,Saka makakakilos sila ng normal at walang tinatago kumbaga
Ganapitong naapula ng alas ng gabi,Ganap itong naapula ng alas ng gabi
Ako po ang mayari ng taxi sir,Ako po ang mayari ng taxi sir
Nabigay niya ako ng bulaklak kuwento ng dalaga,Binigyan niya ako ng bulaklak kuwento ng dalaga
Mangangailangan ko po ng yakap niyo Ma,Kailangan ko po ng yakap niyo Ma
Mayroon naman daw nagiimbita pero tinatanggihan niya,Mayroon naman daw nagiimbita pero tinatanggihan niya
Umiwas raw siya at doon lumusot ang kaniyang binti,Umiwas daw siya at doon lumusot ang kaniyang binti
Mas mahal pa po bahay namin,Mas mahal pa po sa bahay namin
MARAMI kaming natutunan sa trabaho,Marami kaming natutunan sa trabaho
Sa Phil Army ang P M,Ayon sa Phil Army ang P M
Naalalayan sila ako naguide nila ako nang maayos,Naalalayan nila ako naguide nila ako nang maayos
Alamin sa video na ito NG TBATS,Alamin sa video na ito ng TBATS
“marami akong kinimkimna,“Marami akong kinimkim na
Bakit may ganyan,Bakit may ganyan
Pinagbuhatan Pasig City kahapon ng MADALING araw,Pinagbuhatan Pasig City kahapon ng madaling araw
Sabi ano ang gagawin nyo riyan,Sabi ano ang ginagawa nyo riyan
Actually nagkaroon na siya nang procedure sa heart,Actually nagkaroon na siya ng procedure sa heart
Ito bale ang pumalit sa natsuging Dear Uge,Ito bale ang pumalit sa natsuging Dear Uge
Ilang Pinoy cagers na ang laro sa BLeague,Ilang Pinoy cagers na ang naglalaro sa BLeague
Sorry po hindi na po mauulit a nang suspek,Sorry po hindi na po mauulit anang suspek
KAYA ang binabalak nilang pamamahinga ay nabalam,Kaya ang binabalak nilang pamamahinga ay nabalam
Nakarating na kaya sa kanya ang balita,Nakarating na kaya sa kanya ang balita
Si Seth yan ” pagtatapat ng aktor,Si Seth yan” pagtatapat ng aktor
Wala pa ring kupas si Direk Chito,Wala pa ring kupas si Direk Chito
Ka aalis lang pala nila,Kaaalis lang pala nila
Yup grabe rawngayon magshopping ang ibang mga Pinoy,Yup grabe raw ngayon magshopping ang ibang mga Pinoy
Magipon para sa kinabukasan,Magipon para sa kinabukasan
Nagagalit na si Presidente Duterte sa mga hindi nagpapabakuna,Nagagalit na kasi si Presidente Duterte sa mga hindi nagpapabakuna
Tiniis ko po yun patuloy,Tiniis ko po yun patuloy niya
Hindi nagtagal ay nakilala nga nila sa kanilang lugar,Hindi nagtagal ay nakilala nga sila sa kanilang lugar
Kailangan namin pagtrabahuan at laging mag improve ani Arado,Kailangan namin pagtrabahuan at laging magimprove ani Arado
Bukod dito nakakumpiska din ang pulisya ng baril kayRamos,Bukod dito nakakumpiska rin ang pulisya ng baril kayRamos
Nakangiti niya uling sagot sagot sa amin,Nakangiti niya uling sagot sa amin
Kasasabi ni Ms,Sinabi ni Ms
Saka diretsa niyang sasabihin ang gusto ni ya,Saka diretsa niyang sasabihin ang gusto niya
At least meron pong mga nagmamahal,At least meron pong mga nagmamahal
Iyan ba ang dapat ihalal na pangulo,Iyan ba ang dapat ihalal na pangulo
Untiunti nang kagagawa ng pangalan ang Calista,Untiunti nang gumagawa ng pangalan ang Calista
Umiyak ako non pero hindi ko ipapakita sa bata,Umiyak ako non pero hindi ko pinakita sa bata
Muli kayang pagtangkaan ni Peterson ang kanyang buhay,Muli kayang pagtangkaan ni Peterson ang kanyang buhay
Hindi naman ako expert patuloy ng pangulo,Hindi naman ako expert patuloy ng pangulo
Daraan si Aga sa tamang proseso,Dumaan si Aga sa tamang proseso
Sa kaniyang misa pinaalalahanan ni Rev Fr,Sa kaniyang misa pinaalalahanan ni Rev Fr
Para di nila masita sumunod sila sa health protocol,Para di sila masita sumunod sila sa health protocol
Maguuwi siya ng P na premyo,Maguuwi siya ng P na premyo
Bakit daw ang damidaming kailangang tao na babayaran nila,Bakit daw ang damidaming kailangang tao na babayaran nila
“Mas bunabalik ‘yung pagiging masigla ko,“Mas bumalik ‘yung pagiging masigla ko
Hindi naman nagbigay NG pahayag ang naturang driver,Hindi naman nagbigay ng pahayag ang naturang driver
Kanyakanyang trip kanyakanyang opportunity para mabuhay,Kanyakanyang trip kanyakanyang opportunity para mabuhay
Para ako gumawa ng pagkain niya magpapagising sa kaniya,Para ako gagawa ng pagkain niya magpapagising sa kaniya
Pero tu loy pa rin sa pagpuproduce,Pero tuloy pa rin sa pagpuproduce
Huwag mong iluwa sayang,Huwag mong iluwa sayang
Nagtamo ngminor injuries ang mga biktima,Nagtamo ng minor injuries ang mga biktima
Iyon dinang huling pelikulang naidirek ni Fernando Poe Sr,Iyon din ang huling pelikulang naidirek ni Fernando Poe Sr
Bakit maniniwala ang tao sa scammer,Bakit maniniwala ang tao sa scammer
Da hil dito ,Dahil dito 
Ano pa bang mas sasakit sa naranasan mo,Ano pa bang mas sasakit sa naranasan mo
Caliber as sault rifles isang M Carbine dalawang,Caliber assault rifles isang M Carbine dalawang
Nauna nangang nagpost si KC ng,Nauna na ngang nagpost si KC ng
Hindi na silainabot ng kinabukasan pa sa mga sinehan,Hindi na sila inabot ng kinabukasan pa sa mga sinehan
Sabi ko kailan kaya magkakacollab Korea at Philippines,Sabi ko kailan kaya magkakacollab Korea at Philippines
Binalikan naman daw siya,Babalik naman daw siya
Makonsensiya sila sa ginawanila sa akin,Makonsensiya sila sa ginawa nila sa akin
Bongga ibig sabihin halos isang taon angnasayang kay Tonton,Bongga ibig sabihin halos isang taon ang nasayang kay Tonton
Sen Manny  laban ang pinaghahandaan kahit pandemic,Sen Manny  laban ang pinaghahandaan kahit pandemic
Sayang naman din kundi ito maipalalabas,Sayang naman din kundi ito maipalalabas
Ikaw na ang magbakla rito para matapos na tayo,Ikaw na ang magbakla rito para matapos na tayo
Umamin rin ang dalawa sa krimen,Umamin din ang dalawa sa krimen
Unang umarangkada Morales sa m freestyle matapos irehistro ang ,Unang umarangkada si Morales sa m freestyle matapos irehistro ang 
Bakit sabi mo hindi ka tumatanggap ng pera,Bakit sabi mo hindi ka tumatanggap ng pera
Hindi ko naman talaga niya pinagplanuhan na magiipon talaga,Hindi ko naman talaga siya pinagplanuhan na magiipon talaga
Hinihintay lang niya ng mga fans ani Ogie,Hinihintay lang siya ng mga fans ani Ogie
Doon niya talaga yun yung ang pinakatalaga nalungkot siya,Doon siya talaga yun yung ang pinakatalaga nalungkot siya
Kasi producer din niya kahit hindi siya artista,Kasi producer din siya kahit hindi siya artista
Kaya ang dating magtutulak ng kariton milyonaryo na ngayon,Kaya ang dating nagtutulak ng kariton milyonaryo na ngayon
 TUWING Linggo  pm ngayong Marso , tuwing Linggo  pm ngayong Marso 
Lunes SA isang paghayag,Lunes sa isang paghayag
Ngayon medyo kabibilis ang pagbaba,Ngayon medyo bumilis ang pagbaba
Bukod sa acting kumakanta din ang teen actor,Bukod sa acting kumakanta rin ang teen actor
Imagine minsan daw  sila saisang lakaran sa abroad,Imagine minsan daw  sila sa isang lakaran sa abroad
Hi git kumulang ,Higit kumulang 
Iba din pag totoong ultra rich,Iba rin pag totoong ultra rich
Nakakamangha na grabe ang pagmamahal siya sa arts,Nakakamangha na grabe ang pagmamahal niya sa arts
Cash pa noon lahat lahat ang toll fee,Cash pa noon lahat ang toll fee
Imaginein moisa siyang walang kakwentakwentang starlet,Imaginein mo isa siyang walang kakwentakwentang starlet
Kaya siguro sasabak na talaga siya sa pagraket,Kaya siguro sasabak na talaga siya sa pagraket
Naniniwalasi Sen,Naniniwala si Sen
Walang dudang promo move lang iyan,Walang dudang promo move lang iyan
Five ang pa tay,Five ang patay
Nandyan yung nagaaral ako pero wala akong libro,Nandyan yung nagaaral ako pero wala akong libro
Samantala  nasa PFW din sina Dra,Samantala nasa PFW din sina Dra
Kasi hindi na niya makapagsalita,Kasi hindi na siya makapagsalita
Nilalabasan yung passion namin,Lumalabas yung passion namin
Maliligtas pa ba niya ang dalawa niyang kapatid,Maliligtas pa ba niya ang dalawa niyang kapatid
Nanggigigil na pagtatapos nang aming source,Nanggigigil na pagtatapos ng aming source
Ano bang makukuha ko sa kaniya,Ano bang makukuha ko sa kaniya
Bukod sa karagdagang  Delta B,Bukod sa karagdagang  Delta B
Hindi siya inabutan ng bunso namin sasabihin ni Andrew,Hindi siya inabutan ng bunso namin sabi ni Andrew
Wala nang paguusap,Wala nang paguusap
Aniya hindi daw ito nakatutulong,Aniya hindi raw ito nakatutulong
Pero talaga nga bang niremove niya ni Janine,Pero talaga nga bang niremove siya ni Janine
Gusto ko din makipagsayawan saad niya,Gusto ko rin makipagsayawan saad niya
Pero sapat na para nila magbangayan,Pero sapat na para sila magbangayan
Siya na ba ang magsisiwalat ng sikreto ni Anna,Siya na ba ang magsisiwalat ng sikreto ni Anna
Hindi natin alam kung saan manggagaling sabi ni Romualdez,Hindi natin alam kung saan manggagaling sabi ni Romualdez
Si Josh pa mismo ang nagdrive nito,Si Josh pa mismo ang nagdrive nito
Walang pilitan dahilsa health crisis,Walang pilitan dahil sa health crisis
Kailangan mas mataas mataas,Kailangan mas mataas
NASUGATAN din ang isang sundalo habang nagpapalitan ng putok,Nasugatan din ang isang sundalo habang nagpapalitan ng putok
Nitong linggo nga kailangan namin magdecongest,Nitong linggo nga kailangan namin magdecongest
Pinuri rin nito ang matagumpay na operasyon ng PDEG,Pinuri din nito ang matagumpay na operasyon ng PDEG
Ipinagmamalaki ka ng bawat Pinoy,Ipinagmamalaki ka ng bawat Pinoy
Nakipagmeeting naagad ako,Nakipagmeeting na agad ako
KASI walangwala po talaga kaming pera,Kasi walangwala po talaga kaming pera
Kaya kung tutuusin nga wala nang issue IYAN,Kaya kung tutuusin nga wala nang issue iyan
Iyun angaming target,Iyun ang aming target
Nagkacry ako pero magisa,Nagkacry ako pero magisa
Hindi po ako nagsmirk,Hindi po ako nagsmirk
Matagal na rin naming hin di nakakausap si Romano,Matagal na rin naming hindi nakakausap si Romano
Mula rito ay hihindi na nakalapit ang Dallas,Mula rito ay hindi na nakalapit ang Dallas
Milyon ang mga nagexpired na gamot samantalang mayroong P,Milyon ang mga nagexpired na gamot samantalang mayroong P
Makipagusap kayo sa’kin kasi tutulungan ko kayo huwagkayong magalala,Makipagusap kayo sa’kin kasi tutulungan ko kayo huwag kayong magalala
Sa bilang yan  na ang patay,Sa bilang na yan  na ang patay
Jinggoy sinabi din ni Sen,Jinggoy sinabi rin ni Sen
Milyong doses mula Pfizer ikatlong kwarto,Milyong doses mula Pfizer sa ikatlong kwarto
bumaba ka diyan’”,Bumaba ka diyan’”
Pauwi na daw ang biktima nang mangyari ang pamamaril,Pauwi na raw ang biktima nang mangyari ang pamamaril
At saka nagbukas na din kami ng gym,At saka nagbukas na rin kami ng gym
Ang naitalang positivity rate sabuong bansa,Ang naitalang positivity rate sa buong bansa
Aabutin na sa lagpas ,Umaabot na sa lagpas 
Pakitangtao lang kanyang baitbaitan dahil mapagmalabis siya,Pakitangtao lang ang kanyang baitbaitan dahil mapagmalabis siya
Mas o kay na pakiramdam ko,Mas okay na pakiramdam ko
Nakakalokah ang babaeng yun ilusyunada,Nakakalokah ang babaeng yun ilusyunada
Hindi nila akalaing magagawa siya iyon,Hindi nila akalaing magagawa niya iyon
Very proud rin siya sa fiancé niyang si Jerome,Very proud din siya sa fiancé niyang si Jerome
Percent percent noong Hulyo,Percent noong Hulyo
Roon po sir sa taas nangyari yon,Doon po sir sa taas nangyari yon
Ito niya ang humabol,Ito siya ang humabol
Noong Marso  una dapat ilulunsad ang Everybody Sing,Noong Marso  una dapat ilulunsad ang Everybody Sing
Per liter angposibleng itaas sa presyo ng diesel,Per liter ang posibleng itaas sa presyo ng diesel
Tumakbo nila dahil nagising ako,Tumakbo sila dahil nagising ako
Dito nga ay naramdaman niya na safe siya,Dito nga ay naramdaman na niya na safe siya
Kahit anong galaw mo pinansin siya namamagnify siya,Kahit anong galaw mo napapansin siya namamagnify siya
Ako po ay doktora at gumagamit gumagamit ng generic,Ako po ay doktora at gumagamit ng generic
Narito ang KANIYANG naging winning answer,Narito ang kaniyang naging winning answer
Hindi nagbigay nang pahayag si Bangang,Hindi nagbigay ng pahayag si Bangang
Habang  player ang uwi ng tig P,Habang  player ang maguuwi ng tig P
Parasaaktresaytalagang mabigatangkanyangmgaemosyonsatuwingnagtetaping nang MMK“Lahat,Parasaaktresaytalagang mabigatangkanyangmgaemosyonsatuwingnagtetaping ng MMK“Lahat
Yung touch ni direk Chito ibang klase saad niya,Yung touch ni direk Chito ibang klase saad niya
Samantala gasolina naman ay matatapyasan ng P,Samantala ang gasolina naman ay matatapyasan ng P
Hindi ba napakadelikado,Hindi ba napakadelikado
Panalo ako siguradong makakapunta ako kasi nakakulong lang ako,Panalo ako siguradong makakapunta ako kasi nakakulong lang ako
Anila NG halos  milyong cellular subscribers sa bansa,Anila ng halos  milyong cellular subscribers sa bansa
Huwag NAMAN po dagdag ni Roque,Huwag naman po dagdag ni Roque
Si Juliana ang nagiisang anak nina Richard at Lucy,Si Juliana ang nagiisang anak nina Richard at Lucy
Nawalan ba nila ng interest sa kanilang mismong pelikula,Nawalan ba sila ng interest sa kanilang mismong pelikula
Target nilamakamit ang nasabing porsyento bago magtapos ng HulyoItoy,Target nila makamit ang nasabing porsyento bago magtapos ng HulyoItoy
Classmate ko ‘yung nanganak ng mayari no’n,Classmate ko ‘yung anak ng mayari no’n
Aniya masyado daw itong mataas,Aniya masyado raw itong mataas
Subukan mong kausapin parang pinakinggan din sila,Subukan mong kausapin parang nakikinig din sila
Maliliwanagan rin sa pelikula ang tinatawag na parallel universe,Maliliwanagan din sa pelikula ang tinatawag na parallel universe
Ah wala ba akong karapatang umiyak o malungkot,Ah wala ba akong karapatang umiyak o malungkot
Hindi kami ready dagdag ni Jen,Hindi kami ready dagdag ni Jen
Pero ilang seconds lang yun,Pero ilang seconds lang yun
 Ang naghihintay pa ng second dose, Ang naghihintay pa ng second dose
Ganito pala itchura natin dun hahahahaha,Ganito pala itchura natin dun hahahahaha
Ehkako wala namang pumapasok ditong ibang tao,Eh kako wala namang pumapasok ditong ibang tao
Sabi niya Hala anong nangyayari sa ‘yo,Sabi niya Hala anong nangyayari sa ‘yo
Bilyong home LOANS sa unang bahagi ng taong ,Bilyong home loans sa unang bahagi ng taong 
Actually hindi pa nga sila alam,Actually hindi pa nga nila alam
San Jose Tagaytay City Linggo Mayo ,San Jose Tagaytay City noong Linggo Mayo 
Wala PA bang planong kasal,Wala pa bang planong kasal
Ijust hope mangyari agad iyon sabi pa ni Gabby,I just hope mangyari na agad iyon sabi pa ni Gabby
Magsilbi din sana itong isang warning,Magsilbi rin sana itong isang warning
Ang laki ng binibigay sa akin ng concert tour,Ang laki nang binibigay sa akin ng concert tour
Humindi po tayo ang nagdecide po nun,Hindi po tayo ang nagdecide po nun
Nasuri niya sa monkeypox nito lang Huwebes July ,Nasuri siya sa monkeypox nito lang Huwebes July 
Normal ito mangyayari ito madalas anang electrical engineer,Normal ito nangyayari ito madalas anang electrical engineer
Mangyayari pa kaya,Mangyayari pa kaya
Ikaw langang maasahan ko,Ikaw lang ang maasahan ko
Sila rin naman kasi ang nagpapasimuno kaya sila hinuhusgahan,Sila rin naman kasi ang nagpapasimuno kaya sila hinuhusgahan
May pagkakahawig ba ang character siya sa real life,May pagkakahawig ba ang character niya sa real life
Gusto kong mamatay din siya,Gusto kong mamatay rin siya
HINDI raw siya ang unang nagnakaw sa apartment,Hindi raw siya ang unang nagnakaw sa apartment
