Pattern_ID,Hybrid_N-Gram,Frequency,Detailed_POS,Rough_POS,POS_Type
522684,NNC CCP JJD NNP CCP,4.0,NNC CCP JJD NNP CCP,.* .* .* .* .*,Only Detailed POS
522685,CCP JJD NNP CCP DTP,3.0,CCP JJD NNP CCP DTP,.* .* .* .* .*,Only Detailed POS
522686,JJD NNP CCP DTP NNP,3.0,JJD NNP CCP DTP NNP,.* .* .* .* .*,Only Detailed POS
522688,CCB PRI_CCP JJD_CCP DTCP NNC,2.0,CCB PRI_CCP JJD_CCP DTCP NNC,.* .* .* .* .*,Only Detailed POS
522689,PRI_CCP JJD_CCP DTCP NNC CCA,2.0,PRI_CCP JJD_CCP DTCP NNC CCA,.* .* .* .* .*,Only Detailed POS
522690,VBTR CCB PRI_CCP NNC CCP,3.0,VBTR CCB PRI_CCP NNC CCP,.* .* .* .* .*,Only Detailed POS
522692,CCB PRI_CCP NNC RBR CCT,8.0,CCB PRI_CCP NNC RBR CCT,.* .* .* .* .*,Only Detailed POS
522693,CCT NNP CCB NNC CCB,4.0,CCT NNP CCB NNC CCB,.* .* .* .* .*,Only Detailed POS
522694,DTCP NNC CCP VBTF CCT,6.0,DTCP NNC CCP VBTF CCT,.* .* .* .* .*,Only Detailed POS
522695,DTCP NNC RBR CCT PRSP_CCP,5.0,DTCP NNC RBR CCT PRSP_CCP,.* .* .* .* .*,Only Detailed POS
522696,RBR CCT PRSP_CCP DTCP NNC,4.0,RBR CCT PRSP_CCP DTCP NNC,.* .* .* .* .*,Only Detailed POS
522697,CCT PRSP_CCP DTCP NNC CCB,2.0,CCT PRSP_CCP DTCP NNC CCB,.* .* .* .* .*,Only Detailed POS
522698,PRSP_CCP DTCP NNC CCB NNC,5.0,PRSP_CCP DTCP NNC CCB NNC,.* .* .* .* .*,Only Detailed POS
522699,CCT CCT DTCP NNC CCP,19.0,CCT CCT DTCP NNC CCP,.* .* .* .* .*,Only Detailed POS
522700,NNC CCP NNC CCA CCT,1.0,NNC CCP NNC CCA CCT,.* .* .* .* .*,Only Detailed POS
522701,CCP NNC CCA CCT DTCP,4.0,CCP NNC CCA CCT DTCP,.* .* .* .* .*,Only Detailed POS
522702,CCT DTCP VBTF CCP NNC,12.0,CCT DTCP VBTF CCP NNC,.* .* .* .* .*,Only Detailed POS
522703,CCB VBTF RBI CCT NNC,2.0,CCB VBTF RBI CCT NNC,.* .* .* .* .*,Only Detailed POS
522704,VBTF RBI CCT NNC CCT,3.0,VBTF RBI CCT NNC CCT,.* .* .* .* .*,Only Detailed POS
522705,NNC CCT NNC CCP VBAF,4.0,NNC CCT NNC CCP VBAF,.* .* .* .* .*,Only Detailed POS
522706,CCT NNC CCP VBAF CCT,5.0,CCT NNC CCP VBAF CCT,.* .* .* .* .*,Only Detailed POS
522707,VBAF CCT PRI_CCP NNC CCP,11.0,VBAF CCT PRI_CCP NNC CCP,.* .* .* .* .*,Only Detailed POS
522708,VBTR CCT DTCP NNC_CCP VBTR,2.0,VBTR CCT DTCP NNC_CCP VBTR,.* .* .* .* .*,Only Detailed POS
522710,VBTR CCT CCT DTCP NNC_CCP,2.0,VBTR CCT CCT DTCP NNC_CCP,.* .* .* .* .*,Only Detailed POS
522711,CCT CCT DTCP NNC_CCP JJD,7.0,CCT CCT DTCP NNC_CCP JJD,.* .* .* .* .*,Only Detailed POS
522712,VBTS CCB NNC CCP NNC,8.0,VBTS CCB NNC CCP NNC,.* .* .* .* .*,Only Detailed POS
522713,NNC CCB VBW CCB DTCP,9.0,NNC CCB VBW CCB DTCP,.* .* .* .* .*,Only Detailed POS
522714,CCB VBW CCB DTCP NNC,10.0,CCB VBW CCB DTCP NNC,.* .* .* .* .*,Only Detailed POS
522718,VBTR CCT NNC CCB JJN,4.0,VBTR CCT NNC CCB JJN,.* .* .* .* .*,Only Detailed POS
522719,CCT NNP NNP CCP VBAF,3.0,CCT NNP NNP CCP VBAF,.* .* .* .* .*,Only Detailed POS
522720,CCP VBS PRP_CCP VBAF CCT,1.0,CCP VBS PRP_CCP VBAF CCT,.* .* .* .* .*,Only Detailed POS
522721,PRP_CCP VBAF CCT NNC CCP,2.0,PRP_CCP VBAF CCT NNC CCP,.* .* .* .* .*,Only Detailed POS
522723,DTC CDB LM VBAF CCB,2.0,DTC CDB .* VBAF CCB,.* .* .* .* .*,Only Detailed POS
522724,CCA DTC JJN_CCP NNC CCB,2.0,CCA DTC JJN_CCP NNC CCB,.* .* .* .* .*,Only Detailed POS
522725,DTC JJN_CCP NNC CCB JJN,3.0,DTC JJN_CCP NNC CCB JJN,.* .* .* .* .*,Only Detailed POS
522726,JJN CCP NNC CCB NNP,5.0,JJN CCP NNC CCB NNP,.* .* .* .* .*,Only Detailed POS
522728,NNP DTC JJCS_JJD_CCP NNC CCT,3.0,NNP DTC JJCS_JJD_CCP NNC CCT,.* .* .* .* .*,Only Detailed POS
522729,JJCS_JJD_CCP NNC CCT NNC CCP,3.0,JJCS_JJD_CCP NNC CCT NNC CCP,.* .* .* .* .*,Only Detailed POS
522730,DTC PRI_CCP JJD_CCP NNC LM,23.0,DTC PRI_CCP JJD_CCP NNC .*,.* .* .* .* .*,Only Detailed POS
522731,NNC CCT NNC RBW_CCP VBTS_CCP,1.0,NNC CCT NNC RBW_CCP VBTS_CCP,.* .* .* .* .*,Only Detailed POS
522732,VBTS CCP VBOF CCT NNC,2.0,VBTS CCP VBOF CCT NNC,.* .* .* .* .*,Only Detailed POS
522733,JJN_CCP NNC CCT CCT NNC,4.0,JJN_CCP NNC CCT CCT NNC,.* .* .* .* .*,Only Detailed POS
522734,DTCP NNC CCT NNC PRO,4.0,DTCP NNC CCT NNC PRO,.* .* .* .* .*,Only Detailed POS
522735,NNC PRO CCT NNC CCP,3.0,NNC PRO CCT NNC CCP,.* .* .* .* .*,Only Detailed POS
522736,CCT NNC CCP VBTS DTP,3.0,CCT NNC CCP VBTS DTP,.* .* .* .* .*,Only Detailed POS
522737,NNP CCT NNP_CCP NNP CCA,3.0,NNP CCT NNP_CCP NNP CCA,.* .* .* .* .*,Only Detailed POS
522738,CCT NNP_CCP NNP CCA CCT,2.0,CCT NNP_CCP NNP CCA CCT,.* .* .* .* .*,Only Detailed POS
522739,CDB CCP NNC CCP VBOF,2.0,CDB CCP NNC CCP VBOF,.* .* .* .* .*,Only Detailed POS
522740,NNC CCP VBOF CCT CCR,2.0,NNC CCP VBOF CCT CCR,.* .* .* .* .*,Only Detailed POS
522743,CCB CDB CCP NNC DTC,2.0,CCB CDB CCP NNC DTC,.* .* .* .* .*,Only Detailed POS
522745,PRSP_CCP NNC CCT CCT PRI_CCP,2.0,PRSP_CCP NNC CCT CCT PRI_CCP,.* .* .* .* .*,Only Detailed POS
522746,PRI_CCP NNC CCT NNP CCB,6.0,PRI_CCP NNC CCT NNP CCB,.* .* .* .* .*,Only Detailed POS
522747,NNC CCT NNP CCB RBW,5.0,NNC CCT NNP CCB RBW,.* .* .* .* .*,Only Detailed POS
522748,NNC DTC VBTS DTP NNP,3.0,NNC DTC VBTS DTP NNP,.* .* .* .* .*,Only Detailed POS
522749,DTC VBTS DTP NNP CCP,2.0,DTC VBTS DTP NNP CCP,.* .* .* .* .*,Only Detailed POS
522750,DTP NNP CCP DTC NNC,25.0,DTP NNP CCP DTC NNC,.* .* .* .* .*,Only Detailed POS
522751,NNP CCP DTC NNC CCT,8.0,NNP CCP DTC NNC CCT,.* .* .* .* .*,Only Detailed POS
522752,CCB DTCP NNC LM VBH,9.0,CCB DTCP NNC .* VBH,.* .* .* .* .*,Only Detailed POS
522753,LM VBH NNC CCP VBAF,4.0,.* VBH NNC CCP VBAF,.* .* .* .* .*,Only Detailed POS
522754,VBH NNC CCP VBAF CCB,2.0,VBH NNC CCP VBAF CCB,.* .* .* .* .*,Only Detailed POS
522755,NNC CCP VBAF CCB NNC,16.0,NNC CCP VBAF CCB NNC,.* .* .* .* .*,Only Detailed POS
522756,NNC CCP VBTS PRO CCP,1.0,NNC CCP VBTS PRO CCP,.* .* .* .* .*,Only Detailed POS
522757,NNC CCA VBH NNC CCP,4.0,NNC CCA VBH NNC CCP,.* .* .* .* .*,Only Detailed POS
522758,NNPA NNP LM VBTS DTC,3.0,NNPA NNP .* VBTS DTC,.* .* .* .* .*,Only Detailed POS
522759,VBTS DTC DTCP NNC LM,75.0,VBTS DTC DTCP NNC .*,.* .* .* .* .*,Only Detailed POS
522761,PRQ_CCP NNC CCB DTCP NNC,3.0,PRQ_CCP NNC CCB DTCP NNC,.* .* .* .* .*,Only Detailed POS
522763,NNP LM VBTS CCT VBW,6.0,NNP .* VBTS CCT VBW,.* .* .* .* .*,Only Detailed POS
522764,VBTS CCT VBW CCB CDB,3.0,VBTS CCT VBW CCB CDB,.* .* .* .* .*,Only Detailed POS
522765,CCT VBW CCB CDB NNC,3.0,CCT VBW CCB CDB NNC,.* .* .* .* .*,Only Detailed POS
522766,CDB NNC CCP NNC CCT,9.0,CDB NNC CCP NNC CCT,.* .* .* .* .*,Only Detailed POS
522768,CCB NNP CCA VBTS CCP,1.0,CCB NNP CCA VBTS CCP,.* .* .* .* .*,Only Detailed POS
522769,VBTS CCP VBTR CCB NNP,2.0,VBTS CCP VBTR CCB NNP,.* .* .* .* .*,Only Detailed POS
522770,VBTR CCB NNP NNP DTC,6.0,VBTR CCB NNP NNP DTC,.* .* .* .* .*,Only Detailed POS
522771,CCB NNP NNP DTC PRSP_CCP,2.0,CCB NNP NNP DTC PRSP_CCP,.* .* .* .* .*,Only Detailed POS
522772,NNP NNP DTC PRSP_CCP JJD_CCP,1.0,NNP NNP DTC PRSP_CCP JJD_CCP,.* .* .* .* .*,Only Detailed POS
522773,NNP DTC PRSP_CCP JJD_CCP NNC,2.0,NNP DTC PRSP_CCP JJD_CCP NNC,.* .* .* .* .*,Only Detailed POS
522774,DTC PRSP_CCP JJD_CCP NNC RBW_CCP,2.0,DTC PRSP_CCP JJD_CCP NNC RBW_CCP,.* .* .* .* .*,Only Detailed POS
522775,NNC RBW_CCP NNP CCP VBH,1.0,NNC RBW_CCP NNP CCP VBH,.* .* .* .* .*,Only Detailed POS
522776,RBW_CCP NNP CCP VBH CDB,1.0,RBW_CCP NNP CCP VBH CDB,.* .* .* .* .*,Only Detailed POS
522777,NNC LM VBTS CCP VBH,6.0,NNC .* VBTS CCP VBH,.* .* .* .* .*,Only Detailed POS
522778,CCB PRQ_CCP NNC CCB NNC,5.0,CCB PRQ_CCP NNC CCB NNC,.* .* .* .* .*,Only Detailed POS
522779,PRQ_CCP NNC CCB NNC CCT,2.0,PRQ_CCP NNC CCB NNC CCT,.* .* .* .* .*,Only Detailed POS
522780,NNC DTP NNP NNP CCB,14.0,NNC DTP NNP NNP CCB,.* .* .* .* .*,Only Detailed POS
522781,DTP NNP NNP CCB DTC,6.0,DTP NNP NNP CCB DTC,.* .* .* .* .*,Only Detailed POS
522782,NNC LM VBTS DTP NNP,39.0,NNC .* VBTS DTP NNP,.* .* .* .* .*,Only Detailed POS
522783,DTP NNP NNP CCP VBW,6.0,DTP NNP NNP CCP VBW,.* .* .* .* .*,Only Detailed POS
522784,NNP CCP VBW CCT NNC,4.0,NNP CCP VBW CCT NNC,.* .* .* .* .*,Only Detailed POS
522785,CCB NNC CCA VBTS NNC,2.0,CCB NNC CCA VBTS NNC,.* .* .* .* .*,Only Detailed POS
522786,NNC NNC CCT FW CCB,8.0,NNC NNC CCT .* CCB,.* .* .* .* .*,Only Detailed POS
522787,NNC CCT FW CCB NNP,361.0,NNC CCT .* CCB NNP,.* .* .* .* .*,Only Detailed POS
522788,NNP DTC NNC CCP VBH,3.0,NNP DTC NNC CCP VBH,.* .* .* .* .*,Only Detailed POS
522789,DTC NNC CCP VBH CDB,3.0,DTC NNC CCP VBH CDB,.* .* .* .* .*,Only Detailed POS
522791,DTC NNP NNC CCT NNP,2.0,DTC NNP NNC CCT NNP,.* .* .* .* .*,Only Detailed POS
522792,NNP NNC CCT NNP CCA,2.0,NNP NNC CCT NNP CCA,.* .* .* .* .*,Only Detailed POS
522793,NNP LM RBL JJD_CCP NNC,7.0,NNP .* RBL JJD_CCP NNC,.* .* .* .* .*,Only Detailed POS
522795,CCT PRI_CCP VBTS CCT NNC,2.0,CCT PRI_CCP VBTS CCT NNC,.* .* .* .* .*,Only Detailed POS
522796,PRI_CCP VBTS CCT NNC CCP,2.0,PRI_CCP VBTS CCT NNC CCP,.* .* .* .* .*,Only Detailed POS
522797,NNC CCP NNC CCT DTCP,7.0,NNC CCP NNC CCT DTCP,.* .* .* .* .*,Only Detailed POS
522798,NNC CCT DTCP NNC RBW_CCP,3.0,NNC CCT DTCP NNC RBW_CCP,.* .* .* .* .*,Only Detailed POS
522799,CCT DTCP NNC RBW_CCP NNP,5.0,CCT DTCP NNC RBW_CCP NNP,.* .* .* .* .*,Only Detailed POS
522800,DTCP NNC RBW_CCP NNP CCT,3.0,DTCP NNC RBW_CCP NNP CCT,.* .* .* .* .*,Only Detailed POS
522802,RBL CCT NNP RBW_CCP NNP,3.0,RBL CCT NNP RBW_CCP NNP,.* .* .* .* .*,Only Detailed POS
522803,CCT NNP RBW_CCP NNP CCP,5.0,CCT NNP RBW_CCP NNP CCP,.* .* .* .* .*,Only Detailed POS
522804,NNP RBW_CCP NNP CCP VBTS,2.0,NNP RBW_CCP NNP CCP VBTS,.* .* .* .* .*,Only Detailed POS
522805,RBW_CCP NNP CCP VBTS CCP,1.0,RBW_CCP NNP CCP VBTS CCP,.* .* .* .* .*,Only Detailed POS
522806,VBTS CCP VBTS DTC DTCP,3.0,VBTS CCP VBTS DTC DTCP,.* .* .* .* .*,Only Detailed POS
522807,CCP VBTS DTC DTCP NNC,10.0,CCP VBTS DTC DTCP NNC,.* .* .* .* .*,Only Detailed POS
522808,CCP DTC DTCP VBTS CCT,2.0,CCP DTC DTCP VBTS CCT,.* .* .* .* .*,Only Detailed POS
522809,CCT NNP LM JJD CCP,9.0,CCT NNP .* JJD CCP,.* .* .* .* .*,Only Detailed POS
522810,VBTS CCB NNC CCP VBTS,6.0,VBTS CCB NNC CCP VBTS,.* .* .* .* .*,Only Detailed POS
522811,NNC_CCP NNC CCA NNC CCB,3.0,NNC_CCP NNC CCA NNC CCB,.* .* .* .* .*,Only Detailed POS
522812,NNC CCB NNP LM DTC,105.0,NNC CCB NNP .* DTC,.* .* .* .* .*,Only Detailed POS
522813,CCB NNP LM DTC NNC,65.0,CCB NNP .* DTC NNC,.* .* .* .* .*,Only Detailed POS
522814,LM DTC NNC RBR CCT,16.0,.* DTC NNC RBR CCT,.* .* .* .* .*,Only Detailed POS
522815,DTC NNC RBR CCT NNC,6.0,DTC NNC RBR CCT NNC,.* .* .* .* .*,Only Detailed POS
522816,NNC CCT NNP LM RBD_CCP,1.0,NNC CCT NNP .* RBD_CCP,.* .* .* .* .*,Only Detailed POS
522817,NNP LM RBD_CCP VBOF DTC,10.0,NNP .* RBD_CCP VBOF DTC,.* .* .* .* .*,Only Detailed POS
522819,CCB NNC CCA DTCP NNC_CCP,1.0,CCB NNC CCA DTCP NNC_CCP,.* .* .* .* .*,Only Detailed POS
522820,NNC CCA DTCP NNC_CCP JJD,5.0,NNC CCA DTCP NNC_CCP JJD,.* .* .* .* .*,Only Detailed POS
522821,DTC NNC RBL CCT VBTS_CCP,1.0,DTC NNC RBL CCT VBTS_CCP,.* .* .* .* .*,Only Detailed POS
522822,CCT VBTS_CCP JJD_CCP NNC CCP,2.0,CCT VBTS_CCP JJD_CCP NNC CCP,.* .* .* .* .*,Only Detailed POS
522823,CDB CCB NNP CCT CCT,3.0,CDB CCB NNP CCT CCT,.* .* .* .* .*,Only Detailed POS
522826,RBR CCT NNC CCP DTC,2.0,RBR CCT NNC CCP DTC,.* .* .* .* .*,Only Detailed POS
522827,NNC CCT NNC LM RBM,5.0,NNC CCT NNC .* RBM,.* .* .* .* .*,Only Detailed POS
522828,NNC LM RBM VBW CCT,17.0,NNC .* RBM VBW CCT,.* .* .* .* .*,Only Detailed POS
522830,NNP DTC NNC CCT CCT,6.0,NNP DTC NNC CCT CCT,.* .* .* .* .*,Only Detailed POS
522831,CCT NNC DTP NNP CCT,9.0,CCT NNC DTP NNP CCT,.* .* .* .* .*,Only Detailed POS
522832,NNC CCP DTC NNC DTP,2.0,NNC CCP DTC NNC DTP,.* .* .* .* .*,Only Detailed POS
522833,CCP DTC NNC DTP NNP,9.0,CCP DTC NNC DTP NNP,.* .* .* .* .*,Only Detailed POS
522834,DTP NNP CCT NNP LM,16.0,DTP NNP CCT NNP .*,.* .* .* .* .*,Only Detailed POS
522835,NNP LM VBTS CCB NNC_CCP,10.0,NNP .* VBTS CCB NNC_CCP,.* .* .* .* .*,Only Detailed POS
522836,LM VBTS CCB NNC_CCP NNC,9.0,.* VBTS CCB NNC_CCP NNC,.* .* .* .* .*,Only Detailed POS
522837,VBTS CCB NNC_CCP NNC CCP,3.0,VBTS CCB NNC_CCP NNC CCP,.* .* .* .* .*,Only Detailed POS
522838,NNC CCB DTCP JJD NNP,2.0,NNC CCB DTCP JJD NNP,.* .* .* .* .*,Only Detailed POS
522839,CCR PRO LM VBTS CCT,4.0,CCR PRO .* VBTS CCT,.* .* .* .* .*,Only Detailed POS
522840,CCP JJD CCP VBTS CCT,16.0,CCP JJD CCP VBTS CCT,.* .* .* .* .*,Only Detailed POS
522841,CCP VBOF DTC PRI_CCP JJD,3.0,CCP VBOF DTC PRI_CCP JJD,.* .* .* .* .*,Only Detailed POS
522842,VBOF DTC PRI_CCP JJD CCP,2.0,VBOF DTC PRI_CCP JJD CCP,.* .* .* .* .*,Only Detailed POS
522843,PRI_CCP JJD CCP JJD_CCP NNC,2.0,PRI_CCP JJD CCP JJD_CCP NNC,.* .* .* .* .*,Only Detailed POS
522845,VBOF CCT CCT NNC CCA,1.0,VBOF CCT CCT NNC CCA,.* .* .* .* .*,Only Detailed POS
522846,CCT NNC CCA VBW CCB,2.0,CCT NNC CCA VBW CCB,.* .* .* .* .*,Only Detailed POS
522847,NNC CCA VBW CCB NNC,4.0,NNC CCA VBW CCB NNC,.* .* .* .* .*,Only Detailed POS
522848,CCA VBW CCB NNC CCT,4.0,CCA VBW CCB NNC CCT,.* .* .* .* .*,Only Detailed POS
522850,DTCP NNC RBL CCT PRI_CCP,5.0,DTCP NNC RBL CCT PRI_CCP,.* .* .* .* .*,Only Detailed POS
522851,PRI_CCP NNC_CCP VBW CCT NNC,2.0,PRI_CCP NNC_CCP VBW CCT NNC,.* .* .* .* .*,Only Detailed POS
522852,VBTS CCB NNP NNP RBL,0.0,VBTS CCB NNP NNP RBL,.* .* .* .* .*,Only Detailed POS
522854,VBOF CCT NNC DTP NNP,1.0,VBOF CCT NNC DTP NNP,.* .* .* .* .*,Only Detailed POS
522855,CCT NNC DTP NNP DTC,0.0,CCT NNC DTP NNP DTC,.* .* .* .* .*,Only Detailed POS
522856,NNC DTP NNP DTC NNC,4.0,NNC DTP NNP DTC NNC,.* .* .* .* .*,Only Detailed POS
522857,PRI LM RBF VBTS CCB,1.0,PRI .* RBF VBTS CCB,.* .* .* .* .*,Only Detailed POS
522858,CCB NNP CCP DTC NNP,7.0,CCB NNP CCP DTC NNP,.* .* .* .* .*,Only Detailed POS
522859,CCT NNC CCT PRI CCB,1.0,CCT NNC CCT PRI CCB,.* .* .* .* .*,Only Detailed POS
522860,NNC CCT PRI CCB JJD_CCP,2.0,NNC CCT PRI CCB JJD_CCP,.* .* .* .* .*,Only Detailed POS
522864,JJD CCP VBTR CCB DTCP,3.0,JJD CCP VBTR CCB DTCP,.* .* .* .* .*,Only Detailed POS
522866,JJN CCT PRI_CCP NNC CCP,1.0,JJN CCT PRI_CCP NNC CCP,.* .* .* .* .*,Only Detailed POS
522867,CCP VBH CDB NNC CCP,1.0,CCP VBH CDB NNC CCP,.* .* .* .* .*,Only Detailed POS
522868,LM DTC JJCS_JJD_CCP NNC CCB,12.0,.* DTC JJCS_JJD_CCP NNC CCB,.* .* .* .* .*,Only Detailed POS
522869,DTC VBTR CCB NNC CCP,1.0,DTC VBTR CCB NNC CCP,.* .* .* .* .*,Only Detailed POS
522870,DTC DTCP NNC CCP NNC,12.0,DTC DTCP NNC CCP NNC,.* .* .* .* .*,Only Detailed POS
522871,NNC CCB DTCP NNP LM,54.0,NNC CCB DTCP NNP .*,.* .* .* .* .*,Only Detailed POS
522872,CCP NNC JJD CCB NNC,10.0,CCP NNC JJD CCB NNC,.* .* .* .* .*,Only Detailed POS
522873,CCB DTCP NNC LM VBTR_CCP,4.0,CCB DTCP NNC .* VBTR_CCP,.* .* .* .* .*,Only Detailed POS
522874,NNC LM VBTR_CCP VBTF CCT,4.0,NNC .* VBTR_CCP VBTF CCT,.* .* .* .* .*,Only Detailed POS
522875,RBR CCT PRI_CCP NNC CCP,3.0,RBR CCT PRI_CCP NNC CCP,.* .* .* .* .*,Only Detailed POS
522876,JJD_CCP NNC NNC CCB NNP,1.0,JJD_CCP NNC NNC CCB NNP,.* .* .* .* .*,Only Detailed POS
522877,DTC DTCP NNC CCA DTC,22.0,DTC DTCP NNC CCA DTC,.* .* .* .* .*,Only Detailed POS
522878,DTC VBW CCB DTCP NNC,4.0,DTC VBW CCB DTCP NNC,.* .* .* .* .*,Only Detailed POS
522879,CCB NNC CCT NNC CCA,26.0,CCB NNC CCT NNC CCA,.* .* .* .* .*,Only Detailed POS
522880,CCA CCP DTC DTCP NNC,2.0,CCA CCP DTC DTCP NNC,.* .* .* .* .*,Only Detailed POS
522881,NNC CCA NNC CCT DTCP,10.0,NNC CCA NNC CCT DTCP,.* .* .* .* .*,Only Detailed POS
522883,CCB CCT DTCP JJD_CCP NNC,4.0,CCB CCT DTCP JJD_CCP NNC,.* .* .* .* .*,Only Detailed POS
522884,CCT DTCP JJD_CCP NNC DTC,4.0,CCT DTCP JJD_CCP NNC DTC,.* .* .* .* .*,Only Detailed POS
522885,NNC DTC NNC_CCP JJD CCT,1.0,NNC DTC NNC_CCP JJD CCT,.* .* .* .* .*,Only Detailed POS
522886,VBOF CCT DTCP NNC DTC,1.0,VBOF CCT DTCP NNC DTC,.* .* .* .* .*,Only Detailed POS
522887,CCT DTCP NNC DTC NNC,2.0,CCT DTCP NNC DTC NNC,.* .* .* .* .*,Only Detailed POS
522888,VBTS CCT JJD RBI CCB,1.0,VBTS CCT JJD RBI CCB,.* .* .* .* .*,Only Detailed POS
522889,RBI CCB NNC CCB NNPA,1.0,RBI CCB NNC CCB NNPA,.* .* .* .* .*,Only Detailed POS
522890,NNC CCB NNPA CCP VBOF,3.0,NNC CCB NNPA CCP VBOF,.* .* .* .* .*,Only Detailed POS
522891,CCT VBOF DTC NNC CCT,4.0,CCT VBOF DTC NNC CCT,.* .* .* .* .*,Only Detailed POS
522892,DTC NNP NNP LM RBD_CCP,4.0,DTC NNP NNP .* RBD_CCP,.* .* .* .* .*,Only Detailed POS
522893,VBOF CCB NNC_CCP NNP DTC,2.0,VBOF CCB NNC_CCP NNP DTC,.* .* .* .* .*,Only Detailed POS
522894,CCB NNC_CCP NNP DTC NNC,2.0,CCB NNC_CCP NNP DTC NNC,.* .* .* .* .*,Only Detailed POS
522895,NNC CCT NNC CCP DTC,14.0,NNC CCT NNC CCP DTC,.* .* .* .* .*,Only Detailed POS
522896,NNC_CCP NNP CCA VBTS CCB,1.0,NNC_CCP NNP CCA VBTS CCB,.* .* .* .* .*,Only Detailed POS
522897,CCT PRI_CCP NNC CCP VBTF,5.0,CCT PRI_CCP NNC CCP VBTF,.* .* .* .* .*,Only Detailed POS
522898,PRI_CCP NNC CCP VBTF CCT,5.0,PRI_CCP NNC CCP VBTF CCT,.* .* .* .* .*,Only Detailed POS
522899,CCP VBTF CCT JJD_CCP NNC,5.0,CCP VBTF CCT JJD_CCP NNC,.* .* .* .* .*,Only Detailed POS
522900,CCT JJD_CCP NNC CCT CCT,9.0,CCT JJD_CCP NNC CCT CCT,.* .* .* .* .*,Only Detailed POS
522901,NNP LM VBTS CCB RBF,4.0,NNP .* VBTS CCB RBF,.* .* .* .* .*,Only Detailed POS
522902,LM VBTS CCB RBF JJD_CCP,3.0,.* VBTS CCB RBF JJD_CCP,.* .* .* .* .*,Only Detailed POS
522903,VBTS DTC NNC LM VBTS,7.0,VBTS DTC NNC .* VBTS,.* .* .* .* .*,Only Detailed POS
522904,LM VBTS CCB RBF VBTF,3.0,.* VBTS CCB RBF VBTF,.* .* .* .* .*,Only Detailed POS
522905,VBTS CCB RBF VBTF CCT,3.0,VBTS CCB RBF VBTF CCT,.* .* .* .* .*,Only Detailed POS
522906,PRI_CCP NNC CCT JJD CCP,4.0,PRI_CCP NNC CCT JJD CCP,.* .* .* .* .*,Only Detailed POS
522907,VBW CCB PRI_CCP NNC CCP,4.0,VBW CCB PRI_CCP NNC CCP,.* .* .* .* .*,Only Detailed POS
522908,NNP CCP VBTS CCT NNC_CCP,3.0,NNP CCP VBTS CCT NNC_CCP,.* .* .* .* .*,Only Detailed POS
522909,VBTS CCT NNC_CCP DTC NNC,1.0,VBTS CCT NNC_CCP DTC NNC,.* .* .* .* .*,Only Detailed POS
522911,CCP NNC CCA NNC LM,82.0,CCP NNC CCA NNC .*,.* .* .* .* .*,Only Detailed POS
522912,NNC CCA NNC LM VBTS,15.0,NNC CCA NNC .* VBTS,.* .* .* .* .*,Only Detailed POS
522913,RBL CCT NNP RBW_CCP CDB,3.0,RBL CCT NNP RBW_CCP CDB,.* .* .* .* .*,Only Detailed POS
522914,CCT NNP RBW_CCP CDB CCA,3.0,CCT NNP RBW_CCP CDB CCA,.* .* .* .* .*,Only Detailed POS
522916,DTCP NNC CCP DTC JJD_CCP,3.0,DTCP NNC CCP DTC JJD_CCP,.* .* .* .* .*,Only Detailed POS
522917,NNC LM VBTS CCT PRSP,37.0,NNC .* VBTS CCT PRSP,.* .* .* .* .*,Only Detailed POS
522918,LM VBTS CCT PRSP CCB,9.0,.* VBTS CCT PRSP CCB,.* .* .* .* .*,Only Detailed POS
522919,VBTS CCT PRSP CCB NNC,5.0,VBTS CCT PRSP CCB NNC,.* .* .* .* .*,Only Detailed POS
522920,CCT PRSP CCB NNC CCB,1.0,CCT PRSP CCB NNC CCB,.* .* .* .* .*,Only Detailed POS
522921,JJD CCA DTCP NNC CCB,2.0,JJD CCA DTCP NNC CCB,.* .* .* .* .*,Only Detailed POS
522923,VBAF DTP NNP NNP CCT,6.0,VBAF DTP NNP NNP CCT,.* .* .* .* .*,Only Detailed POS
522924,NNP CCT NNP_CCP NNP CCB,5.0,NNP CCT NNP_CCP NNP CCB,.* .* .* .* .*,Only Detailed POS
522925,NNP_CCP NNP CCB NNP CCT,11.0,NNP_CCP NNP CCB NNP CCT,.* .* .* .* .*,Only Detailed POS
522926,NNC CCT NNP NNPA CCA,2.0,NNC CCT NNP NNPA CCA,.* .* .* .* .*,Only Detailed POS
522927,VBTS CCT NNC CCB PRSP_CCP,4.0,VBTS CCT NNC CCB PRSP_CCP,.* .* .* .* .*,Only Detailed POS
522928,DTC PRI NNC CCB NNP,1.0,DTC PRI NNC CCB NNP,.* .* .* .* .*,Only Detailed POS
522929,VBTS CCP DTC NNC CCP,4.0,VBTS CCP DTC NNC CCP,.* .* .* .* .*,Only Detailed POS
522930,DTC NNC CCP NNC DTP,6.0,DTC NNC CCP NNC DTP,.* .* .* .* .*,Only Detailed POS
522931,NNC CCP NNC DTP NNP,14.0,NNC CCP NNC DTP NNP,.* .* .* .* .*,Only Detailed POS
522932,CCP CCT CCT CCB NNC,1.0,CCP CCT CCT CCB NNC,.* .* .* .* .*,Only Detailed POS
522933,VBTS CCT PRSP_CCP NNC CCT,14.0,VBTS CCT PRSP_CCP NNC CCT,.* .* .* .* .*,Only Detailed POS
