Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions
"Palaging sinasabi ng nanay ko na dapat ganon daw yung hanapin mo, ‘yung parang madali lang.","Palaging sinasabi ng nanay ko na dapat ganon daw yung hanapin mo, ‘yung parang madali lang.","Palaging sinasabi ng nanay ko na dapat ganon daw yung hanapin mo, ‘yung parang marali lang.",[],{}
Nagustuhan naman siya ni mayamang businessman hanggang sa nagkarelasyon dahil kinarir naman daw talaga ni actress/TV host.,Nagustuhan naman siya ni mayamang businessman hanggang sa nagkarelasyon dahil kinarir naman daw talaga ni actress/TV host.,Nagustuhan naman siya ni mayamang businessman hanggang sa nagkarelasyon dahil inari naman daw talaga ni actress/TV host.,['kinarir'],"{'kinarir': ['kinarit', 'binaril', 'inari', 'inarira', 'kinabi']}"
At mag-uumpisa ang isang adventure na hindi nila makakalimutan.,At mag-uumpisa ang isang adventure na hindi nila makakalimutan.,At mag-uumpisa ang isang adventure na hindi nila makakalimutan.,[],{}
May ilang pagkakataon ding natamaan ng itak at nasugatan si Allan sa kaniyang pagtutuba.,May ilang pagkakataon ding natamaan ng itak at nasugatan si Allan sa kaniyang pagtutuba.,May ilang pagkakataon ding natamaan ng itak at nasugatan si alwan sa kaniyang magtutubo.,"['Allan', 'pagtutuba']","{'Allan': ['alan', 'aluan', 'alwan', 'illan', 'aala'], 'pagtutuba': ['pagtutubo', 'magtutubal', 'magtutubo', 'magtutumba', 'nagtutubal']}"
"Ayon kay Jillian, gusto niyang sulitin ang special moment bago siya maging ganap nang dalaga sa edad 18 sa susunod na taon.","Ayon kay Jillian, gusto niyang sulitin ang special moment bago siya maging ganap nang dalaga sa edad 18 sa susunod na taon.","Ayon kay iiklian, gusto niyang sulitin ang special moment bago siya maging ganap nang dalaga sa edad ag sa susunod na taon.","['Jillian', '18']","{'Jillian': ['billion', 'hilian', 'iiklian', 'iklian', 'illan'], '18': ['ab', 'ad', 'ag', 'ah', 'ak']}"
"Sa ulat ng GMA Regional TV Balitang Bicolandia, na mapapanood din sa GMA News Feed, makikita ang sigawan ng ilang residente dahil sa pag-akyat ng naturang lalaki, na kinukumbinsi rin ng iba pang kalalakihan na bumaba na para sa kaniyang kaligtasan.","Sa ulat ng GMA Regional TV Balitang Bicolandia, na mapapanood din sa GMA News Feed, makikita ang sigawan ng ilang residente dahil sa pag-akyat ng naturang lalaki, na kinukumbinsi rin ng iba pang kalalakihan na bumaba na para sa kaniyang kaligtasan.","Sa ulat ng gia Regional TV Balitang bigland, na mapapanood din sa gia News Feed, makikita ang sigawan ng ilang residente dahil sa pag-akyat ng naturang lalaki, na kinukumbinsi rin ng iba pang kalalakihan na bumaba na para sa kaniyang kaligtasan.","['GMA', 'Bicolandia', 'GMA']","{'GMA': ['ama', 'ga', 'gia', 'goma', 'gra'], 'Bicolandia': ['balandra', 'bibilangin', 'bigland', 'bilada', 'bilangin']}"
Mayroon akong plano but hindi ko pa alam kung kailan.,Mayroon akong plano but hindi ko pa alam kung kailan.,Mayroon akong plano but hindi ko pa alam kung kailan.,[],{}
"Sa Salt Lake City, isinalpak ni Rudy Gobert ang isang alley-oop dunk sa huling 11.0.","Sa Salt Lake City, isinalpak ni Rudy Gobert ang isang alley-oop dunk sa huling 11.0.","Sa Salt Lake City, isinala ni body goers ang isang aalay-loop duak sa huling ag.d.","['isinalpak', 'Rudy', 'Gobert', 'alley', 'oop', 'dunk', '11', '0']","{'isinalpak': ['isinalpok', 'isinaksak', 'isinala', 'isinalab', 'isinalok'], 'Rudy': ['rude', 'andy', 'body', 'buay', 'buddy'], 'Gobert': ['covert', 'gobyero', 'goers', 'gotera', 'kober'], 'alley': ['ally', 'valley', 'aalay', 'able', 'alalay'], 'oop': ['coop', 'cop', 'loop', 'oo', 'op'], 'dunk': ['bunk', 'drunk', 'duak', 'duck', 'dun'], '11': ['ab', 'ad', 'ag', 'ah', 'ak'], '0': ['b', 'c', 'd', 'e', 'f']}"
Paalala pa ni Reyes sa mga nag-aalaga ng baboy na dalhin sa veterinary clinic kapag nakitaan ng sintomas ng sakit at kapag nagpositibo sa ASF ay makabubuting patayin at ilibing kaagad.,Paalala pa ni Reyes sa mga nag-aalaga ng baboy na dalhin sa veterinary clinic kapag nakitaan ng sintomas ng sakit at kapag nagpositibo sa ASF ay makabubuting patayin at ilibing kaagad.,Paalala pa ni ayes sa mga nag-aalaga ng baboy na dalhin sa veterinary clinic kapag nakitaan ng sintomas ng sakit at kapag nagpositibo sa as ay makabubuting patayin at ilibing kaagad.,"['Reyes', 'ASF']","{'Reyes': ['eyes', 'aretes', 'ayes', 'beses', 'diyes'], 'ASF': ['abf', 'anf', 'as', 'asa', 'ash']}"
Dadalhin din nina KZ Tandingan at Yeng Constantino ang live musical experience sa mga tahanan sa kani-kanilang digital concerts.,Dadalhin din nina KZ Tandingan at Yeng Constantino ang live musical experience sa mga tahanan sa kani-kanilang digital concerts.,Dadalhin din nina kg kandungan at eng konstanteng ang live musical experience sa mga tahanan sa kani-kanilang digital concerts.,"['KZ', 'Tandingan', 'Yeng', 'Constantino']","{'KZ': ['k', 'ka', 'kg', 'kh', 'km'], 'Tandingan': ['tandangan', 'taningan', 'kandungan', 'padingan', 'pandungan'], 'Yeng': ['beng', 'deng', 'eng', 'meng', 'peng'], 'Constantino': ['constant', 'constantly', 'konstanteng', 'consulting', 'contain']}"
Nagsimulang manirahan si Rufa sa Amerika kasama ang kaniyang asawa at anak nang magkaroon ng pandemic.,Nagsimulang manirahan si Rufa sa Amerika kasama ang kaniyang asawa at anak nang magkaroon ng pandemic.,Nagsimulang manirahan si aruga sa anemika kasama ang kaniyang asawa at anak nang magkaroon ng pandemic.,"['Rufa', 'Amerika']","{'Rufa': ['rula', 'ruta', 'aruga', 'aura', 'bruha'], 'Amerika': ['aberia', 'amerikana', 'anemika', 'aamerikana', 'abenida']}"
Mamimiss daw nila ang kanilang anak.,Mamimiss daw nila ang kanilang anak.,maimis daw nila ang kanilang anak.,['Mamimiss'],"{'Mamimiss': ['mamimisa', 'magmimisa', 'maimis', 'mamimigo', 'mamimili']}"
Bukod dito nagpaalala rin ang opisyal na kahit niluwagan na ang restrictions ay kinakailangan pa rin ang ibayong pag-iingat at patuloy na pagsunod sa minimum public health safety standards.,Bukod dito nagpaalala rin ang opisyal na kahit niluwagan na ang restrictions ay kinakailangan pa rin ang ibayong pag-iingat at patuloy na pagsunod sa minimum public health safety standards.,Bukod dito nagpaalala rin ang opisyal na kahit niluwagan na ang restrictions ay kinakailangan pa rin ang ibayong pag-iingat at patuloy na pagsunod sa minimum public health safety standards.,[],{}
Kagagaling lang nila ng Boracay kasama ang kani-kanilang pamilya.,Kagagaling lang nila ng Boracay kasama ang kani-kanilang pamilya.,Kagagaling lang nila ng babatay kasama ang kani-kanilang pamilya.,['Boracay'],"{'Boracay': ['babagay', 'babakay', 'babatay', 'bagay', 'bahay']}"
"Alinsunod dito, muli naming itatanong: Kanino tayo maniniwala?","Alinsunod dito, muli naming itatanong: Kanino tayo maniniwala?","Alinsunod dito, muli naming itatanong: Kanino tayo maniniwala?",[],{}
Nag-trending recently ang replay ng life story ni Sarah Geronimo sa Magpakailanman.,Nag-trending recently ang replay ng life story ni Sarah Geronimo sa Magpakailanman.,Nag-trending decency ang aaplay ng life story ni sarat sinonimo sa Magpakailanman.,"['recently', 'replay', 'Sarah', 'Geronimo']","{'recently': ['recent', 'reentry', 'decency', 'evenly', 'keenly'], 'replay': ['relay', 'reply', 'aaplay', 'aplay', 'delay'], 'Sarah': ['sara', 'sarap', 'sarat', 'saray', 'aarag'], 'Geronimo': ['anonimo', 'granito', 'sinonimo', 'terorismo', 'aerobics']}"
Wala pang nabubuong line-up ang CKDF para sa 2023 Cambodia SEA Games dahil pinag-aaralan pa ni Escollante ang estratehiyang gagamitin matapos maglagay ng restriction ang host country na tatlong events lamang sa kabuuang siyam na events ang puwedeng salihan ng iba pang member countries.,Wala pang nabubuong line-up ang CKDF para sa 2023 Cambodia SEA Games dahil pinag-aaralan pa ni Escollante ang estratehiyang gagamitin matapos maglagay ng restriction ang host country na tatlong events lamang sa kabuuang siyam na events ang puwedeng salihan ng iba pang member countries.,Wala pang nabubuong line-up ang code para sa aaba mambola SEA Games dahil pinag-aaralan pa ni collapse ang estratehiyang gagamitin matapos maglagay ng restriction ang host country na tatlong events lamang sa kabuuang siyam na events ang puwedeng salahan ng iba pang member countries.,"['CKDF', '2023', 'Cambodia', 'Escollante', 'salihan']","{'CKDF': ['akda', 'chef', 'code', 'aakda', 'abf'], '2023': ['p25', 'p3', 'aaba', 'aag', 'aako'], 'Cambodia': ['ammonia', 'magboda', 'mambola', 'mambomba', 'nagboda'], 'Escollante': ['escalate', 'bolante', 'collapse', 'escalated', 'eskoltang'], 'salihan': ['palihan', 'sabihan', 'salahan', 'saligan', 'salinan']}"
"Nasa 13 katao na ang nadali ang mata, habang walo naman ang nasugatan sa kamay.","Nasa 13 katao na ang nadali ang mata, habang walo naman ang nasugatan sa kamay.","Nasa ad katao na ang nadali ang mata, habang walo naman ang nasugatan sa kamay.","['13', 'narali']","{'13': ['p3', 'ab', 'ad', 'ag', 'ah'], 'narali': ['marali', 'nabali', 'nadali', 'namali', 'nasali']}"
"Kaypian, San Jose Del Monte, kung saan aabot sa may 30,000 sako ng asukal ang nadatnan ng mga operatiba.Sumunod.","Kaypian, San Jose Del Monte, kung saan aabot sa may 30,000 sako ng asukal ang nadatnan ng mga operatiba.Sumunod.","kalian, San joke Del Monte, kung saan aabot sa may ag,aam sako ng asukal ang nadatnan ng mga operatiba.Sumunod.","['Kaypian', 'Jose', '30', '000', 'naratnan']","{'Kaypian': ['dampian', 'kaapihan', 'kalian', 'kampihan', 'kampilan'], 'Jose': ['dose', 'hose', 'joke', 'lose', 'nose'], '30': ['ab', 'ad', 'ag', 'ah', 'ak'], '000': ['aag', 'aal', 'aam', 'aat', 'aaw'], 'naratnan': ['daratnan', 'karatnan', 'nadatnan', 'dadatnan', 'daraanan']}"
Dati nang sinabi ni Duque na pinag-uusapan pa ng Inter-Agency Task Force (IATF) for the Management of Emerging Infectious Diseases at ng iba pang government adviser ang mga magiging patakaran kapag ipinatupad ang Alert Level 0.,Dati nang sinabi ni Duque na pinag-uusapan pa ng Inter-Agency Task Force (IATF) for the Management of Emerging Infectious Diseases at ng iba pang government adviser ang mga magiging patakaran kapag ipinatupad ang Alert Level 0.,Dati nang sinabi ni dudge na pinag-uusapan pa ng Inter-Agency Task Force (abf) for the Management of Emerging Infectious Diseases at ng iba pang government adviser ang mga magiging patakaran kapag ipinatupad ang Alert Level d.,"['Duque', 'IATF', '0']","{'Duque': ['daue', 'duble', 'dudge', 'due', 'dugu'], 'IATF': ['aat', 'aato', 'abf', 'anf', 'at'], '0': ['b', 'c', 'd', 'e', 'f']}"
Matatandaang umapela ang GAB sa Korean commission matapos matuklasan ang nangyari kay Casimero sa laban.,Matatandaang umapela ang GAB sa Korean commission matapos matuklasan ang nangyari kay Casimero sa laban.,Matatandaang umapela ang cab sa Korean commission matapos matuklasan ang nangyari kay cachero sa laban.,"['GAB', 'Casimero']","{'GAB': ['ab', 'bab', 'cab', 'ga', 'gabe'], 'Casimero': ['asero', 'basurero', 'cachero', 'caldero', 'caliber']}"
"Kasi, yung rason, yung sinabi niya sa management.","Kasi, yung rason, yung sinabi niya sa management.","Kasi, yung rason, yung sinabi niya sa management.",[],{}
Naratay at na-comatose ng dalawang araw ang biktima sa loob ng ospital hanggang sa tuluyang bumigay at pumanaw ala-1 ng hapon nitong Linggo.,Naratay at na-comatose ng dalawang araw ang biktima sa loob ng ospital hanggang sa tuluyang bumigay at pumanaw ala-1 ng hapon nitong Linggo.,Naratay at na-comatose ng dalawang araw ang biktima sa loob ng ospital hanggang sa tuluyang bumigay at pumanaw ala-d ng hapon nitong Linggo.,['1'],"{'1': ['b', 'c', 'd', 'e', 'f']}"
"Sa kanyang post, sinabi ni K na : Ilang taon na po ang nakakaraan ng may kinontrata ako para gawin ang aking bahay dahil sa kagustohan kong umiwas sa malaking babayarin sa pag-upa ng townhouse at condominium unit.","Sa kanyang post, sinabi ni K na : Ilang taon na po ang nakakaraan ng may kinontrata ako para gawin ang aking bahay dahil sa kagustohan kong umiwas sa malaking babayarin sa pag-upa ng townhouse at condominium unit.","Sa kanyang post, sinabi ni K na : Ilang taon na po ang nakakaraan ng may kinontrata ako para gawin ang aking bahay dahil sa kahustuhan kong umiwas sa malaking banayarin sa pag-upa ng townhouse at condominium unit.","['kagustohan', 'babayarin']","{'kagustohan': ['kagustuhan', 'kagustuhang', 'kahustuhan', 'magustuhan', 'nagustuhan'], 'babayarin': ['bababarin', 'babayaran', 'banayarin', 'aabyarin', 'abyarin']}"
"Sa kabuuan, nasa 1,562,420 na ang naitalang COVID-19 cases sa bansa.","Sa kabuuan, nasa 1,562,420 na ang naitalang COVID-19 cases sa bansa.","Sa kabuuan, nasa d,aam,aal na ang naitalang COVID-ag cases sa bansa.","['1', '562', '420', '19']","{'1': ['b', 'c', 'd', 'e', 'f'], '562': ['aag', 'aal', 'aam', 'aat', 'aaw'], '420': ['p25', 'aag', 'aal', 'aam', 'aat'], '19': ['ab', 'ad', 'ag', 'ah', 'ak']}"
"Inabisuhan na namin siya agad sa umpisa pa lang ng panayam na ibabato namin sa kanya ang lahat ng katanungan, positibo man o negatibo, na kailangan niyang sagutin nang diretso at buong katapatan.","Inabisuhan na namin siya agad sa umpisa pa lang ng panayam na ibabato namin sa kanya ang lahat ng katanungan, positibo man o negatibo, na kailangan niyang sagutin nang diretso at buong katapatan.","Inabisuhan na namin siya agad sa umpisa pa lang ng panayam na ibabato namin sa kanya ang lahat ng katanungan, positibo man o negatibo, na kailangan niyang sagutin nang diretso at buong katapatan.",[],{}
Bilyonang halagang pinsala ng bagyong Agaton sa agrikultura.,Bilyonang halagang pinsala ng bagyong Agaton sa agrikultura.,bilinang halagang pinsala ng bagyong aato sa agrikultura.,"['Bilyonang', 'Agaton']","{'Bilyonang': ['bilyonan', 'balyenang', 'bilinang', 'bilyakang', 'bilyarang'], 'Agaton': ['aahon', 'aalon', 'aato', 'aatong', 'aayon']}"
"Napakatagal nang nakalibing ni Alyanna ay ibinabalik-balik pa rin ang kanilang mga eksena ni Cardo Dalisay, bagong putahe naman ang hinahanap ng aming mga mata.","Napakatagal nang nakalibing ni Alyanna ay ibinabalik-balik pa rin ang kanilang mga eksena ni Cardo Dalisay, bagong putahe naman ang hinahanap ng aming mga mata.","Napakatagal nang nakalibing ni aanga ay ibinabalik-balik pa rin ang kanilang mga eksena ni cargo Dalisay, bagong putahe naman ang hinahanap ng aming mga mata.","['Alyanna', 'Cardo']","{'Alyanna': ['alyansa', 'aalyansa', 'aanga', 'aanta', 'aayain'], 'Cardo': ['card', 'cards', 'cargo', 'pardo', 'aarko']}"
Ang kondisyong ito ay nananatili pa rin sa kabila nang pagtanggap ni Duterte sa nominasyon ng PDP-Laban upang maging vice presidential bet nila sa darating na halalan.,Ang kondisyong ito ay nananatili pa rin sa kabila nang pagtanggap ni Duterte sa nominasyon ng PDP-Laban upang maging vice presidential bet nila sa darating na halalan.,Ang kondisyong ito ay nananatili pa rin sa kabila nang pagtanggap ni suwerte sa nominasyon ng PDP-Laban upang maging vice presidential bet nila sa darating na halalan.,['Duterte'],"{'Duterte': ['butete', 'puwerte', 'suwerte', 'terte', 'bunete']}"
"Kapag nahihirapan siya during pandemic, ang utak ko, 'Ah four times a day tayo kung kumain, chill ka diyan.'","Kapag nahihirapan siya during pandemic, ang utak ko, 'Ah four times a day tayo kung kumain, chill ka diyan.'","Kapag nahihirapan siya during pandemic, ang utak ko, 'Ah four times ag day tayo kung kumain, chill ka diyan.'",['a'],"{'a': ['ab', 'ad', 'ag', 'ah', 'ak']}"
"Hinala pa ng pamilya ni Ochangco, posible raw na apat silang magkakasama.","Hinala pa ng pamilya ni Ochangco, posible raw na apat silang magkakasama.","Hinala pa ng pamilya ni change], posible raw na apat silang magkakasama.",['Ochangco'],"{'Ochangco': ['chance', 'change', 'change]', 'changer', 'changes']}"
Ano raw ba talaga ang pinag-ugatan nang matinding sama ng loob kay Kris Aquino ng namayapa niyang Kuya Noynoy.,Ano raw ba talaga ang pinag-ugatan nang matinding sama ng loob kay Kris Aquino ng namayapa niyang Kuya Noynoy.,Ano raw ba talaga ang pinag-ugatan nang matinding sama ng loob kay Kris aluin ng namayapa niyang Kuya tonoy.,"['Aquino', 'Noynoy']","{'Aquino': ['akuin', 'akuing', 'aluin', 'aluing', 'alumno'], 'Noynoy': ['nuynoy', 'nooy', 'tonoy', 'banoy', 'bayno']}"
Sa Instagram stories ni Ellen ay makikita silang nag-e-enjoy habang nag-iinuman.,Sa Instagram stories ni Ellen ay makikita silang nag-e-enjoy habang nag-iinuman.,Sa Instagram stories ni celled ay makikita silang nag-e-enjoy habang nag-iinuman.,['Ellen'],"{'Ellen': ['alien', 'alyen', 'celled', 'elena', 'eleven']}"
Medyo kinabahan daw siya nang tinanong sa nakaraang mediacon ng 25th anniversary ng Bubble Gang ang tungkol sa bagong setup sa kanyang pamilya.,Medyo kinabahan daw siya nang tinanong sa nakaraang mediacon ng 25th anniversary ng Bubble Gang ang tungkol sa bagong setup sa kanyang pamilya.,Medyo kinabahan daw siya nang tinanong sa nakaraang median ng meth anniversary ng Bubble Gang ang tungkol sa bagong setup sa kanyang pamilya.,"['mediacon', '25th']","{'mediacon': ['mediaman', 'mediamen', 'median', 'mediation', 'medico'], '25th': ['both', 'math', 'meth', 'myth', 'oath']}"
"Sa parte raw ni Boy, sinasabi naman niyang saan man siya mapunta ay gagawin niya ang special.","Sa parte raw ni Boy, sinasabi naman niyang saan man siya mapunta ay gagawin niya ang special.","Sa parte raw ni Boy, sinasabi naman niyang saan man siya mapunta ay gagawin niya ang special.",[],{}
"Ang kapakanan ng aming talents ang pinakamahalaga sa amin, kaya naman hindi kami magdadalawang isip na gumamit ng ligal na aksyon laban sa mga gumawa nito at sa kahit sinong magpo-post, mamamahagi, o kokopya ng mga litratong ito.","Ang kapakanan ng aming talents ang pinakamahalaga sa amin, kaya naman hindi kami magdadalawang isip na gumamit ng ligal na aksyon laban sa mga gumawa nito at sa kahit sinong magpo-post, mamamahagi, o kokopya ng mga litratong ito.","Ang kapakanan ng aming talents ang pinakamahalaga sa amin, kaya naman hindi kami magdadalawang isip na gumamit ng ligal na aksyon laban sa mga gumawa nito at sa kahit sinong magpo-post, mamamahagi, o kokopya ng mga litratong ito.",[],{}
"Sa Instagram post ng Megastar, makikita ang larawan ng kaniyang passport at may nakaipit na plane ticket.","Sa Instagram post ng Megastar, makikita ang larawan ng kaniyang passport at may nakaipit na plane ticket.","Sa Instagram post ng legasya, makikita ang larawan ng kaniyang passport at may nakaipit na plane ticket.",['Megastar'],"{'Megastar': ['magasta', 'gagasta', 'legasya', 'mabasta', 'magasgas']}"
"Sa kabila nito, tiniyak naman niya kailangan pa rin itong pag-ingatan para maiwasan ang korapsyon.","Sa kabila nito, tiniyak naman niya kailangan pa rin itong pag-ingatan para maiwasan ang korapsyon.","Sa kabila nito, tiniyak naman niya kailangan pa rin itong pag-ingatan para maiwasan ang korapsyon.",[],{}
Para sa aktor ay hindi naman daw nagkakalayo ang galawan sa trabaho ng telebisyon at teatro.,Para sa aktor ay hindi naman daw nagkakalayo ang galawan sa trabaho ng telebisyon at teatro.,Para sa aktor ay hindi naman daw nagkakalyo ang galawan sa trabaho ng telebisyon at teatro.,['nagkakalayo'],"{'nagkakalayo': ['magkakalayo', 'nagkakalayu', 'nagkakalyo', 'nagpakalayo', 'nakakalayo']}"
"Pagsapit ng Agosto 2022, nagbago na raw ang tugon ng opisina nang sabihing ni-refer na ang kaso sa National Bureau of Investigation.","Pagsapit ng Agosto 2022, nagbago na raw ang tugon ng opisina nang sabihing ni-refer na ang kaso sa National Bureau of Investigation.","Pagsapit ng Agosto aag, nagbago na raw ang tugon ng opisina nang sabihing ni-refer na ang kaso sa National Bureau of Investigation.",['2022'],"{'2022': ['p25', 'aaba', 'aag', 'aako', 'aal']}"
"Kuwento ni Eufemia, 1996 nang isinilang niya si Jade na ang tunay na pangalan ay Joyce Anne Cabigin, na nag-iisa pa lang niyang anak noon.","Kuwento ni Eufemia, 1996 nang isinilang niya si Jade na ang tunay na pangalan ay Joyce Anne Cabigin, na nag-iisa pa lang niyang anak noon.","Kuwento ni edema, aako nang isinilang niya si nade na ang tunay na pangalan ay juice annex aligin, na nag-iisa pa lang niyang anak noon.","['Eufemia', '1996', 'Jade', 'Joyce', 'Anne', 'Cabigin']","{'Eufemia': ['leukemia', 'anemia', 'edema', 'eksema', 'emedia'], '1996': ['aaba', 'aag', 'aako', 'aal', 'aala'], 'Jade': ['hade', 'made', 'nade', 'ace', 'ad'], 'Joyce': ['force', 'joke', 'juice', 'once', 'voce'], 'Anne': ['akne', 'ann', 'annex', 'ante', 'aang'], 'Cabigin': ['kabigin', 'tabigin', 'aligin', 'babagin', 'banigin']}"
"Sa Ilocos Norte ang ika-12 ng Setyembre, na siyang kapanganakan ng kanyang amang kilala sa ill-gotten wealth, human rights abuses at pagdedeklara ng Batas Militar noong 1972.","Sa Ilocos Norte ang ika-12 ng Setyembre, na siyang kapanganakan ng kanyang amang kilala sa ill-gotten wealth, human rights abuses at pagdedeklara ng Batas Militar noong 1972.","Sa locks Norte ang ika-ag ng Setyembre, na siyang kapanganakan ng kanyang amang kilala sa ill-gotten wealth, human rights abuses at pagdedeklara ng Batas Militar noong aaba.","['Ilocos', '12', '1972']","{'Ilocos': ['llocos', 'blocks', 'locks', 'lolos', 'aloob'], '12': ['ab', 'ad', 'ag', 'ah', 'ak'], '1972': ['p57', 'p75', 'aaba', 'aag', 'aako']}"
"Matatandaang noong Pebrero 8 lamang, nakakumpiska rin ang Port of Batangas ng barko na naglalaman ng 700,000 litro ng unmarked diesel sa coastal waters ng Brgy.","Matatandaang noong Pebrero 8 lamang, nakakumpiska rin ang Port of Batangas ng barko na naglalaman ng 700,000 litro ng unmarked diesel sa coastal waters ng Brgy.","Matatandaang noong Pebrero d lamang, nakakumpiska rin ang Port of Batangas ng barko na naglalaman ng aam,aam litro ng unmarked diesel sa coastal waters ng Brgy.","['8', '700', '000']","{'8': ['b', 'c', 'd', 'e', 'f'], '700': ['aag', 'aal', 'aam', 'aat', 'aaw'], '000': ['aag', 'aal', 'aam', 'aat', 'aaw']}"
Tatlong laro na lamang ang natitira sa Archangels sa eliminasyon na awtomatiko nitong ipo-forfeit.,Tatlong laro na lamang ang natitira sa Archangels sa eliminasyon na awtomatiko nitong ipo-forfeit.,Tatlong laro na lamang ang natitira sa exchanges sa eliminasyon na awtomatiko nitong ipo-forfeit.,['Archangels'],"{'Archangels': ['changes', 'channels', 'exchanges', 'arahang', 'arancel']}"
Sinabi ni Jimenez ang mga kandidato ay hindi bibigyan ng mga katanungan nang maaga at hindi papayagang magdala ng anuman sa podium.,Sinabi ni Jimenez ang mga kandidato ay hindi bibigyan ng mga katanungan nang maaga at hindi papayagang magdala ng anuman sa podium.,Sinabi ni imoney ang mga kandidato ay hindi bibigyan ng mga katanungan nang maaga at hindi papayagang magdala ng anuman sa podium.,['Jimenez'],"{'Jimenez': ['bienes', 'biyenes', 'imoney', 'jeeney', 'jitney']}"
Ayon pa kay Herrera maglalabas ng bagong memorandum ang Malacañang kaugnay ng paggamit ng Ivermectin.,Ayon pa kay Herrera maglalabas ng bagong memorandum ang Malacañang kaugnay ng paggamit ng Ivermectin.,Ayon pa kay bearer maglalabas ng bagong memorandum ang malabasang kaugnay ng paggamit ng Ivermectin.,"['Herrera', 'Malacañang']","{'Herrera': ['barera', 'barreta', 'bearer', 'bearers', 'bertebra'], 'Malacañang': ['malacanang', 'malabanang', 'malabasang', 'malagatang', 'malalaang']}"
"Hindi bababa sa 12 ang kumpirmadong namatay mula sa nasunog na MV Lady Mary Joy 3 sa vicinity waters ng Baluk-Baluk Island, Hadji Muhtamad, Basilan nitong Miyerkules, ika-29 ng Marso, ayon sa pinakahuling taya ng Pamahalaang Panlalawigan ng Basilan sa Mindanao.","Hindi bababa sa 12 ang kumpirmadong namatay mula sa nasunog na MV Lady Mary Joy 3 sa vicinity waters ng Baluk-Baluk Island, Hadji Muhtamad, Basilan nitong Miyerkules, ika-29 ng Marso, ayon sa pinakahuling taya ng Pamahalaang Panlalawigan ng Basilan sa Mindanao.","Hindi bababa sa ag ang kumpirmadong namatay mula sa nasunog na m Lady mare job d sa vicinity waters ng Baluk-Baluk Island, habi magtalad, aasiman nitong Miyerkules, ika-ag ng Marso, ayon sa pinakahuling taya ng Pamahalaang Panlalawigan ng aasiman sa Mindanao.","['12', 'MV', 'Mary', 'Joy', '3', 'Hadji', 'Muhtamad', 'Basilan', '29', 'Basilan']","{'12': ['ab', 'ad', 'ag', 'ah', 'ak'], 'MV': ['kv', 'lv', 'm', 'ma', 'me'], 'Mary': ['many', 'mara', 'mare', 'mari', 'mark'], 'Joy': ['boy', 'jay', 'job', 'koy', 'noy'], '3': ['b', 'c', 'd', 'e', 'f'], 'Hadji': ['hadyi', 'admi', 'habi', 'had', 'hade'], 'Muhtamad': ['magtamad', 'matamad', 'magtalad', 'magtama', 'magtambad'], 'Basilan': ['barilan', 'masilan', 'aasiman', 'aasinan', 'anilan'], '29': ['ab', 'ad', 'ag', 'ah', 'ak']}"
"Sa twitter account naman ni Lacson, vice Chairman ng komite, sinabi niya na mayroon siyang “strong reservation” o alangan siya sa nakasaad sa preliminary report na “Betrayal of Public Trust recommendation” at mag-interpellate umano siya kapag tinalakay na ito sa plenaryo.","Sa twitter account naman ni Lacson, vice Chairman ng komite, sinabi niya na mayroon siyang “strong reservation” o alangan siya sa nakasaad sa preliminary report na “Betrayal of Public Trust recommendation” at mag-interpellate umano siya kapag tinalakay na ito sa plenaryo.","Sa twitter account naman ni ason, vice Chairman ng komite, sinabi niya na mayroon siyang “strong reservation” o alangan siya sa nakasaad sa preliminary report na “Betrayal of Public Trust recommendation” at mag-interpellate umano siya kapag tinalakay na ito sa plenaryo.",['Lacson'],"{'Lacson': ['lason', 'arson', 'ason', 'kalson', 'labon']}"
"Anyway, fake news din diumano ang iba pang mga chika nitong nasabing influencer na masayang-masaya raw kapag nababanggit ang pangalan kaya ang decision ni Nay Cristy, wag banggitin ang pangalan ng tinatawag niyang pambansang ilusyunado hindi malungkot siya.","Anyway, fake news din diumano ang iba pang mga chika nitong nasabing influencer na masayang-masaya raw kapag nababanggit ang pangalan kaya ang decision ni Nay Cristy, wag banggitin ang pangalan ng tinatawag niyang pambansang ilusyunado hindi malungkot siya.","anay, fake news din diumano ang iba pang mga chika nitong nasabing influencer na masayang-masaya raw kapag nababanggit ang pangalan kaya ang decision ni Nay city, wag banggitin ang pangalan ng tinatawag niyang pambansang ilustrado hindi malungkot siya.","['Anyway', 'Cristy', 'ilusyunado']","{'Anyway': ['anyay', 'aaway', 'anay', 'anilay', 'aniyay'], 'Cristy': ['crispy', 'brity', 'city', 'crises', 'crisis'], 'ilusyunado': ['apisyunado', 'iluminado', 'ilustrado', 'apasyonado', 'apisyunada']}"
"At ganito rin daw ang nangyayari kay Luis, mula raw nang ikasal sila hindi na masyadong nai-stress ang TV host dahil sa dami ng kanyang iniisip at pinoproblema.","At ganito rin daw ang nangyayari kay Luis, mula raw nang ikasal sila hindi na masyadong nai-stress ang TV host dahil sa dami ng kanyang iniisip at pinoproblema.","At ganito rin daw ang nangyayari kay alis, mula raw nang ikasal sila hindi na masyadong nai-stress ang TV host dahil sa dami ng kanyang iniisip at pinoproblema.",['Luis'],"{'Luis': ['lusis', 'puis', 'alis', 'aluin', 'amis']}"
