Pattern_ID,RoughPOS_N-Gram,RPOSN_Freq,DetailedPOS_N-Gram,DPOSN_Freq,Comparison_Replacement_Matrix,POS_N-Gram,Effective_Freq
612485,PM.* VB.* DT.* NN.*_CC.* NN.* CC.*,2.0,PMC VBS DTP NNP_CCP NNP CCB,2.0,PMC * * * * *,PMC VB.* DT.* NN.*_CC.* NN.* CC.*,2.0
612489,LM RB.*_CC.* VB.* CC.* CC.* NN.*,2.0,LM RBD_CCP VBAF CCR CCT NNC,2.0,LM RBD_CCP * * CCT NNC,LM RBD_CCP VB.* CC.* CCT NNC,2.0
612490,VB.*_VB.* CC.* VB.* CC.* DT.* NN.*,5.0,VBTR_VBAF CCT VBW CCB DTCP NNC,6.0,VBTR_VBAF * * * * *,VBTR_VBAF CC.* VB.* CC.* DT.* NN.*,6.0
612492,DT.* DT.* NN.* PM.* FW CC.*,3.0,DTC DTCP NNC PMS FW CCP,2.0,* * * PMS FW *,DT.* DT.* NN.* PMS FW CC.*,2.0
612493,PR.*_CC.* NN.* CC.* NN.* PM.* JJ.*,6.0,PRI_CCP NNC CCB NNP PMC JJD,4.0,PRI_CCP NNC * * PMC *,PRI_CCP NNC CC.* NN.* PMC JJ.*,4.0
612496,NN.* CC.* NN.* PM.* CC.* JJ.*_JJ.*_CC.*,2.0,NNC CCB NNC PMC CCT JJCS_JJD_CCP,2.0,* * * PMC CCT *,NN.* CC.* NN.* PMC CCT JJ.*_JJ.*_CC.*,2.0
612497,DT.* VB.* PM.* NN.* RB.* CC.*,2.0,DTCP VBW PMS NNC RBL CCT,2.0,DTCP * PMS NNC * CCT,DTCP VB.* PMS NNC RB.* CCT,2.0
612498,NN.* RB.* CC.* PR.* CC.* DT.*,2.0,NNC RBL CCT PRI CCB DTCP,2.0,* * CCT * * *,NN.* RB.* CCT PR.* CC.* DT.*,2.0
612501,NN.* PM.* VB.* CC.* PR.* DT.*,2.0,NNC PMC VBTS CCT PRSP DTP,2.0,* PMC * * * *,NN.* PMC VB.* CC.* PR.* DT.*,2.0
612503,CC.* NN.* LM DT.* NN.* CC.*,2.0,CCT NNP LM DTC NNC CCB,2.0,CCT * LM DTC * *,CCT NN.* LM DTC NN.* CC.*,2.0
612504,DT.* NN.* CC.* JJ.*_CC.* NN.* PM.*,6.0,DTC NNC CCB JJD_CCP NNC PMC,6.0,* * * * * PMC,DT.* NN.* CC.* JJ.*_CC.* NN.* PMC,6.0
612505,DT.* NN.* CC.* JJ.*_CC.* NN.* PM.*,6.0,DTCP NNC CCT JJD_CCP NNP PMC,2.0,DTCP * * * * PMC,DTCP NN.* CC.* JJ.*_CC.* NN.* PMC,2.0
612506,RB.* CC.* VB.* CC.* PR.*_CC.* NN.*,4.0,RBD CCP VBAF CCB PRI_CCP NNC,4.0,* * * * * NNC,RB.* CC.* VB.* CC.* PR.*_CC.* NNC,4.0
612507,VB.* PM.* FW CC.* VB.* CC.*,2.0,VBW PMS FW CCP VBAF CCB,2.0,* PMS FW * * *,VB.* PMS FW CC.* VB.* CC.*,2.0
612509,PM.* FW CC.* VB.* CC.* NN.*,2.0,PMP FW CCP VBTS CCB NNP,2.0,PMP FW * * * *,PMP FW CC.* VB.* CC.* NN.*,2.0
612511,NN.* PM.* DT.* DT.* VB.* CC.*,3.0,NNC PMC DTC DTCP VBAF CCP,3.0,* PMC DTC * * *,NN.* PMC DTC DT.* VB.* CC.*,3.0
612512,PM.* CD.* CC.* RB.* PM.* RB.*,2.0,PMS CDB CCB RBW PMC RBF,2.0,PMS * * * PMC *,PMS CD.* CC.* RB.* PMC RB.*,2.0
612513,DT.* NN.* NN.* PM.* DT.* JJ.*_JJ.*_CC.*,3.0,DTC NNP NNP PMC DTC JJCS_JJD_CCP,3.0,* * * PMC DTC *,DT.* NN.* NN.* PMC DTC JJ.*_JJ.*_CC.*,3.0
612514,NN.* NN.* PM.* DT.* JJ.*_JJ.*_CC.* NN.*,3.0,NNP NNP PMC DTC JJCS_JJD_CCP NNC,4.0,* * PMC DTC * *,NN.* NN.* PMC DTC JJ.*_JJ.*_CC.* NN.*,4.0
612515,NN.* PM.* DT.* JJ.*_JJ.*_CC.* NN.* CC.*,4.0,NNP PMC DTC JJCS_JJD_CCP NNC CCT,4.0,* PMC DTC * NNC *,NN.* PMC DTC JJ.*_JJ.*_CC.* NNC CC.*,4.0
612516,PM.* DT.* JJ.*_JJ.*_CC.* NN.* CC.* NN.*,3.0,PMC DTC JJCS_JJD_CCP NNC CCT NNC,3.0,PMC * * NNC * *,PMC DT.* JJ.*_JJ.*_CC.* NNC CC.* NN.*,3.0
612517,CC.* DT.* NN.* PM.* VB.* CC.*,5.0,CCP DTCP NNC PMC VBOF CCB,8.0,* * * PMC * *,CC.* DT.* NN.* PMC VB.* CC.*,8.0
612519,CC.* DT.* NN.* PM.* VB.* CC.*,5.0,CCB DTCP NNC PMS VBTS CCP,3.0,* * * PMS * *,CC.* DT.* NN.* PMS VB.* CC.*,3.0
612520,PM.* DT.* JJ.*_JJ.* CC.* NN.* CC.*,4.0,PMC DTC JJCS_JJD CCT NNC CCA,3.0,PMC * * * NNC *,PMC DT.* JJ.*_JJ.* CC.* NNC CC.*,3.0
612522,JJ.*_CC.* NN.* JJ.* CC.* NN.* FW,2.0,JJD_CCP NNC JJD CCT NNP FW,2.0,JJD_CCP * * * * *,JJD_CCP NN.* JJ.* CC.* NN.* FW,2.0
612523,CC.* JJ.* CC.* CD.* NN.* DT.*,2.0,CCT JJD CCB CDB NNC DTC,2.0,CCT * * * NNC DTC,CCT JJ.* CC.* CD.* NNC DTC,2.0
612525,CC.* RB.* PM.* VB.* DT.* NN.*,3.0,CCT RBW PMC VBTS DTP NNP,3.0,CCT * PMC * * *,CCT RB.* PMC VB.* DT.* NN.*,3.0
612527,RB.* PM.* VB.* DT.* NN.* CC.*,3.0,RBW PMC VBTS DTP NNP CCP,2.0,* PMC * * * *,RB.* PMC VB.* DT.* NN.* CC.*,2.0
612530,CC.* JJ.*_CC.* NN.* CC.* DT.* NN.*_CC.*,2.0,CCB JJD_CCP NNC CCA DTCP NNC_CCP,2.0,* JJD_CCP NNC * * *,CC.* JJD_CCP NNC CC.* DT.* NN.*_CC.*,2.0
612532,JJ.* CC.* RB.* VB.* CC.* NN.*,3.0,JJD CCA RBF VBOF CCB NNC,3.0,* * * * * NNC,JJ.* CC.* RB.* VB.* CC.* NNC,3.0
612533,NN.* PM.* RB.* DT.* NN.* LM,2.0,NNPA PMC RBW DTC NNP LM,2.0,* PMC * * * *,NN.* PMC RB.* DT.* NN.* LM,2.0
612534,DT.* NN.* LM VB.*_VB.* CC.* VB.*,3.0,DTC NNP LM VBTR_VBAF CCP VBOF,2.0,* * * VBTR_VBAF * *,DT.* NN.* LM VBTR_VBAF CC.* VB.*,2.0
612537,NN.* LM VB.*_VB.* CC.* VB.* CC.*,4.0,NNP LM VBTR_VBAF CCP VBOF CCP,5.0,* LM VBTR_VBAF * * *,NN.* LM VBTR_VBAF CC.* VB.* CC.*,5.0
612538,CC.* NN.* CC.* NN.* RB.*_CC.* NN.*,9.0,CCT NNC CCB NNPA RBW_CCP NNC,2.0,CCT NNC * * RBW_CCP NNC,CCT NNC CC.* NN.* RBW_CCP NNC,2.0
612539,CC.* NN.* CC.* NN.* RB.*_CC.* NN.*,9.0,CCB NNC CCB NNPA RBW_CCP NNP,13.0,* NNC * * RBW_CCP *,CC.* NNC CC.* NN.* RBW_CCP NN.*,13.0
612540,CC.* NN.* CC.* NN.* RB.*_CC.* NN.*,9.0,CCT NNC CCB NNP RBW_CCP NNP,5.0,CCT NNC * * RBW_CCP *,CCT NNC CC.* NN.* RBW_CCP NN.*,5.0
612542,PM.* CC.* PR.* LM VB.* PM.*,2.0,PMS CCP PRP LM VBOF PMC,2.0,PMS * * LM * PMC,PMS CC.* PR.* LM VB.* PMC,2.0
612543,PR.* CC.* DT.* PR.*_CC.* NN.* LM,6.0,PRS CCT DTC PRSP_CCP NNC LM,6.0,* * * * NNC *,PR.* CC.* DT.* PR.*_CC.* NNC LM,6.0
612545,CC.* VB.* DT.* PR.* RB.*_CC.* NN.*,2.0,CCP VBOF DTC PRI RBI_CCP NNC,2.0,* * * * RBI_CCP NNC,CC.* VB.* DT.* PR.* RBI_CCP NNC,2.0
612547,PM.* DT.* NN.* CC.* VB.* JJ.*,2.0,PMC DTC NNC CCP VBTF JJD,2.0,PMC * * * * *,PMC DT.* NN.* CC.* VB.* JJ.*,2.0
612548,NN.* PM.* LM VB.* CC.* PR.*,5.0,NNC PMC LM VBTS CCP PRO,4.0,* PMC LM * * PRO,NN.* PMC LM VB.* CC.* PRO,4.0
612549,NN.* PM.* LM VB.* CC.* PR.*,5.0,NNC PMC LM VBTF CCT PRSP,18.0,* PMC LM * * *,NN.* PMC LM VB.* CC.* PR.*,18.0
612550,PR.* LM RB.* VB.* DT.* DT.*,2.0,PRO LM RBM VBTF DTC DTCP,2.0,PRO LM * * * *,PRO LM RB.* VB.* DT.* DT.*,2.0
612551,LM PR.*_CC.* JJ.*_CC.* NN.* CC.* CC.*,2.0,LM PRI_CCP JJD_CCP NNC CCT CCT,2.0,LM PRI_CCP JJD_CCP NNC * CCT,LM PRI_CCP JJD_CCP NNC CC.* CCT,2.0
612552,NN.* CC.* DT.* NN.* PM.* LM,3.0,NNC CCP DTP NNP PMC LM,2.0,* * * * PMC *,NN.* CC.* DT.* NN.* PMC LM,2.0
612555,CC.* NN.* PM.* VB.* CC.* VB.*,3.0,CCA NNC PMS VBS CCP VBW,2.0,* NNC PMS * * *,CC.* NNC PMS VB.* CC.* VB.*,2.0
612558,NN.* PM.* VB.* CC.* VB.* PR.*,3.0,NNP PMC VBTS CCP VBTR PRS,2.0,* PMC * * VBTR *,NN.* PMC VB.* CC.* VBTR PR.*,2.0
612559,PM.* VB.* CC.* VB.* PR.* DT.*,2.0,PMC VBTR CCP VBOF PRS DTC,2.0,PMC * * * * DTC,PMC VB.* CC.* VB.* PR.* DTC,2.0
612563,NN.* PM.* LM VB.* CC.* JJ.*,4.0,NNC PMC LM VBOF CCB JJN,14.0,* PMC LM * * *,NN.* PMC LM VB.* CC.* JJ.*,14.0
612564,PM.* LM VB.* CC.* JJ.* CC.*,4.0,PMC LM VBOF CCB JJN CCP,6.0,PMC LM * * * *,PMC LM VB.* CC.* JJ.* CC.*,6.0
612565,PM.* LM VB.* CC.* JJ.* CC.*,4.0,PMC LM VBAF CCB JJCC CCT,2.0,PMC LM * * * CCT,PMC LM VB.* CC.* JJ.* CCT,2.0
612569,DT.* DT.* NN.*_CC.* PR.* CC.* NN.*,2.0,DTC DTCP NNC_CCP PRO CCB NNC,2.0,* * * * * NNC,DT.* DT.* NN.*_CC.* PR.* CC.* NNC,2.0
612570,VB.* PR.* DT.* PR.*_CC.* CC.* PM.*,2.0,VBOF PRS DTC PRSP_CCP CCR PMS,2.0,* * DTC * * PMS,VB.* PR.* DTC PR.*_CC.* CC.* PMS,2.0
612571,VB.* PR.* DT.* PR.*_CC.* CC.* PM.*,2.0,VBTS PRS DTC PRSP_CCP CCR PMS,2.0,* * * * * PMS,VB.* PR.* DT.* PR.*_CC.* CC.* PMS,2.0
612572,VB.* CC.* JJ.*_CC.* NN.* PM.* PR.*,2.0,VBTS CCP JJN_CCP NNC PMC PRI,2.0,* * * NNC PMC PRI,VB.* CC.* JJ.*_CC.* NNC PMC PRI,2.0
612575,PM.* DT.* NN.* LM VB.* RB.*,7.0,PMC DTP NNP LM VBAF RBL,8.0,PMC * * * * *,PMC DT.* NN.* LM VB.* RB.*,8.0
612576,PM.* DT.* NN.* LM VB.* RB.*,7.0,PMC DTC NNC LM VBS RBI,2.0,PMC * * * * RBI,PMC DT.* NN.* LM VB.* RBI,2.0
612578,DT.* NN.* CC.* DT.* PR.*_CC.* NN.*,7.0,DTP NNP CCA DTC PRSP_CCP NNC,7.0,* * * * * NNC,DT.* NN.* CC.* DT.* PR.*_CC.* NNC,7.0
612579,CC.* DT.* PR.*_CC.* NN.* PM.* DT.*,2.0,CCA DTC PRSP_CCP NNC PMC DTP,2.0,* * * NNC PMC *,CC.* DT.* PR.*_CC.* NNC PMC DT.*,2.0
612583,CC.* VB.* CC.* PR.*_CC.* CD.* PM.*,2.0,CCP VBAF CCT PRI_CCP CDB PMS,2.0,* * * * * PMS,CC.* VB.* CC.* PR.*_CC.* CD.* PMS,2.0
612584,CC.* NN.* CC.* NN.* PM.* JJ.*_CC.*,3.0,CCT NNC CCB NNP PMC JJD_CCP,3.0,CCT NNC * * PMC JJD_CCP,CCT NNC CC.* NN.* PMC JJD_CCP,3.0
612587,JJ.*_CC.* NN.* PM.* CC.* VB.* PM.*,2.0,JJD_CCP NNP PMC CCP VBTS PMS,2.0,JJD_CCP * PMC * * PMS,JJD_CCP NN.* PMC CC.* VB.* PMS,2.0
612588,NN.* PM.* CC.* VB.* PM.* VB.*,4.0,NNP PMC CCP VBTS PMS VBOF,5.0,* PMC * * PMS *,NN.* PMC CC.* VB.* PMS VB.*,5.0
612589,NN.* PM.* CC.* VB.* PM.* VB.*,4.0,NNC PMC CCP VBTS PMS VBTF,5.0,* PMC CCP * PMS *,NN.* PMC CCP VB.* PMS VB.*,5.0
612590,NN.* RB.* CC.* NN.* CC.* NN.*_CC.*,2.0,NNC RBL CCT NNP CCB NNP_CCP,2.0,* * CCT * * *,NN.* RB.* CCT NN.* CC.* NN.*_CC.*,2.0
612592,RB.* LM VB.* CC.* PR.*_CC.* NN.*_CC.*,2.0,RBW LM VBAF CCB PRI_CCP NNC_CCP,2.0,* LM * * * NNC_CCP,RB.* LM VB.* CC.* PR.*_CC.* NNC_CCP,2.0
612593,LM VB.* CC.* PR.*_CC.* NN.*_CC.* JJ.*,2.0,LM VBAF CCB PRI_CCP NNC_CCP JJD,2.0,LM * * * NNC_CCP *,LM VB.* CC.* PR.*_CC.* NNC_CCP JJ.*,2.0
612594,VB.* CC.* PR.*_CC.* NN.* PM.* CC.*,5.0,VBW CCT PRQ_CCP NNC PMC CCA,6.0,* * * NNC PMC *,VB.* CC.* PR.*_CC.* NNC PMC CC.*,6.0
612595,VB.* CC.* PR.*_CC.* NN.* PM.* CC.*,5.0,VBTS CCB PRI_CCP NNC PMC CCT,2.0,* * * NNC PMC CCT,VB.* CC.* PR.*_CC.* NNC PMC CCT,2.0
612605,CC.* NN.* CC.* NN.* LM VB.*_CC.*,6.0,CCB NNC CCB NNP LM VBTS_CCP,2.0,* NNC * * * VBTS_CCP,CC.* NNC CC.* NN.* LM VBTS_CCP,2.0
612606,CC.* NN.* CC.* NN.* LM VB.*_CC.*,6.0,CCT NNP CCB NNP LM VBTR_CCP,3.0,CCT * * * * VBTR_CCP,CCT NN.* CC.* NN.* LM VBTR_CCP,3.0
612607,CC.* NN.* CC.* NN.* LM VB.*_CC.*,6.0,CCT NNC CCB NNP LM VBTR_CCP,2.0,CCT NNC * * * VBTR_CCP,CCT NNC CC.* NN.* LM VBTR_CCP,2.0
612608,CC.* NN.* CC.* NN.* LM VB.*_CC.*,6.0,CCB NNP CCA NNP LM VBTR_CCP,4.0,* * * * * VBTR_CCP,CC.* NN.* CC.* NN.* LM VBTR_CCP,4.0
612609,CC.* NN.* CC.* NN.* LM VB.*_CC.*,6.0,CCT NNC CCB NNC LM VBTR_CCP,2.0,CCT NNC * * * *,CCT NNC CC.* NN.* LM VB.*_CC.*,2.0
612611,NN.* LM VB.*_CC.* RB.* CC.* NN.*,2.0,NNP LM VBTS_CCP RBD CCP NNC,2.0,* LM VBTS_CCP * * NNC,NN.* LM VBTS_CCP RB.* CC.* NNC,2.0
612615,PM.* CC.* NN.* CC.* DT.* NN.*,2.0,PMS CCT NNC CCP DTC NNP,2.0,PMS * NNC * * *,PMS CC.* NNC CC.* DT.* NN.*,2.0
612616,VB.* PM.* FW CC.* PR.* LM,2.0,VBTS PMS FW CCP PRS LM,2.0,* PMS FW * * *,VB.* PMS FW CC.* PR.* LM,2.0
612617,PM.* FW CC.* PR.* LM VB.*,2.0,PMS FW CCP PRS LM VBTS,2.0,PMS FW * * LM *,PMS FW CC.* PR.* LM VB.*,2.0
612618,RB.*_CC.* CD.* PM.* CC.* VB.* CC.*,2.0,RBW_CCP CDB PMC CCA VBAF CCT,2.0,RBW_CCP * PMC * * *,RBW_CCP CD.* PMC CC.* VB.* CC.*,2.0
612619,CD.* PM.* CC.* VB.* CC.* JJ.*_CC.*,2.0,CDB PMC CCA VBAF CCT JJN_CCP,2.0,* PMC * * * *,CD.* PMC CC.* VB.* CC.* JJ.*_CC.*,2.0
612623,VB.* DT.* NN.* DT.* CC.* PM.*,2.0,VBTS DTP NNP DTC CCR PMS,2.0,* * * * * PMS,VB.* DT.* NN.* DT.* CC.* PMS,2.0
612625,DT.* NN.* DT.* CC.* PM.* NN.*,2.0,DTP NNP DTC CCR PMS NNC,2.0,* * * * PMS NNC,DT.* NN.* DT.* CC.* PMS NNC,2.0
612626,NN.* DT.* CC.* PM.* NN.* CC.*,2.0,NNP DTC CCR PMS NNC CCA,2.0,* * * PMS NNC *,NN.* DT.* CC.* PMS NNC CC.*,2.0
612627,NN.* CC.* CC.* RB.* LM VB.*,3.0,NNC CCA CCT RBW LM VBTS,3.0,* * CCT * LM *,NN.* CC.* CCT RB.* LM VB.*,3.0
612629,VB.* CC.* JJ.*_CC.* NN.* PM.* RB.*,2.0,VBAF CCT JJN_CCP NNC PMC RBR,2.0,* * * NNC PMC *,VB.* CC.* JJ.*_CC.* NNC PMC RB.*,2.0
612630,NN.* CC.* DT.* JJ.*_CC.* NN.* PM.*,6.0,NNC CCT DTCP JJD_CCP NNC PMC,6.0,* * * * * PMC,NN.* CC.* DT.* JJ.*_CC.* NN.* PMC,6.0
612631,NN.* CC.* DT.* JJ.*_CC.* NN.* PM.*,6.0,NNC CCA DTCP JJD_CCP NNC PMC,6.0,* * * * NNC PMC,NN.* CC.* DT.* JJ.*_CC.* NNC PMC,6.0
612632,CC.* NN.* CC.* CD.* LM VB.*,2.0,CCT NNC CCB CDB LM VBAF,2.0,CCT NNC * * * *,CCT NNC CC.* CD.* LM VB.*,2.0
612633,VB.* CC.* RB.*_CC.* PM.* NN.* CC.*,2.0,VBAF CCB RBI_CCP PMS NNC CCP,2.0,* * * PMS NNC *,VB.* CC.* RB.*_CC.* PMS NNC CC.*,2.0
612634,RB.*_CC.* DT.* NN.* DT.* NN.* LM,2.0,RBW_CCP DTCP NNC DTP NNP LM,2.0,RBW_CCP * * * * *,RBW_CCP DT.* NN.* DT.* NN.* LM,2.0
612635,RB.* VB.* CC.* VB.* CC.* NN.*,4.0,RBF VBTS CCP VBTF CCT NNC,9.0,* * * * * NNC,RB.* VB.* CC.* VB.* CC.* NNC,9.0
612636,CC.* NN.* CC.* PR.* DT.* NN.*,2.0,CCT NNC CCP PRO DTP NNP,2.0,CCT NNC * PRO * *,CCT NNC CC.* PRO DT.* NN.*,2.0
612640,NN.* LM VB.* CC.* RB.* PM.*,3.0,NNC LM VBTS CCB RBW PMS,3.0,* * * * * PMS,NN.* LM VB.* CC.* RB.* PMS,3.0
612644,CC.* JJ.* CC.* PR.*_CC.* NN.* PM.*,2.0,CCP JJD CCT PRI_CCP NNC PMC,2.0,* * * * NNC PMC,CC.* JJ.* CC.* PR.*_CC.* NNC PMC,2.0
612645,JJ.*_CC.* NN.* CC.* VB.* CC.* PR.*,2.0,JJD_CCP NNC CCP VBAF CCT PRSP,7.0,JJD_CCP * * * * *,JJD_CCP NN.* CC.* VB.* CC.* PR.*,7.0
612646,PM.* VB.* CC.* NN.* CC.* NN.*,2.0,PMC VBTS CCB NNC CCT NNP,2.0,PMC * * NNC * *,PMC VB.* CC.* NNC CC.* NN.*,2.0
612647,VB.* DT.* PR.*_CC.* NN.* CC.* NN.*_CC.*,3.0,VBTS DTC PRSP_CCP NNC CCT NNP_CCP,3.0,* * * NNC * *,VB.* DT.* PR.*_CC.* NNC CC.* NN.*_CC.*,3.0
612649,NN.* LM VB.*_VB.* CC.* NN.* PM.*,2.0,NNP LM VBTR_VBAF CCB NNPA PMC,2.0,* LM VBTR_VBAF * * PMC,NN.* LM VBTR_VBAF CC.* NN.* PMC,2.0
612652,PM.* JJ.*_CC.* NN.* CC.* NN.* CC.*,9.0,PMS JJD_CCP NNC CCP NNP CCB,7.0,PMS JJD_CCP NNC * * *,PMS JJD_CCP NNC CC.* NN.* CC.*,7.0
612655,NN.* CC.* DT.* JJ.* CC.* NN.*,5.0,NNPA CCT DTC JJD CCP NNC,3.0,* * * * * NNC,NN.* CC.* DT.* JJ.* CC.* NNC,3.0
612657,NN.* LM PR.*_CC.* JJ.*_CC.* NN.* PM.*,2.0,NNP LM PRI_CCP JJD_CCP NNC PMC,2.0,* LM PRI_CCP JJD_CCP NNC PMC,NN.* LM PRI_CCP JJD_CCP NNC PMC,2.0
612658,CC.* NN.*_CC.* VB.* LM VB.* CC.*,2.0,CCR NNC_CCP VBS LM VBTS CCT,2.0,* NNC_CCP * LM * *,CC.* NNC_CCP VB.* LM VB.* CC.*,2.0
612660,NN.* CC.* PR.*_CC.* NN.* CC.* DT.*,9.0,NNP CCT PRSP_CCP NNC CCP DTP,9.0,* * * NNC * *,NN.* CC.* PR.*_CC.* NNC CC.* DT.*,9.0
612662,CC.* NN.* PM.* PR.* RB.* CC.*,2.0,CCA NNC PMC PRC RBI CCB,2.0,* NNC PMC * RBI CCB,CC.* NNC PMC PR.* RBI CCB,2.0
612664,VB.* CC.* NN.* DT.* JJ.* CC.*,5.0,VBW CCB NNC DTC JJD CCP,3.0,* * NNC * * *,VB.* CC.* NNC DT.* JJ.* CC.*,3.0
612666,CC.* NN.* DT.* JJ.* CC.* NN.*,3.0,CCB NNP DTC JJD CCP NNC,3.0,* * * * * NNC,CC.* NN.* DT.* JJ.* CC.* NNC,3.0
612667,JJ.* CC.* NN.* RB.* CC.* DT.*,2.0,JJD CCP NNC RBL CCT DTCP,2.0,* * NNC * CCT *,JJ.* CC.* NNC RB.* CCT DT.*,2.0
612668,NN.* RB.*_CC.* NN.* CD.* PM.* CC.*,2.0,NNP RBW_CCP NNP CDB PMC CCT,2.0,* RBW_CCP * * PMC CCT,NN.* RBW_CCP NN.* CD.* PMC CCT,2.0
612669,CD.* PM.* CC.* DT.* DT.* JJ.*_CC.*,2.0,CDB PMC CCT DTC DTCP JJD_CCP,2.0,* PMC CCT * * *,CD.* PMC CCT DT.* DT.* JJ.*_CC.*,2.0
612670,PM.* CC.* DT.* DT.* JJ.*_CC.* NN.*,3.0,PMC CCT DTC DTCP JJD_CCP NNC,3.0,PMC * * * * NNC,PMC CC.* DT.* DT.* JJ.*_CC.* NNC,3.0
612672,JJ.*_CC.* NN.* CC.* VB.* DT.* JJ.*,3.0,JJD_CCP NNC CCB VBOF DTC JJD,3.0,JJD_CCP * * * DTC *,JJD_CCP NN.* CC.* VB.* DTC JJ.*,3.0
612673,JJ.*_CC.* NN.* CC.* VB.* DT.* JJ.*,3.0,JJD_CCP NNC CCT VBW DTC JJD,3.0,JJD_CCP * * * * *,JJD_CCP NN.* CC.* VB.* DT.* JJ.*,3.0
612674,CC.* PR.* CC.* DT.* JJ.*_CC.* NN.*,2.0,CCB PRI CCT DTCP JJD_CCP NNC,3.0,* * CCT * * NNC,CC.* PR.* CCT DT.* JJ.*_CC.* NNC,3.0
612679,RB.* CC.* VB.* CC.* JJ.*_CC.* NN.*,3.0,RBW CCP VBAF CCT JJN_CCP NNC,4.0,* * * * * NNC,RB.* CC.* VB.* CC.* JJ.*_CC.* NNC,4.0
612680,RB.* JJ.* CC.* NN.* CC.* JJ.*_CC.*,2.0,RBW JJD CCT NNC CCB JJN_CCP,3.0,* * * NNC * *,RB.* JJ.* CC.* NNC CC.* JJ.*_CC.*,3.0
612681,JJ.* CC.* NN.* CC.* JJ.*_CC.* NN.*,2.0,JJD CCT NNC CCB JJN_CCP NNC,3.0,* * NNC * * *,JJ.* CC.* NNC CC.* JJ.*_CC.* NN.*,3.0
612687,VB.* CC.* NN.* CC.* PR.*_CC.* JJ.*_CC.*,5.0,VBTS CCP NNC CCB PRI_CCP JJD_CCP,5.0,* * NNC * * *,VB.* CC.* NNC CC.* PR.*_CC.* JJ.*_CC.*,5.0
612688,VB.* CC.* NN.* CC.* PR.*_CC.* JJ.*_CC.*,5.0,VBTS CCT NNC CCB PRI_CCP JJD_CCP,4.0,* * NNC * * JJD_CCP,VB.* CC.* NNC CC.* PR.*_CC.* JJD_CCP,4.0
612689,CC.* PM.* RB.* VB.*_VB.* DT.* NN.*,2.0,CCT PMC RBW VBTR_VBAF DTC NNPA,2.0,CCT PMC RBW VBTR_VBAF * *,CCT PMC RBW VBTR_VBAF DT.* NN.*,2.0
612691,PM.* NN.* CC.* NN.* PM.* CC.*,7.0,PMS NNC CCB NNPA PMC CCP,5.0,PMS NNC * * PMC *,PMS NNC CC.* NN.* PMC CC.*,5.0
612692,PM.* NN.* CC.* NN.* PM.* CC.*,7.0,PMS NNP CCT NNPA PMC CCP,3.0,PMS * CCT * PMC CCP,PMS NN.* CCT NN.* PMC CCP,3.0
612693,CC.* VB.* PR.* DT.* PR.*_CC.* NN.*,4.0,CCA VBTS PRS DTC PRI_CCP NNC,7.0,* * * DTC * NNC,CC.* VB.* PR.* DTC PR.*_CC.* NNC,7.0
612695,DT.* PR.*_CC.* NN.* CC.* VB.*_CC.* PM.*,2.0,DTC PRI_CCP NNC CCP VBTR_CCP PMS,2.0,* * NNC * * *,DT.* PR.*_CC.* NNC CC.* VB.*_CC.* PM.*,2.0
612700,DT.* NN.* LM VB.*_VB.* CC.* PR.*_CC.*,2.0,DTCP NNP LM VBTR_VBAF CCB PRSP_CCP,2.0,DTCP * * VBTR_VBAF * *,DTCP NN.* LM VBTR_VBAF CC.* PR.*_CC.*,2.0
612701,LM VB.*_VB.* CC.* PR.*_CC.* NN.* CC.*,2.0,LM VBTR_VBAF CCB PRSP_CCP NNC CCT,2.0,LM VBTR_VBAF * * NNC *,LM VBTR_VBAF CC.* PR.*_CC.* NNC CC.*,2.0
612703,PM.* NN.* PM.* VB.* PR.* CC.*,3.0,PMS NNP PMC VBTS PRS CCB,3.0,PMS * PMC * * *,PMS NN.* PMC VB.* PR.* CC.*,3.0
612704,PM.* NN.* PM.* VB.* PR.* CC.*,3.0,PMS NNC PMC VBRF PRP CCP,2.0,PMS NNC PMC * * *,PMS NNC PMC VB.* PR.* CC.*,2.0
612705,CC.* NN.* PM.* RB.*_CC.* VB.* CC.*,2.0,CCB NNC PMC RBD_CCP VBW CCB,4.0,* NNC PMC RBD_CCP * *,CC.* NNC PMC RBD_CCP VB.* CC.*,4.0
612706,CC.* VB.* CC.* JJ.*_CC.* NN.* DT.*,3.0,CCA VBTS CCB JJN_CCP NNC DTC,4.0,* * * * NNC DTC,CC.* VB.* CC.* JJ.*_CC.* NNC DTC,4.0
612707,CC.* VB.* CC.* JJ.*_CC.* NN.* DT.*,3.0,CCT VBOF CCT JJD_CCP NNC DTC,2.0,CCT * * * NNC DTC,CCT VB.* CC.* JJ.*_CC.* NNC DTC,2.0
612708,VB.* CC.* JJ.*_CC.* NN.* DT.* PR.*_CC.*,2.0,VBTS CCB JJN_CCP NNC DTC PRSP_CCP,2.0,* * * NNC DTC *,VB.* CC.* JJ.*_CC.* NNC DTC PR.*_CC.*,2.0
612711,CC.* PM.* NN.* CC.* CD.* CC.*,2.0,CCR PMS NNC CCB CDB CCP,2.0,* PMS NNC * * *,CC.* PMS NNC CC.* CD.* CC.*,2.0
612714,PR.* CC.* JJ.*_CC.* NN.* CC.* VB.*,5.0,PRI CCB JJN_CCP NNC CCP VBTF,7.0,* * * NNC * *,PR.* CC.* JJ.*_CC.* NNC CC.* VB.*,7.0
