Pattern_ID,Hybrid_N-Gram,Frequency,POS_Type
521506,NNC LM VBTS CCT NNC_PMC,7,Mixed POS
539288,DTC JJD CC.* NN.* NN.*,14,Mixed POS
539289,CCB JJ.* NN.* CCB JJ.*,9,Mixed POS
539290,NNC CCB JJ.* DT.* DTCP,1,Mixed POS
539291,CCB JJ.* DT.* DTCP NNC,1,Mixed POS
539292,NNC CCT NN.* LM VBTF,18,Mixed POS
521514,NNC CCT NNP LM VBTF,8,Mixed POS
539293,NNP LM VBTF CC.* NN.*,35,Mixed POS
521515,NNP LM VBTF CCB NNP,3,Mixed POS
521516,LM VBTF CCB NNP NNP,2,Mixed POS
539294,DTC NNC CCB FW CC.*,13,Mixed POS
521518,DTC NNC CCB FW CCP,3,Mixed POS
521519,CCP NNP NNP LM VBAF,3,Mixed POS
539295,NNP NN.* LM VBAF RBI,5,Mixed POS
521520,NNP NNP LM VBAF RBI,3,Mixed POS
539296,NNP LM VBAF RB.* CC.*,17,Mixed POS
521521,NNP LM VBAF RBI CCT,7,Mixed POS
539297,LM VBAF RB.* CC.* NN.*_PM.*,41,Mixed POS
521522,LM VBAF RBI CCT NNC_PMP,2,Mixed POS
539298,DTCP NN.* CC.* NN.* CC.*,663,Mixed POS
539299,CCT NN.* LM VB.* CC.*,184,Mixed POS
521524,CCT NNP LM VBTS CCP,16,Mixed POS
539300,NNC_CCP VB.* CC.* NN.* CC.*,66,Mixed POS
539301,VBTR CCT NN.* CC.* NN.*_PM.*,159,Mixed POS
521527,NNC DTC NNC CCB FW,3,Mixed POS
539302,RBR CC.* NN.* CC.* VB.*,34,Mixed POS
539303,CCT NN.* CC.* VB.* RB.*,46,Mixed POS
539304,NNC CCP NN.* NN.* FW,5,Mixed POS
521530,NNC CCP NNP NNP FW,4,Mixed POS
539305,NNC CCP JJ.* CC.* NN.*,52,Mixed POS
539306,NNC LM VBTR CC.* JJ.*,38,Mixed POS
521535,NNC LM VBTR CCB JJD,15,Mixed POS
539307,LM VBTR CC.* JJ.* CC.*,23,Mixed POS
521536,LM VBTR CCB JJD CCP,8,Mixed POS
539308,CCB JJ.* CC.* NN.* CC.*,227,Mixed POS
539309,VBTS RB.* PR.* CC.* DT.*,28,Mixed POS
539310,RBI PR.* CC.* DT.* NNC,11,Mixed POS
521540,NNC CCP NNC LM JJCC,2,Mixed POS
521541,PRI_CCP FW CCP VBTR CCP,2,Mixed POS
539311,CCA RB.* VB.* DT.* DTCP,7,Mixed POS
539312,RBD_CCP VB.* DT.* DTCP JJD_CCP,5,Mixed POS
539313,DTC FW LM VBTS CC.*,12,Mixed POS
521545,DTC FW LM VBTS CCB,4,Mixed POS
539314,FW LM VBTS CC.* NN.*,20,Mixed POS
521546,FW LM VBTS CCB NNC,7,Mixed POS
539315,DTC NNC CCB FW DT.*,1,Mixed POS
521547,DTC NNC CCB FW DTC,1,Mixed POS
539316,CCT NN.* CC.* DT.* NN.*_PM.*,533,Mixed POS
539317,VBTS RB.* PR.* DT.* NNC,3,Mixed POS
539318,PRP CC.* DT.* NNC LM,5,Mixed POS
521551,PRP CCP DTC NNC LM,5,Mixed POS
521552,NNC LM JJC CCB CCT,2,Mixed POS
539319,DTC DTCP VBTS_CCP CC.* PM.*,2,Mixed POS
539320,PMS FW LM VBTS CC.*,12,Mixed POS
521554,PMS FW LM VBTS CCP,2,Mixed POS
521555,FW LM VBTS CCP DTC,1,Mixed POS
539321,CCP DT.* PRI_CCP NN.* LM,9,Mixed POS
521556,CCP DTC PRI_CCP NNC LM,9,Mixed POS
539322,DTC PRI_CCP NN.* LM VBW,2,Mixed POS
521557,DTC PRI_CCP NNC LM VBW,2,Mixed POS
539323,NNC LM VBW CC.* NN.*,13,Mixed POS
521558,NNC LM VBW CCT NNC,6,Mixed POS
539324,PRO DT.* NNC PMS NN.*,4,Mixed POS
539325,NNC_CCP CC.* PM.* JJ.* CC.*,4,Mixed POS
539326,JJD CC.* VB.* CC.* NN.*,113,Mixed POS
539327,CCB DT.* NN.* LM RBF,4,Mixed POS
521563,CCB DTCP NNC LM RBF,2,Mixed POS
521564,DTCP NNC LM RBF VBTR,7,Mixed POS
521565,NNC LM RBF VBTR CCB,4,Mixed POS
539328,VBTR NNC CC.* NN.* CC.*,10,Mixed POS
521568,CCR PRO LM VBTR CCT,2,Mixed POS
521569,LM VBTR CCT PRSP CCP,2,Mixed POS
539329,VBTR CCT PR.* CC.* DT.*,6,Mixed POS
521571,LM VBH NNC CCP VBW,2,Mixed POS
539330,FW NNP LM VBTS DT.*,2,Mixed POS
521575,FW NNP LM VBTS DTC,2,Mixed POS
539331,NNP LM VBTS DT.* NNC,34,Mixed POS
521576,NNP LM VBTS DTC NNC,34,Mixed POS
539332,CCR PM.* JJ.* CC.* PRO,4,Mixed POS
539333,PMS JJ.* CC.* PRO LM,6,Mixed POS
521578,PMS JJD CCP PRO LM,4,Mixed POS
521579,LM VBS CCP VBW CCB,2,Mixed POS
539334,CCT JJ.* NN.* RBK RBQ,4,Mixed POS
539335,JJD_CCP NN.* RBK RBQ PRP,2,Mixed POS
539336,LM VBTS CC.*_PM.* DT.* NNC,212,Mixed POS
521582,LM VBTS CCP_PMS DTC NNC,4,Mixed POS
539337,NNC CCP VB.* DT.* NN.*,135,Mixed POS
539338,RBW_CCP NN.* CC.* VB.* CC.*,23,Mixed POS
539339,CCP VB.* CC.* NN.* CC.*,927,Mixed POS
539340,CCP JJ.* CC.* VB.* DT.*,15,Mixed POS
539341,CCB VB.* DT.* NNC CCB,36,Mixed POS
539342,JJC CCB NN.* CC.* DT.*,6,Mixed POS
539343,NNC LM RBM VB.* CCT,21,Mixed POS
521589,NNC LM RBM VBOF CCT,5,Mixed POS
539344,DTCP NN.* CC.* NN.* LM,216,Mixed POS
521590,DTCP NNC CCA NNC LM,6,Mixed POS
539345,VBOF CC.* NN.* NN.* FW,1,Mixed POS
521591,VBOF CCB NNP NNP FW,1,Mixed POS
521592,DTC NNP LM PRI_CCP NNC,8,Mixed POS
539346,LM PRI_CCP NN.* CC.* NN.*,12,Mixed POS
521593,LM PRI_CCP NNC CCP NNC,2,Mixed POS
539347,NNC CCP NN.* CC.* FW,6,Mixed POS
521594,NNC CCP NNC CCB FW,6,Mixed POS
539348,CCP NN.* CC.* FW FW,29,Mixed POS
521595,CCP NNC CCB FW FW,19,Mixed POS
539349,FW RBK RB.* DT.* NNC,2,Mixed POS
521596,FW RBK RBQ DTC NNC,2,Mixed POS
539350,NNC LM VBTR_VBAF CCT JJ.*,8,Mixed POS
521597,NNC LM VBTR_VBAF CCT JJD_CCP,5,Mixed POS
521598,LM VBTR_VBAF CCT JJD_CCP NNC_PMC,2,Mixed POS
539351,DTCP NN.* CC.* NN.* DT.*,57,Mixed POS
539352,CCP NN.* DT.* DTCP JJD,5,Mixed POS
539353,DTC DTCP JJD CC.* NN.*_PM.*,72,Mixed POS
539354,CCP VB.* NN.* CC.* NN.*,174,Mixed POS
539355,CCB DT.* NN.* CC.* NN.*,412,Mixed POS
539356,NNC CCA NN.* CC.* RB.*,7,Mixed POS
521605,DTC NNP LM RBM VBTS,2,Mixed POS
539357,FW FW CCP NN.* LM,3,Mixed POS
521606,FW FW CCP NNP LM,2,Mixed POS
521607,FW CCP NNP LM VBTS,3,Mixed POS
539358,LM VBTS CC.* FW FW,10,Mixed POS
521608,LM VBTS CCB FW FW,5,Mixed POS
539359,FW FW PRO CC.* NN.*,2,Mixed POS
521609,FW FW PRO CCT NNC,2,Mixed POS
539360,VBTS CC.* NN.* DT.* DTCP,16,Mixed POS
539361,NNP DT.* DTCP NNC PRO,1,Mixed POS
539362,PRO CC.* PR.* FW FW,2,Mixed POS
521612,PRO CCT PRI_CCP FW FW,2,Mixed POS
539363,CCT PR.* FW FW RB.*,1,Mixed POS
521613,CCT PRI_CCP FW FW RBW_CCP,1,Mixed POS
539364,VBS_CCP VB.* DT.* DTCP NNC,2,Mixed POS
539365,DTCP NN.* CC.* VB.* CC.*,301,Mixed POS
539366,PRI_CCP FW FW CCP VB.*,3,Mixed POS
521617,PRI_CCP FW FW CCP VBH,2,Mixed POS
521618,FW FW CCP VBH NNC,2,Mixed POS
539367,CCP VB.* NN.* CC.* NN.*,174,Mixed POS
521620,VBH NNC CCP NNP FW,2,Mixed POS
539368,LM VBTF CC.* DT.* NN.*,13,Mixed POS
521621,LM VBTF CCT DTCP NNC,5,Mixed POS
539369,VBTF CC.* DT.* NN.* CC.*,36,Mixed POS
539370,NNC CCP VB.* NN.* PM.*,7,Mixed POS
539371,CCP VB.* NN.* PM.* PR.*,3,Mixed POS
539372,VBH NNC PM.* PR.* NN.*,3,Mixed POS
539373,PRI_CCP NN.* RBR CC.* NN.*,8,Mixed POS
539374,NNC CCR RB.* CC.* PR.*,1,Mixed POS
539375,NNC LM VBTF CC.* NN.*,62,Mixed POS
521633,NNC LM VBTF CCT NNP,13,Mixed POS
539376,LM VBTF CC.* NN.* CC.*,79,Mixed POS
521634,LM VBTF CCT NNP CCB,3,Mixed POS
539377,CCT NN.* CC.* NN.* CC.*,682,Mixed POS
539378,DTC DTCP PRO LM VB.*,6,Mixed POS
521636,DTC DTCP PRO LM VBTS,2,Mixed POS
539379,PRO LM VB.* CC.* PR.*,23,Mixed POS
521637,PRO LM VBTS CCB PRI_CCP,2,Mixed POS
539380,LM VBTS CC.* PR.* NN.*,150,Mixed POS
521638,LM VBTS CCB PRI_CCP NNC_CCP,3,Mixed POS
539381,VBTR CCT NN.* PM.* PR.*,3,Mixed POS
539382,CCT NN.* PM.* PR.* NN.*,5,Mixed POS
521642,NNC LM VBTR DTC NNP,1,Mixed POS
521646,NNC CCP NNP FW NNP,6,Mixed POS
539383,NNC CCB NN.* CC.* VB.*,512,Mixed POS
539384,CCT DT.* NN.* VB.* CCT,10,Mixed POS
539385,NNC CCP RB.* PM.* NN.*,9,Mixed POS
539386,RBD PM.* NN.* CC.* NN.*,10,Mixed POS
539387,NNC CCT NN.* NN.* RB.*,24,Mixed POS
539388,CCT NN.* NN.* RBK RBQ,5,Mixed POS
539389,NNP NN.* RBK RBQ DTC,7,Mixed POS
539390,NNP RB.* RBQ DTC NNP,3,Mixed POS
539391,RBK RB.* DT.* NNP DT.*,2,Mixed POS
521658,LM VBTR CCT DTCP FW,2,Mixed POS
539392,NNC CCB PR.* JJ.* NN.*,34,Mixed POS
539393,CCP VB.* CC.* RB.* VB.*,26,Mixed POS
539394,VBAF CC.* RB.* VB.* CC.*,17,Mixed POS
539395,CCB RB.* VB.* CC.* CD.*,6,Mixed POS
539396,CDB NN.* CC.* NN.* CC.*,73,Mixed POS
539397,CCB NN.* CC.* VB.* CC.*,422,Mixed POS
539398,VBTS CC.* NN.* CC.* NN.*,499,Mixed POS
539399,NNC CCB NN.* RB.* PM.*,8,Mixed POS
539400,CCB NN.* RB.* PM.* JJ.*,2,Mixed POS
539401,NNC_CCP RB.* PM.* JJ.* CC.*,5,Mixed POS
539402,RBI_CCP PM.* JJ.* CC.* NN.*,7,Mixed POS
539403,CCP NN.* RB.* RB.* DTC,49,Mixed POS
539404,CDB CC.* RB.* NN.* NNPA,8,Mixed POS
539405,NNPA PMS CD.* NN.* LM,2,Mixed POS
521676,NNPA PMS CDB NNPA LM,2,Mixed POS
539406,DTC PRI_CCP DT.* NN.* LM,11,Mixed POS
521677,DTC PRI_CCP DTCP NNC LM,10,Mixed POS
539407,PRI_CCP DT.* NN.* LM VBTR,5,Mixed POS
521678,PRI_CCP DTCP NNC LM VBTR,4,Mixed POS
539408,PRI_CCP NN.* CCB NN.* DTC,14,Mixed POS
539409,VBTS PM.* NN.* CC.* DT.*,42,Mixed POS
539410,NNC CCB DT.* VB.* CC.*,41,Mixed POS
539411,VBTS RB.* RB.* DTC DTCP,4,Mixed POS
539412,RBI RB.* DT.* DTCP NNC,8,Mixed POS
539413,DTCP NN.* CC.* VB.* NN.*,62,Mixed POS
539414,NNC CCB NN.* LM VBTS_PMP,5,Mixed POS
521685,NNC CCB NNC LM VBTS_PMP,5,Mixed POS
539415,DTCP JJ.* PM.* NN.* DT.*,2,Mixed POS
539416,JJD PM.* NN.* DT.* VBTS,1,Mixed POS
539417,NNP DT.* VBTS CCT DT.*,2,Mixed POS
539418,CCB NN.* CC.* NN.* RB.*,89,Mixed POS
539419,CCP DT.* NN.* CC.* DT.*,100,Mixed POS
539420,CCB DT.* NN.* LM VBAF,6,Mixed POS
521691,CCB DTCP NNC LM VBAF,3,Mixed POS
539421,VBAF CC.* DT.* NN.* CC.*,105,Mixed POS
539422,CCT DT.* NN.* CC.* PR.*,47,Mixed POS
539423,CCT PR.* DT.* NN.* CC.*,70,Mixed POS
539424,NNC CCA VB.* CC.* NN.*,76,Mixed POS
539425,CCA VB.* CC.* NN.* CC.*,121,Mixed POS
521702,NNP LM VBTS CCP VBTS,4,Mixed POS
521703,LM VBTS CCP VBTS JJD,2,Mixed POS
539426,NNC_CCP RB.* PM.* NN.* LM,4,Mixed POS
521704,NNC_CCP RBI_CCP PMS NNC LM,4,Mixed POS
539427,RBI_CCP PM.* NN.* LM VBTS,3,Mixed POS
521705,RBI_CCP PMS NNC LM VBTS,3,Mixed POS
521706,PMS NNC LM VBTS CCP,3,Mixed POS
539428,VBTS CC.* NN.* PM.* VB.*,1,Mixed POS
539429,PMS VB.* DT.* DTCP NNC,5,Mixed POS
539430,NNP VB.* VB.* CCB DT.*,3,Mixed POS
539431,VBW VB.* CC.* DT.* NN.*,11,Mixed POS
539432,CCT NN.* CC.* DT.* DTCP,26,Mixed POS
539433,NNP CC.* DT.* DTCP NN.*,57,Mixed POS
539434,CCA DT.* DTCP NNC CCT,5,Mixed POS
521716,LM VBTS NNC CCT DTCP,6,Mixed POS
539435,NNC CCT DT.* CC.* PM.*,3,Mixed POS
539436,CCT DT.* CC.* PM.* NN.*,7,Mixed POS
539437,DTCP CC.* PM.* NN.* CC.*,12,Mixed POS
539438,DTCP NN.* CC.* CC.* FW,3,Mixed POS
521721,DTCP NNC CCR CCT FW,2,Mixed POS
539439,NNC CCR CC.* FW FW,4,Mixed POS
521722,NNC CCR CCT FW FW,4,Mixed POS
539440,NNC LM VBTS RB.* DT.*,22,Mixed POS
521723,NNC LM VBTS RBW DTC,12,Mixed POS
539441,NNP NN.* PMS NN.* LM,6,Mixed POS
521725,NNP NNCA PMS NNP LM,4,Mixed POS
539442,NNC RBI_CCP PM.* NN.* CC.*,4,Mixed POS
539443,NNP NN.*_PM.* NN.* NN.* LM,28,Mixed POS
521727,NNP NNP_PMS NNCA NNP LM,3,Mixed POS
539444,NNC_CCP NN.* LM VBAF CCB,3,Mixed POS
521728,NNC_CCP NNP LM VBAF CCB,2,Mixed POS
539445,CCB NN.* CC.* VB.* JJ.*,25,Mixed POS
539446,NNC CCP VB.* JJ.* JJ.*,4,Mixed POS
539447,VBW CC.* NN.* CC.* DT.*,37,Mixed POS
539448,JJD_CCP NN.* CCB NN.* CC.*,279,Mixed POS
539449,DTP NN.* NN.* LM VBTS_PMC,8,Mixed POS
521737,DTP NNP NNP LM VBTS_PMC,7,Mixed POS
539450,PMS_ DT.* NNC CCB NN.*,1623,Mixed POS
521739,NNP LM RBF VBTS DTC,2,Mixed POS
539451,LM RBF VB.* DT.* DTCP,7,Mixed POS
521740,LM RBF VBTS DTC DTCP,4,Mixed POS
539452,DTCP JJ.* NN.* CCB DT.*,11,Mixed POS
539453,NNC CCB NN.* CC.* VB.*,512,Mixed POS
539454,CCB NN.* CC.* VB.* DT.*,195,Mixed POS
539455,CCT DT.* NN.* PRO CC.*,9,Mixed POS
539456,RBD_CCP VB.* DT.* PRSP_CCP DT.*,4,Mixed POS
539457,NNC CCT VB.* DT.* PR.*,15,Mixed POS
539458,VBW DT.* PRSP_CCP DT.* NN.*_PM.*,8,Mixed POS
521755,CCP JJD_CCP NNC LM VBTS,13,Mixed POS
539459,JJD_CCP NN.* LM VBTS CCB,18,Mixed POS
521756,JJD_CCP NNC LM VBTS CCB,15,Mixed POS
539460,LM VBTS CC.* JJ.* JJ.*,24,Mixed POS
521757,LM VBTS CCB JJN_CCP JJD,5,Mixed POS
539461,VBTS CC.* JJ.* JJ.* CC.*,13,Mixed POS
539462,CCB JJ.* JJ.* CC.* NN.*,26,Mixed POS
539463,CCB DT.* PRSP_CCP DT.* NN.*,3,Mixed POS
539464,PRSP_CCP DT.* NN.* CC.* NN.*,41,Mixed POS
539465,DTCP NN.* CC.* NN.* NN.*_PM.*,1269,Mixed POS
539466,DTC JJN_CCP NN.* CCP VB.*,26,Mixed POS
539467,JJN_CCP NN.* CC.* VB.* NNC,10,Mixed POS
539468,CCP VB.* NN.* CC.* CC.*,39,Mixed POS
539469,CCT CC.* PM.* NN.* LM,3,Mixed POS
521767,CCT CCR PMS NNC LM,3,Mixed POS
539470,CCR PM.* NN.* LM VBTS,8,Mixed POS
521768,CCR PMS NNC LM VBTS,8,Mixed POS
539471,NNC LM VBTS CC.* VB.*,78,Mixed POS
521769,NNC LM VBTS CCA VBTS,7,Mixed POS
539472,LM VBTS CC.* VB.* CC.*,99,Mixed POS
521770,LM VBTS CCA VBTS CCT,7,Mixed POS
521771,DTC NNC LM RBL NNC,3,Mixed POS
539473,NNC LM RBL NN.* CCB,5,Mixed POS
521772,NNC LM RBL NNC CCB,5,Mixed POS
539474,NNC CCB DT.* PRSP_CCP DT.*,2,Mixed POS
521774,DTCP NNC RBW PRP LM,3,Mixed POS
539475,NNC RBW PR.* LM VB.*,19,Mixed POS
521775,NNC RBW PRP LM VBTR,4,Mixed POS
539476,CCT JJ.* CC.* DT.* NN.*,43,Mixed POS
539477,DTCP NN.* CC.* NN.* RB.*,67,Mixed POS
539478,NNC CCB NN.* RB.* RB.*,43,Mixed POS
539479,CCB NN.* RB.* RB.* PRS,4,Mixed POS
539480,NNC RBK RB.* PRS LM,2,Mixed POS
521781,NNC RBK RBQ PRS LM,2,Mixed POS
539481,VBW PM.* RB.* CC.* VB.*,2,Mixed POS
539482,DTC DTCP NNC CCB NN.*,320,Mixed POS
539483,NNC CCB NN.* NN.* NN.*,97,Mixed POS
539484,CCB NN.* NN.* NN.* NN.*,22,Mixed POS
539485,NNC_CCP NN.* NN.* NNP LM,2,Mixed POS
521786,NNC_CCP NNP NNP NNP LM,2,Mixed POS
539486,LM VBTR CC.* DT.* DT.*,19,Mixed POS
521787,LM VBTR CCP DTC DTCP,16,Mixed POS
539487,CCP DT.* DTCP NNC DTC,3,Mixed POS
539488,LM VBTS CC.* DT.* CCR,7,Mixed POS
521790,LM VBTS CCP DTC CCR,6,Mixed POS
539489,VBTS CC.* DT.* CCR PM.*,6,Mixed POS
539490,DTC JJN_CCP NN.* NNC LM,4,Mixed POS
521792,DTC JJN_CCP NNC_CCP NNC LM,3,Mixed POS
539491,JJD CC.* DT.* JJ.* CC.*,10,Mixed POS
521795,NNC LM RBF JJD CCT,3,Mixed POS
521796,LM RBF JJD CCT CCT,2,Mixed POS
539492,CCP NN.* CC.* NN.* NN.*,487,Mixed POS
539493,CCT CC.* DT.* JJ.* NN.*,8,Mixed POS
539494,JJD_CCP NN.* CCB DT.* JJ.*,9,Mixed POS
539495,PRO LM VB.* DT.* NN.*,9,Mixed POS
521801,PRO LM VBOF DTP NNP,1,Mixed POS
539496,LM VBOF DT.* NN.* NN.*_PM.*,46,Mixed POS
521802,LM VBOF DTP NNP NNP_PMC,2,Mixed POS
539497,CCP VB.* CC.* CC.* NN.*,82,Mixed POS
539498,VBTS DT.* NN.* CC.* PR.*,55,Mixed POS
539499,DTP NN.* CC.* PR.* LM,21,Mixed POS
521806,DTP NNP CCP PRS LM,14,Mixed POS
539500,NNP CC.* PR.* LM RB.*,13,Mixed POS
521807,NNP CCP PRS LM RBD_CCP,3,Mixed POS
521808,CCR DTC NNC LM VBH,2,Mixed POS
539501,NNC CCB VB.* DT.* NN.*,64,Mixed POS
539502,VBS VB.* CC.* VB.* PM.*,0,Mixed POS
539503,DTC VBTR_CCP NN.* CC.* NN.*,14,Mixed POS
539504,CCP VB.* NN.* CC.* CC.*,39,Mixed POS
539505,CCR PM.* NN.* NN.* CC.*,4,Mixed POS
539506,PMS NN.* NNC CCT NN.*,10,Mixed POS
521820,NNC LM VBAF CCT PRSP,4,Mixed POS
539507,DTC NNC NNC CCT NN.*,8,Mixed POS
539508,NNC CCB NN.* CC.* VB.*,512,Mixed POS
539509,NNP CC.* VB.* CC.* NN.*,224,Mixed POS
539510,CCB NN.* LM RB.* VB.*,97,Mixed POS
521824,CCB NNC LM RBF VBTR,6,Mixed POS
539511,LM RBF VB.* CC.* NN.*,60,Mixed POS
521825,LM RBF VBTR CCB NNC,5,Mixed POS
539512,PRS CC.* DT.* NNC LM,15,Mixed POS
521827,PRS CCP DTC NNC LM,15,Mixed POS
521828,NNC LM RBF RBM VBOF,3,Mixed POS
521829,LM RBF RBM VBOF CCB,2,Mixed POS
539513,LM VBTR_VBAF CC.* VB.* DT.*,7,Mixed POS
521831,LM VBTR_VBAF CCP VBW DTC,4,Mixed POS
521834,DTC CCR PMS FW CCT,3,Mixed POS
539514,CCR PM.* FW CC.* NN.*,8,Mixed POS
521835,CCR PMS FW CCT NNC,2,Mixed POS
521836,PMS FW CCT NNC CCT,2,Mixed POS
539515,CCT NN.* CC.* NN.* NN.*,314,Mixed POS
539516,NNP LM VBTS CC.* VB.*,91,Mixed POS
521840,NNP LM VBTS CCP VBN_CCP,5,Mixed POS
539517,CCR PM.* NN.* CC.* DT.*,31,Mixed POS
521843,DTC NNC NNC LM RBF,3,Mixed POS
521844,NNC NNC LM RBF VBTS,3,Mixed POS
521845,NNC LM RBF VBTS RBW,2,Mixed POS
539518,LM RBF VB.* RB.* DTC,2,Mixed POS
521846,LM RBF VBTS RBW DTC,1,Mixed POS
539519,VBTS RB.* DT.* NNC LM,16,Mixed POS
521847,VBTS RBW DTC NNC LM,5,Mixed POS
539520,RBW DT.* NNC LM VBTS,12,Mixed POS
521848,RBW DTC NNC LM VBTS,12,Mixed POS
521849,DTC NNC LM VBTS RBW_CCP,23,Mixed POS
539521,NNC LM VBTS RB.* DTC,20,Mixed POS
521850,NNC LM VBTS RBW_CCP DTC,6,Mixed POS
539522,CCP NN.* LM RB.* VB.*,88,Mixed POS
521851,CCP NNC LM RBF VBTS,6,Mixed POS
539523,CCR DT.* DTCP PRO LM,2,Mixed POS
521852,CCR DTC DTCP PRO LM,2,Mixed POS
539524,DTP NN.* NN.* CCP VB.*,80,Mixed POS
539525,JJN_CCP NN.* DT.* VBTS CCT,10,Mixed POS
539526,NNC CCP VB.* DT.* NN.*,135,Mixed POS
539527,DTCP NN.* VB.* CC.* FW,2,Mixed POS
521858,DTCP NNC VBW CCB FW,2,Mixed POS
539528,NNC VBW CC.* FW PM.*,2,Mixed POS
521859,NNC VBW CCB FW PMS,2,Mixed POS
539529,CCB FW PM.* JJ.* CC.*,1,Mixed POS
521860,CCB FW PMS JJD CCP,1,Mixed POS
539530,CCP DT.* NN.* CC.* NN.*,445,Mixed POS
539531,RBL NN.* CC.* NN.* LM,3,Mixed POS
521862,RBL NNC CCB NNC LM,3,Mixed POS
539532,NNC PMS JJ.* CC.* NN.*,19,Mixed POS
539533,CCP RB.* VB.* CC.* DT.*,29,Mixed POS
539534,RBM VB.* CC.* DT.* NN.*,21,Mixed POS
539535,VBW CC.* DT.* NN.* LM,20,Mixed POS
521867,VBW CCB DTCP NNC LM,4,Mixed POS
521868,DTC NNC LM VBTS DTCP,4,Mixed POS
539536,RBR DT.* NN.* NN.* NN.*_NN.*,23,Mixed POS
521870,VBW LM VBAF CCT NNC,2,Mixed POS
539537,DTCP NN.* LM VBTS DT.*,8,Mixed POS
521871,DTCP NNC LM VBTS DTC,5,Mixed POS
539538,LM VBTS DT.* NN.* DT.*,5,Mixed POS
521872,LM VBTS DTC NNC DTCP,1,Mixed POS
539539,NNC CCB NN.* CD.* FW,2,Mixed POS
521874,NNC CCB NNP CDB FW,2,Mixed POS
539540,VBTS CC.* DT.* NN.* LM,86,Mixed POS
521875,VBTS CCP DTCP NNC LM,3,Mixed POS
539541,VBTS CC.* DT.* JJ.* CC.*,15,Mixed POS
521877,LM VBTS CCP VBAF RBW,2,Mixed POS
521881,NNC CCP NNC PMS FW,3,Mixed POS
521882,JJD_CCP NNC LM VBOF DTC,3,Mixed POS
539542,NNC LM VBOF DT.* NNC,8,Mixed POS
521883,NNC LM VBOF DTC NNC,8,Mixed POS
539543,VBOF DT.* NN.* CC.* VB.*,75,Mixed POS
539544,DTC NNC CCP VB.* CC.*,73,Mixed POS
539545,DTCP VB.* CC.* DT.* NN.*,30,Mixed POS
539546,CCT DT.* NN.* LM VBAF,6,Mixed POS
521887,CCT DTCP NNC LM VBAF,3,Mixed POS
521888,CCP PRS LM VBTR CCB,3,Mixed POS
539547,LM VBTS CC.* PR.* NN.*,150,Mixed POS
521890,LM VBTS CCT PRSP_CCP NNC,20,Mixed POS
539548,CCB DT.* NN.* CC.* NN.*_PM.*,959,Mixed POS
539549,CCT NN.* CC.* VB.* CC.*,294,Mixed POS
539550,DTC PRI_CCP NN.* LM VBTS,9,Mixed POS
521896,DTC PRI_CCP NNC LM VBTS,9,Mixed POS
539551,LM VBAF RB.* CC.* PM.*,2,Mixed POS
521897,LM VBAF RBI CCB PMS,2,Mixed POS
539552,VBAF RB.* CC.* PM.* CD.*,2,Mixed POS
539553,RBI CC.* PM.* CD.* CC.*,2,Mixed POS
539554,CDB CC.* CD.* CC.* NN.*,13,Mixed POS
539555,DTC NNC_CCP PRO LM RB.*,10,Mixed POS
521904,DTC NNC_CCP PRO LM RBF,7,Mixed POS
521905,PRO LM RBF VBTR CCT,2,Mixed POS
539556,DTCP NN.* DT.* NN.* LM,6,Mixed POS
521906,DTCP NNC DTP NNP LM,6,Mixed POS
539557,NNC DTP NN.* LM NNC,3,Mixed POS
521907,NNC DTP NNP LM NNC,3,Mixed POS
521908,DTP NNP LM NNC CCT,2,Mixed POS
539558,DTC NNC CCB JJ.* CC.*,33,Mixed POS
539559,JJD CC.* JJ.* CC.* DT.*,10,Mixed POS
539560,DTP NN.* CC.*_PM.* DT.* DTCP,25,Mixed POS
539561,NNP CC.*_PM.* DT.* DTCP NN.*,77,Mixed POS
539562,NNC CCB NN.* NN.* NN.*_PM.*,595,Mixed POS
539563,VBW CC.* DT.* NNP LM,5,Mixed POS
521917,VBW CCP DTC NNP LM,3,Mixed POS
521918,DTC NNP LM JJCS CCP,2,Mixed POS
539564,CCA PR.* NN.* CC.* NN.*,23,Mixed POS
539565,NNC LM VBTS RB.* NNC,8,Mixed POS
521922,NNC LM VBTS RBW_CCP NNC,7,Mixed POS
539566,RBW_CCP NN.* CC.* NN.* CC.*,51,Mixed POS
539567,CCB NN.* DT.* DTCP NNC_PMC,1,Mixed POS
521927,DTC NNPA LM VBTR CCP,3,Mixed POS
539568,LM VBTR CC.* PR.* LM,8,Mixed POS
521928,LM VBTR CCP PRP LM,3,Mixed POS
539569,NNP LM VBTS DT.* NNP,18,Mixed POS
521929,NNP LM VBTS DTC NNP,9,Mixed POS
539570,LM VBTS DT.* NN.* NN.*,35,Mixed POS
521930,LM VBTS DTC NNP NNP,6,Mixed POS
521931,DTC NNP NNP LM VBOF,7,Mixed POS
539571,VBOF DT.* NN.* CC.* VB.*,75,Mixed POS
539572,NNC CCP VB.* NN.* CC.*,100,Mixed POS
539573,VBTS NN.* CC.* DT.* NN.*_PM.*,21,Mixed POS
539574,CCT NN.* LM VB.* RB.*,39,Mixed POS
521935,CCT NNP LM VBTS RBI,4,Mixed POS
521936,NNP LM VBTS RBI RBW,4,Mixed POS
539575,RBW CC.* NN.* CC.* NN.*_PM.*,95,Mixed POS
