Sentence,Rough_POS,Detailed_POS,Lemmatized_Sentence
"Patuloy nilang inaakusahan ang ICAO, ATSB at ang Direktor ng Kaligtasan sa Absasyon ng Indonesia ng ""pananatiling tahimik"" at inilarawan sila na 'nalagay sa kompromiso'.",RB.* PR.*_CC.* VB.* DT.* NN.* PM.* NN.* CC.* DT.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* PM.* JJ.*_CC.* JJ.* PM.* CC.* VB.* PR.* CC.* PM.* VB.* CC.* NN.* PM.* PM.*,RBD PRP_CCP VBTR DTC NNPA PMC NNPA CCA DTC NNP CCB NNP CCT NNP CCB NNP CCB PMS JJD_CCP JJD PMS CCA VBTS PRP CCP PMS VBTS CCT NNC PMS PMP,"tuloy nila akusa ang icao, atsb at ang direktor ng ligtas sa absasyon ng indonesia ng ""pananatiling tahimik"" at larawan sila na 'nalagay sa kompromiso'.",
"Patuloy na pinahayag ng Kaligtasan sa Pagpapalipad na hindi din ito naipaalam sa mga nakaligtas sa pagbagsak at sa mga kamag-anak ng mga namatay, at nabanggit na ito ay magkakaroon ng seryosong epekto sa proseso ng bayad-pinsala at mga matatanggap sa insurance.",RB.* CC.* VB.* CC.* NN.* CC.* NN.* CC.* RB.* RB.* PR.* VB.* CC.* DT.* VB.* CC.* NN.* CC.* CC.* DT.* NN.* PM.* NN.* CC.* DT.* VB.* PM.* CC.* VB.* CC.* PR.* LM VB.* CC.* JJ.*_CC.* NN.* CC.* NN.* CC.* NN.* PM.* NN.* CC.* DT.* VB.* CC.* FW PM.*,RBD CCP VBTS CCB NNP CCT NNP CCP RBF RBI PRO VBTS CCT DTCP VBTS CCT NNC CCA CCT DTCP NNC PMS NNC CCB DTCP VBTS PMC CCA VBTS CCP PRO LM VBTF CCB JJD_CCP NNC CCT NNC CCB NNC PMS NNC CCA DTCP VBTF CCT FW PMP,"tuloy na hayag ng ligtas sa lipad na hindi din ito paalam sa mga ligtas sa bagsak at sa mga anak ng mga namatay, at banggit na ito ay roon ng seryoso epekto sa proseso ng pinsala at mga tanggap sa insurance.",
"Ang Crikey, isang serbisyo ng pagbabalita sa Australia, ay nagpahiwatig na ang AU$12 milyon na abuloy na pinangako ng Australia para tulungan ang Indonesia na pagbutihin ang kaligtasan sa himpapawid ay hindi din nagagamit sa tama.",DT.* NN.* PM.* PR.*_CC.* NN.* CC.* NN.* CC.* NN.* PM.* LM VB.* CC.* DT.* NN.* CD.* NN.* CC.* NN.* CC.* VB.* CC.* NN.* CC.* VB.*_VB.* DT.* NN.* CC.* VB.* DT.* NN.* CC.* NN.* LM RB.* RB.* VB.* CC.* NN.* PM.*,DTC NNP PMC PRI_CCP NNC CCB NNC CCT NNP PMC LM VBTS CCP DTC NNPA CDB NNC CCP NNC CCP VBTS CCB NNP CCT VBTF_VBOF DTC NNP CCP VBOF DTC NNC CCT NNC LM RBF RBI VBTR CCT NNC PMP,"ang crikey, isa serbisyo ng balita sa australia, ay hiwatig na ang au$12 milyon na abuloy na ako ng australia para tulungan ang indonesia na buti ang ligtas sa himpapawid ay hindi din nagagamit sa tama.",
Sa kasalukuyan ang lahat ng eroplano ng Indonesia ay nasa listahan ng ipinagbabawal na eroplano sa EU.,CC.* RB.* DT.* PR.* CC.* NN.* CC.* NN.* LM RB.* NN.* CC.* VB.* CC.* NN.* CC.* NN.* PM.*,CCT RBW DTC PRI CCB NNC CCB NNP LM RBL NNC CCB VBTR CCP NNC CCT NNPA PMP,sa kasalukuyan ang lahat ng eroplano ng indonesia ay nasa lista ng bawal na eroplano sa eu.,
Isang opisyal na pahayag ng pinuno ng Kaligtasan sa Pagpapalipad na si Chris Weir ay nagpasya ""Nararapat na ito [ang natuklasan ng grupo] ngayon ay ilantad sa dahilang ang mga suliranin sa kaligtasan ay nanatiling hindi pa nalulutas."",PR.*_CC.* JJ.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* DT.* NN.* NN.* LM VB.* PM.* VB.* CC.* PR.* NN.* DT.* VB.* CC.* NN.* NN.* RB.* LM VB.* CC.* NN.*_CC.* DT.* DT.* NN.* CC.* NN.* LM VB.*_CC.* RB.* RB.* VB.* PM.* PM.*,PRI_CCP JJD CCP NNC CCB NNC CCB NNP CCT NNP CCP DTP NNP NNP LM VBTS PMS VBTR CCP PRO NNPA DTC VBTS CCB NNC NNPA RBW LM VBOF CCT NNC_CCP DTC DTCP NNC CCT NNC LM VBTS_CCP RBF RBI VBTR PMP PMS,isa opisyal na hayag ng puno ng ligtas sa lipad na si chris weir ay pasya ""nararapat na ito [ang tuklas ng grupo] ngayon ay lantad sa dahilang ang mga suliranin sa ligtas ay tili hindi pa nalulutas."",
"Si Mardjono Siswo Suwarno ng Pambansang Komite ng Kaligtasan sa Transportasyon, ang lupon na responsable sa pagsisiyasat sa sakuna, ay itinanggi na ang Paliparan ng Yogyakarta ay ilegal, sinasabi niyang ""Noong mga panahong iyun [ang lisensya] ay may bisa pa, pero ang RESA ay hindi sapat ang haba...""",DT.* NN.* NN.* NN.* CC.* NN.*_CC.* NN.* CC.* NN.* CC.* NN.* PM.* DT.* NN.* CC.* JJ.* CC.* NN.* CC.* NN.* PM.* LM VB.* CC.* DT.* NN.* CC.* NN.* LM JJ.* PM.* VB.* PR.*_CC.* PM.* RB.*_CC.* DT.* NN.*_CC.* FW FW DT.* NN.* NN.* LM VB.* NN.* RB.* PM.* CC.* DT.* NN.* LM RB.* JJ.* DT.* NN.* PM.* PM.*,DTP NNP NNP NNP CCB NNP_CCP NNP CCB NNP CCT NNP PMC DTC NNC CCP JJD CCT NNC CCT NNC PMC LM VBTS CCP DTC NNP CCB NNP LM JJD PMC VBTR PRS_CCP PMS RBW_CCP DTCP NNC_CCP FW FW DTC NNC NNP LM VBH NNC RBI PMC CCT DTC NNPA LM RBF JJD DTC NNC PMS PMS,"si mardjono siswo suwarno ng pambansang komite ng ligtas sa transportasyon, ang lupon na responsable sa siyasat sa sakuna, ay tanggi na ang paliparan ng yogyakarta ay ilegal, sabi niya ""noong mga taho iyun [ang lisensya] ay may bisa pa, pero ang resa ay hindi sapat ang haba...""",
"Pero tungkol pa rin sa [Garuda] kaso, kahit na sapat pa ang haba ng RESA, ang eroplano ay maari pa ring sumadsad sa dahilan ang bilis nito ay 1.8 beses sa normal na tulin.",PM.*  CC.* RB.* RB.* RB.* CC.* NN.* NN.* NN.* NN.* PM.* CC.* CC.* JJ.* RB.* DT.* NN.* CC.* NN.* PM.* DT.* NN.* LM VB.* RB.* RB.*_CC.* VB.* CC.* NN.* DT.* NN.* PR.* LM CD.* PM.* CD.* NN.* CC.* JJ.* CC.* NN.* PM.* PM.*,PMS  CCT RBR RBI RBI CCT NNPA NNP NNPA NNC PMC CCT CCP JJD RBI DTC NNC CCB NNPA PMC DTC NNC LM VBS RBI RBI_CCP VBAF CCT NNC DTC NNC PRO LM CDB PMP CDB NNC CCT JJD CCP NNC PMP PMS,"pero tungkol pa rin sa [garuda] kaso, kahit na sapat pa ang haba ng resa, ang eroplano ay ari pa ring sadsad sa dahilan ang bilis nito ay 1.8 beses sa normal na tulin.",
"Sa huling pahayag ay nalaman na ang naka komandong piloto, na inaresto at hinabla dahil sa pagbasak, ay nagtangkang lumapag pagkatapos buhayin ang labinlimang Sistema ng Babala ng Kalapitan sa Lupa para ipaalaala sa kaniya na siya ay lubhang mabilis na lumalapag, at sinasabing kahit pa ang mas mahabang patakbuhan at buong sukat na RESA ay hindi makakapigil sa isang sasakyang panghimpapawid na lumilipad sa sobrang bilis ito naman ay maaring nakabawas sana sa bilang ng namatay o nasugatan.",CC.* JJ.*_CC.* NN.* LM VB.* CC.* DT.* VB.* NN.*_CC.* NN.* PM.* CC.* VB.* CC.* VB.* CC.* CC.* NN.* PM.* LM RB.*_CC.* VB.* VB.* VB.* DT.* JJ.*_CC.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* VB.* CC.* PR.* CC.* PR.* LM JJ.*_CC.* JJ.* CC.* VB.*_VB.* PM.* CC.* VB.*_CC.* CC.* RB.* DT.* JJ.* JJ.*_CC.* NN.* CC.* PR.*_CC.* NN.* CC.* NN.* LM RB.* VB.* CC.* PR.*_CC.* NN.*_CC.* JJ.* CC.* VB.*_VB.* CC.* JJ.*_CC.* NN.* PR.* RB.* LM RB.* VB.* VB.* CC.* NN.* CC.* VB.* CC.* VB.* PM.*,CCT JJD_CCP NNC LM VBTS CCP DTC VBTS NNC_CCP NNC PMC CCP VBTS CCA VBTS CCR CCT NNC PMC LM RBD_CCP VBAF VBW VBOF DTC JJN_CCP NNP CCB NNP CCB NNP CCT NNP CCT VBOF CCT PRSP CCP PRS LM JJCS_CCP JJD CCP VBTR_VBAF PMC CCA VBTR_CCP CCT RBI DTC JJCC JJD_CCP NNC CCA PRI_CCP NNC CCP NNPA LM RBF VBW CCT PRI_CCP NNC_CCP JJD CCP VBTR_VBAF CCT JJCS_CCP NNC PRO RBI LM RBM VBTS VBS CCT NNC CCB VBTS CCT VBTS PMP,"sa huli hayag ay laman na ang naka komandong piloto, na inaresto at habla dahil sa pagbasak, ay tangka lapag tapos buhay ang labinlimang sistema ng babala ng lapit sa lupa para alaala sa kaniya na siya ay lubha bilis na lumalapag, at sabi kahit pa ang mas haba patakbuhan at buo sukat na resa ay hindi pigil sa isa sasakyang panghimpapawid na lipad sa sobra bilis ito naman ay ari bawas sana sa bilang ng namatay o nasugatan.",
"Ang mga tagapamahala ng mga paliparan ng Yogyakarta at Solo ay nagsasabing simula noong pangalawang pagsisiyasat sila ay gumawa na ng mga hakbang para mapabuti ang kaligtasan at lunasan ang mga problema, pero hindi naman aktwal na inamin na ilegal ang mga paliparan.",DT.* DT.* NN.* CC.* DT.* NN.* CC.* NN.* CC.* NN.* LM VB.*_CC.* RB.* RB.*_CC.* JJ.*_CC.* NN.* PR.* LM VB.* RB.* CC.* DT.* NN.* CC.* VB.* DT.* NN.* CC.* NN.* DT.* DT.* NN.* PM.* CC.* RB.* RB.* JJ.* CC.* VB.* CC.* JJ.* DT.* DT.* NN.* PM.*,DTC DTCP NNC CCB DTCP NNC CCB NNP CCA NNP LM VBTR_CCP RBW RBW_CCP JJN_CCP NNC PRP LM VBAF RBI CCB DTCP NNC CCT VBW DTC NNC CCA NNC DTC DTCP NNC PMC CCT RBF RBI JJD CCP VBOF CCP JJD DTC DTCP NNC PMP,"ang mga tagapamahala ng mga paliparan ng yogyakarta at solo ay sabi simula noo dalawa siyasat sila ay gawa na ng mga hakbang para buti ang ligtas at lunas ang mga problema, pero hindi naman aktwal na inam na ilegal ang mga paliparan.",
"Ang direktor-heneral ng sasakyang panghimpapawid ng Indonesia na si Budi Mulyawan Suyitno ay nagsabi na bagamat ang limitasyon ng lokal na badyet ang nagiging hadlang para sa pagpapaayos ng ilang paliparan, wala namang kasalukuyang mga suliranin sa Yogyakarta, ang pagsasaayos kasama ang deklarasyon ng RESA para sa dagdag na 140 metro sa 2,250 na metro ng palapagan at magdestino sa paliparan ng Sumasagip sa Eroplano at mga sasakyan na sumusugpo ng apoy.",DT.* NN.* PM.* NN.* CC.* NN.*_CC.* JJ.* CC.* NN.* CC.* DT.* NN.* NN.* NN.* LM VB.* CC.* CC.* DT.* NN.* CC.* JJ.* CC.* NN.* DT.* VB.* NN.* CC.* CC.* NN.* CC.* PR.*_CC.* NN.* PM.* VB.* RB.*_CC.* RB.*_CC.* DT.* NN.* CC.* NN.* PM.* DT.* NN.* CC.* DT.* NN.* CC.* NN.* CC.* CC.* JJ.* CC.* CD.* NN.* CC.* CD.* PM.* CD.* CC.* NN.* CC.* NN.* CC.* VB.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* DT.* NN.* CC.* VB.*_VB.* CC.* NN.* PM.*,DTC NNC PMS NNC CCB NNC_CCP JJD CCB NNP CCP DTP NNP NNP NNP LM VBTS CCP CCT DTC NNC CCB JJD CCP NNC DTC VBTR NNC CCT CCT NNC CCB PRQ_CCP NNC PMC VBN RBI_CCP RBW_CCP DTCP NNC CCT NNP PMC DTC NNC CCB DTC NNC CCB NNPA CCT CCT JJD CCP CDB NNC CCT CDB PMC CDB CCP NNC CCB NNC CCA VBTF CCT NNC CCB NNP CCT NNP CCA DTCP NNC CCP VBTR_VBAF CCB NNC PMP,"ang heneral ng sasakyang panghimpapawid ng indonesia na si budi mulyawan suyitno ay sabi na bagamat ang limitasyon ng lokal na badyet ang igi hadlang para sa ayos ng ilang paliparan, wala mang kasalukuyang mga suliranin sa yogyakarta, ang pagsasaayos kasama ang deklarasyon ng resa para sa dagdag na 140 metro sa 2,250 na metro ng palapag at destino sa paliparan ng sagip sa eroplano at mga sasakyan na sugpo ng apoy.",
Hindi pinigil ng tagausig ang mga reklamo para sa ""simple"" at ""matinding"" pisikal na pinsala dala ng pagpapabaya laban sa gendarmes Poget at Deiss sa paglilitis sa pangyayari sa Aubonne Bridge.,RB.* VB.* CC.* NN.* DT.* DT.* NN.* CC.* CC.* PM.* JJ.* PM.* CC.* PM.* JJ.*_CC.* PM.* JJ.* CC.* NN.* JJ.* CC.* NN.* NN.* CC.* FW NN.* CC.* NN.* CC.* VB.* CC.* NN.* CC.* NN.* NN.* PM.*,RBF VBTS CCB NNC DTC DTCP NNC CCT CCT PMS JJD PMS CCA PMS JJD_CCP PMS JJD CCP NNC JJD CCB NNC NNC CCT FW NNP CCA NNP CCT VBW CCT NNC CCT NNP NNP PMP,hindi pigil ng tagausig ang mga reklamo para sa ""simple"" at ""matinding"" pisikal na pinsala dala ng baya laban sa gendarmes poget at deiss sa litis sa pangyayari sa aubonne bridge.,
"Ang buto ng panga na natagpuan sa Aruba ay hindi sa nawawalang Amerikana na si Natalee Holloway, na kakatapos lamang sa sekondarya noong panahong siya ay nawala.",DT.* NN.* CC.* NN.* CC.* VB.* CC.* NN.* LM RB.* CC.* VB.*_CC.* NN.* CC.* DT.* NN.* NN.* PM.* CC.* JJ.* RB.* CC.* NN.* RB.*_CC.* NN.*_CC.* PR.* LM VB.* PM.*,DTC NNC CCB NNC CCP VBTS CCT NNP LM RBF CCT VBTR_CCP NNP CCP DTP NNP NNP PMC CCP JJD RBI CCT NNC RBW_CCP NNC_CCP PRS LM VBTS PMP,"ang buto ng panga na natagpuan sa aruba ay hindi sa wala amerikana na si natalee holloway, na tapos lamang sa sekondarya noo taho siya ay nawala.",
Pinatunayan ng mga opisyal ang balita pagkatapos makumpleto ng mga siyentipiko na Olandes ang pagsusuri sa buto.,VB.* CC.* DT.* NN.* DT.* NN.* VB.* VB.* CC.* DT.* NN.* CC.* NN.* DT.* NN.* CC.* NN.* PM.*,VBOF CCB DTCP NNC DTC NNC VBW VBW CCB DTCP NNC CCP NNP DTC NNC CCT NNC PMP,tunay ng mga opisyal ang balita tapos kumpleto ng mga siyentipiko na olandes ang suri sa buto.,
"Ang buto ng panga, na mayroong kasamang ngipin ng katalinuhan, ay natagpuan ng isang turistang Amerikano malapit sa Otel Phoenix.",DT.* NN.* CC.* NN.* PM.* CC.* VB.*_CC.* CC.*_CC.* NN.* CC.* NN.* PM.* LM VB.* CC.* PR.*_CC.* NN.*_CC.* NN.* JJ.* CC.* NN.* NN.* PM.*,DTC NNC CCB NNC PMC CCP VBH_CCP CCB_CCP NNC CCB NNC PMC LM VBTS CCB PRI_CCP NNC_CCP NNP JJD CCT NNP NNP PMP,"ang buto ng panga, na mayroong kasama ngipin ng katalinuhan, ay natagpuan ng isa turista amerikano lapit sa otel phoenix.",
Ang pangalawang buto ay natagpuan din ng isa pang turista nitong mga unang araw ng buwan.,DT.* JJ.*_CC.* NN.* LM VB.* RB.* CC.* PR.* RB.*_CC.* NN.* PR.*_CC.* DT.* JJ.*_CC.* NN.* CC.* NN.* PM.*,DTC JJN_CCP NNC LM VBTS RBI CCB PRI RBI_CCP NNC PRO_CCP DTCP JJN_CCP NNC CCB NNC PMP,ang dalawa buto ay natagpuan din ng isa pang turista nito mga una araw ng buwan.,
Ang buto ay pinadala sa Instituto ng Porensiko sa Olanda kung saan kinumpleto ng mga siyentipiko ang mga pagsusuri.,DT.* NN.* LM VB.* CC.* NN.* CC.* NN.* CC.* NN.* RB.* RB.* VB.* CC.* DT.* NN.* DT.* DT.* NN.* PM.*,DTC NNC LM VBTS CCT NNP CCB NNP CCT NNP RBK RBQ VBTR CCB DTCP NNC DTC DTCP NNC PMP,ang buto ay dala sa instituto ng porensiko sa olanda kung saan kinumpleto ng mga siyentipiko ang mga pagsusuri.,
"Kanilang ikinumpara ang buto sa mga rekord ng ngipin na ibinigay sa kanila ng ama ni Natalee, kung saan kanilang pinatunayan na ang buto ay hindi kay Natalee, bagaman ito ay galing sa tao.",RB.*_CC.* VB.* DT.* NN.* CC.* DT.* NN.* CC.* NN.* CC.* VB.* CC.* PR.* CC.* NN.* DT.* NN.* PM.* RB.* RB.* PR.*_CC.* VB.* CC.* DT.* NN.* LM RB.* DT.* NN.* PM.* CC.* PR.* LM RB.* CC.* NN.* PM.*,RBD_CCP VBTS DTC NNC CCT DTCP NNC CCB NNC CCP VBTS CCT PRSP CCB NNC DTP NNP PMC RBK RBQ PRSP_CCP VBTS CCP DTC NNC LM RBF DTP NNP PMC CCT PRO LM RBL CCT NNC PMP,"kanila kumpara ang buto sa mga rekord ng ngipin na bigay sa kanila ng ama ni natalee, kung saan kanila tunay na ang buto ay hindi kay natalee, bagaman ito ay galing sa tao.",
Nabanggit na malabong ang buto ay kay Holloway sapagkat wala namang pisikal na ebidensya na siya ay pinatay.,VB.* CC.* JJ.*_CC.* DT.* NN.* LM DT.* NN.* CC.* VB.* RB.*_CC.* JJ.* CC.* NN.* CC.* PR.* LM VB.* PM.*,VBTS CCP JJD_CCP DTC NNC LM DTP NNP CCR VBN RBI_CCP JJD CCP NNC CCP PRS LM VBTS PMP,banggit na labo ang buto ay kay holloway sapagkat wala mang pisikal na ebidensya na siya ay pinatay.,
"Si Taco Stein, ang Solisitor Heneral ng Aruba, ay naglabas ng pahayag pagkatapos naisagawa ang anunsyo.",DT.* NN.* NN.* PM.* DT.* NN.* NN.* CC.* NN.* PM.* LM VB.* CC.* NN.* VB.* VB.* DT.* NN.* PM.*,DTP NNP NNP PMC DTC NNP NNP CCB NNP PMC LM VBTS CCB NNC VBW VBTS DTC NNC PMP,"si taco stein, ang solisitor heneral ng aruba, ay labas ng hayag tapos naisagawa ang anunsyo.",
Siya ay nag komento sa bilis ng pagkakakilanlan; sinabi niya na madali lamang na patunayan na hindi ito kay Holloway dahil ang kanyang rekord ay nagpapakita na siya ay nagpatanggal ng ngipin ng katalinuhan.,PR.* LM VB.* NN.* CC.* NN.* CC.* NN.* PM.* VB.* PR.* CC.* JJ.* RB.* CC.* RB.* CC.* RB.* PR.* DT.* NN.* CC.* DT.* PR.*_CC.* NN.* LM VB.* CC.* PR.* LM VB.* CC.* NN.* CC.* NN.* PM.*,PRS LM VBTS NNC CCT NNC CCB NNC PMSC VBTS PRS CCP JJD RBI CCP RBD CCP RBF PRO DTP NNP CCR DTC PRSP_CCP NNC LM VBTR CCP PRS LM VBTS CCB NNC CCB NNC PMP,siya ay nag komento sa bilis ng pagkakakilanlan; sabi niya na dali lamang na tunay na hindi ito kay holloway dahil ang kanya rekord ay kita na siya ay tanggal ng ngipin ng katalinuhan.,
"Noong nakaraang linggo, pinahayag ng Naked News na magiging kapansin-pansin ang paglago ng mandato para sa pandaigdigang wika sa pag uulat ng balita, sa pamamagitan ng tatlong bagong pagsasahimpapawid.",RB.*_CC.* VB.*_CC.* NN.* PM.* VB.* CC.* NN.* NN.* CC.* VB.* NN.* PM.* NN.* DT.* NN.* CC.* NN.* CC.* CC.* JJ.*_CC.* NN.* CC.* CC.* NN.* CC.* NN.* PM.* CC.* NN.* CC.* JJ.*_CC.* JJ.*_CC.* NN.* PM.*,RBW_CCP VBTS_CCP NNC PMC VBTS CCB NNP NNP CCP VBTF NNC PMS NNC DTC NNC CCB NNC CCT CCT JJD_CCP NNC CCT CCR NNC CCB NNC PMC CCT NNC CCB JJN_CCP JJD_CCP NNC PMP,"noo nakaraang linggo, hayag ng naked news na igi pansin ang lago ng mandato para sa pandaigdigang wika sa pag uulat ng balita, sa pamamagitan ng tatlong bago pagsasahimpapawid.",
"Kasalukuyang nagbabalita na sa Ingles at Hapon, ang global na organisasyon ay maglulunsad ng mga programa para sa wikang Espanyol, Italyano, at Koreano, sa telebisyon, sa web, at sa mga aparatong mobile.",RB.*_CC.* VB.* CC.* CC.* NN.* CC.* NN.* PM.* DT.* NN.* CC.* NN.* LM VB.*_VB.* CC.* DT.* NN.* CC.* CC.* NN.*_CC.* NN.* PM.* NN.* PM.* CC.* NN.* PM.* CC.* NN.* PM.* CC.* FW PM.* CC.* CC.* DT.* NN.*_CC.* FW PM.*,RBW_CCP VBTR CCP CCT NNP CCA NNP PMC DTC NNC CCP NNC LM VBTF_VBAF CCB DTCP NNC CCT CCT NNC_CCP NNP PMC NNP PMC CCA NNP PMC CCT NNC PMC CCT FW PMC CCA CCT DTCP NNC_CCP FW PMP,"kasalukuyang balita na sa ingles at hapon, ang global na organisasyon ay lunsad ng mga programa para sa wika espanyol, italyano, at koreano, sa telebisyon, sa web, at sa mga aparato mobile.",
"Kinapanayam ng Wikinews ang isang brodkast na tagapagbalita sa Ingles kani kanila lamang, tungkol sa programa.",VB.* CC.* NN.* DT.* PR.*_CC.* NN.* CC.* NN.* CC.* NN.* RB.* PR.* RB.* PM.* RB.* CC.* NN.* PM.*,VBTR CCB NNP DTC PRI_CCP NNC CCP NNC CCT NNP RBW PRSP RBI PMC RBR CCT NNC PMP,"panayam ng wikinews ang isa brodkast na tagapagbalita sa ingles kani kanila lamang, tungkol sa programa.",
"Ang pagsasahimpapawid ay may mga tampok na palabas na pang araw araw na balita at usapin ng mga interes na pantao, na inilalahad ng tagapagbalita habang unti unting hinuhubad ang kanilang damit.",DT.* NN.* LM VB.* DT.* NN.* CC.* NN.* CC.* RB.*_CC.* NN.* NN.* CC.* NN.* CC.* NN.* CC.* DT.* NN.* CC.* JJ.* PM.* CC.* VB.* CC.* NN.* RB.* JJ.* FW FW DT.* PR.*_CC.* NN.* PM.*,DTC NNC LM VBH DTCP NNC CCP NNC CCP RBI_CCP NNC NNC CCP NNC CCA NNC CCB DTCP NNC CCP JJD PMC CCP VBTR CCB NNC RBW JJD FW FW DTC PRSP_CCP NNC PMP,"ang pagsasahimpapawid ay may mga tampok na labas na pang araw araw na balita at usap ng mga interes na pantao, na lahad ng tagapagbalita habang unti unti hubad ang kanila damit.",
"Ang nakatutok sa pandaigdigang pag uulat ng balita ay lumikha ng gulo noong ito ay nilunsad noong 1999, pero simula noon ay lumawak na ito na may mga manonod online galing ng 172 na bansa.",DT.* JJ.* CC.* JJ.*_CC.* CC.* NN.* CC.* NN.* LM VB.* CC.* NN.* RB.*_CC.* PR.* LM VB.* RB.*_CC.* CD.* PM.* CC.* RB.* RB.* LM VB.* CC.* PR.* CC.* VB.* DT.* FW FW RB.* CC.* CD.* CC.* NN.* PM.*,DTC JJD CCT JJD_CCP CCR NNC CCB NNC LM VBAF CCB NNC RBW_CCP PRO LM VBTS RBW_CCP CDB PMC CCT RBW RBW LM VBAF CCP PRO CCP VBH DTCP FW FW RBL CCB CDB CCP NNC PMP,"ang tutok sa pandaigdigang pag uulat ng balita ay likha ng gulo noo ito ay lunsad noo 1999, pero simula noon ay lawak na ito na may mga manonod online galing ng 172 na bansa.",
"Sa isang inilabas na pahayag, nagkomento ang Presidente ng Naked News na si David Warga na ""aming layunin sa Naked News ay maging global na pinanggagalingan ng balita, katulad ng CNN o BBC World.""",CC.* PR.*_CC.* VB.* CC.* NN.* PM.* VB.* DT.* NN.* CC.* NN.* NN.* CC.* DT.* NN.* NN.* CC.* PM.* PR.*_CC.* NN.* CC.* NN.* NN.* LM VB.* JJ.* CC.* VB.* CC.* NN.* PM.* JJ.* CC.* NN.* CC.* NN.* NN.* PM.* PM.*,CCT PRI_CCP VBTS CCP NNC PMC VBTR DTC NNP CCB NNP NNP CCP DTP NNP NNP CCP PMS PRSP_CCP NNC CCT NNP NNP LM VBW JJD CCP VBTR CCB NNC PMC JJC CCB NNPA CCT NNPA NNP PMP PMS,"sa isa labas na pahayag, komento ang presidente ng naked news na si david warga na ""aming layunin sa naked news ay maging global na galing ng balita, tulad ng cnn o bbc world.""",
"Aming minimithi na palawakin pa ito sa iba pang wika, sa dahilang may tiyak na merkado na nakakagusto sa ganitong uri ng infotainment.",PM.*  NN.* FW CC.* VB.* RB.* PR.* CC.* PR.* RB.*_CC.* NN.* PM.* CC.* NN.*_CC.* VB.* JJ.* CC.* NN.* CC.* VB.* CC.* PR.*_CC.* NN.* CC.* FW PM.* PM.*,PMS  NNP FW CCP VBOF RBI PRO CCT PRI RBI_CCP NNC PMC CCT NNC_CCP VBH JJD CCP NNC CCP VBTR CCT PRC_CCP NNC CCB FW PMP PMS,"aming mithi na lawak pa ito sa iba pang wika, sa dahilang may tiyak na merkado na gusto sa ganito uri ng infotainment.",
"Hindi katulad ng mga istasyon sa ibang bansa na pinamamahalan ng BBC o CNN, ang mga internasyonal na pagsasahimpapawid ay hindi tutustusan ng kompanya.",RB.* JJ.* CC.* DT.* NN.* CC.* PR.*_CC.* NN.* CC.* VB.* CC.* NN.* CC.* NN.* PM.* DT.* DT.* JJ.* CC.* NN.* LM RB.* VB.* CC.* NN.* PM.*,RBF JJC CCB DTCP NNC CCT PRI_CCP NNC CCP VBTS CCB NNPA CCT NNPA PMC DTC DTCP JJD CCP NNC LM RBF VBTF CCB NNC PMP,"hindi tulad ng mga istasyon sa iba bansa na mahal ng bbc o cnn, ang mga internasyonal na pagsasahimpapawid ay hindi tutustusan ng kompanya.",
Ibibigay ang lisensya sa pagtatatatak at pagsasagawa sa ibang mga produksyon at kompanya na nagbabahagi.,VB.* DT.* NN.* CC.* NN.* CC.* NN.* CC.* PR.*_CC.* DT.* NN.* CC.* NN.* CC.* VB.* PM.*,VBTF DTC NNC CCT NNC CCA NNC CCT PRI_CCP DTCP NNC CCA NNC CCP VBTR PMP,bigay ang lisensya sa tatak at pagsasagawa sa iba mga produksyon at kompanya na nagbabahagi.,
"Pinahayag ni Warga, na sa imbes na ilarawan ang hitsura ng isang hubad na babae bilang ""masamang babae na walang utak"", ang kanilang organisasyon sa pagbabalita ""ay naghihikayat sa lipunan na tingnan ang kababaihan na matatalino, matatapang, at sopistikada.""",VB.* DT.* NN.* PM.* CC.* CC.* CC.* CC.* VB.* DT.* NN.* CC.* PR.*_CC.* JJ.* CC.* NN.* CC.* PM.* JJ.*_CC.* NN.* CC.* VB.*_CC.* NN.* PM.* PM.* DT.* PR.*_CC.* NN.* CC.* NN.* PM.* LM VB.* CC.* NN.* CC.* VB.* DT.* NN.* CC.* JJ.* PM.* JJ.*_CC.* PM.* CC.* NN.* PM.* PM.*,VBTS DTP NNP PMC CCP CCT CCT CCP VBOF DTC NNC CCB PRI_CCP JJD CCP NNC CCT PMS JJD_CCP NNC CCP VBN_CCP NNC PMS PMC DTC PRSP_CCP NNC CCT NNC PMS LM VBTR CCT NNC CCP VBOF DTC NNC CCP JJD PMC JJD_CCP PMC CCA NNC PMP PMS,"hayag ni warga, na sa imbes na larawan ang hitsura ng isa hubad na babae bilang ""masamang babae na wala utak"", ang kanila organisasyon sa balita ""ay hikayat sa lipunan na tingnan ang bai na matatalino, matatapang, at sopistikada.""",
